type,basisOfRecord,institutionCode,collectionCode,catalogNumber,occurrenceRemarks,recordNumber,recordedBy,eventDate,year,month,day,country,stateProvince,municipality,locality,verbatimLatitude,verbatimLongitude,decimalLatitude,decimalLongitude,identifiedBy,dateIdentified,typeStatus,scientifname,kingdom,phylum,family,genus,specificEpithet,infraspecificEpithet,taxonRank,scientificNameAuthorship,modified,occurrenceID_GBIF,rightsHolder
Collection,PreservedSpecimen,RB,RB,983834,"Árvore, 4,5 frutos vermelho-alaranjados",1351,G.D. Colletta,13/04/2014,2014,4,13,Brasil,São Paulo,São Miguel Arcanjo,P.E. Carlos Botelho. Trilha da represa.,NA,NA,NA,NA,G.D. Colletta et M.A.P. Ferreira,2014,,Aegiphila integrifolia (Jacq.) Moldenke,Plantae,NA,LAMIACEAE,Aegiphila,integrifolia,,specie,(Jacq.) Moldenke,22/07/2015,urn:catalog:RB:983834,RB
Collection,PreservedSpecimen,RB,RB,991403,"Árvore, ca. 10m alt. Flores jovens brancas, adultas lilas. Filetes com pilosidade vinácea, tecas brancas a róseas",468,P.H. Miyagi,15/02/1995,1995,2,15,Brasil,São Paulo,Sete Barras,Estrada para Reserva Florestal Carlos Botelho. A 19km de Sete Barras.,NA,NA,NA,NA,P. Guimarães,2009,,Tibouchina pulchra Cogn.,Plantae,NA,MELASTOMATACEAE,Tibouchina,pulchra,,specie,Cogn.,04/08/2015,urn:catalog:RB:991403,RB
Collection,PreservedSpecimen,RB,RB,1184827,"Árvore ca. 15 m de altura, em borda de mata, com forte cheiro de terebentina nas folhas",2104,P.L.R. Moraes,27/12/1999,1999,12,27,Brasil,São Paulo,São Miguel Arcanjo,Parque Estadual de Carlos Botelho,NA,NA,NA,NA,D. Daly,2001,,Protium widgrenii Engl.,Plantae,NA,BURSERACEAE,Protium,widgrenii,,specie,Engl.,14/10/2016,urn:catalog:RB:1184827,RB
Collection,PreservedSpecimen,RB,RB,1186891,#,2219,L.R. Pedro de Moraes,28/08/2000,2000,8,28,Brasil,São Paulo,São Miguel Arcanjo,Parque Estadual Carlos Botelho. Trilha do Açude.,NA,NA,-24.0555556,-47.9927777,L.R. Pedro de Moraes,,,Rapanea umbellata (Mart.) Mez,Plantae,NA,PRIMULACEAE,Rapanea,umbellata,,specie,(Mart.) Mez,18/10/2016,urn:catalog:RB:1186891,RB
Collection,PreservedSpecimen,RB,RB,1184156,"Árvore ca. 10 m de altura. Flor branca, frutos verdes",961,P.L.R. Moraes,24/04/1994,1994,4,24,Brasil,São Paulo,São Miguel Arcanjo,"Parque Estadual de Carlos Botelho, beira da estrada",NA,NA,NA,NA,C.Y. Kiyama,14/10/1996,,Prunus myrtifolia (L.) Urb.,Plantae,NA,ROSACEAE,Prunus,myrtifolia,,specie,(L.) Urb.,18/10/2017,urn:catalog:RB:1184156,RB
Collection,PreservedSpecimen,RB,RB,1182202,#,136,Moraes,,NA,NA,NA,Brasil,São Paulo,São Miguel Arcanjo,Parque Estadual de Carlos Botelho,NA,NA,NA,NA,V.C. Souza,Jun-02,,Cupania oblongifolia Mart.,Plantae,NA,SAPINDACEAE,Cupania,oblongifolia,,specie,Mart.,24/10/2017,urn:catalog:RB:1182202,RB
Collection,PreservedSpecimen,RB,RB,1116815,Árvore no. 4726; flor,30127,V.C. Souza,,NA,NA,NA,Brasil,São Paulo,Sete Barras,Parcela permanente - Parque Estadual de Carlos Botelho,NA,NA,-24.1913889,-47.9247223,,,,Eugenia bunchosiifolia Nied.,Plantae,NA,MYRTACEAE,Eugenia,bunchosiifolia,,specie,Nied.,18/10/2017,urn:catalog:RB:1116815,RB
Collection,PreservedSpecimen,RB,RB,822860,"Árvore, 3-5m alt. Inflorescência esbranquiçada",479,P.H. Miyagi,15/02/1995,1995,2,15,Brasil,São Paulo,,"Mamparra. Reserva Floresta Carlos Botelho, a 2km da ""Sedinha"", beira de estrada.",NA,NA,NA,NA,,,,Clethra scabra Pers.,Plantae,NA,CLETHRACEAE,Clethra,scabra,,specie,Pers.,08/07/2014,urn:catalog:RB:822860,RB
Collection,PreservedSpecimen,RB,RB,167646,Árvore ca. 7m de altura.,319,P.L.R. de Moraes,04/11/1990,1990,11,4,Brasil,São Paulo,São Miguel Arcanjo,Parque Estadual Carlos Botelho.,NA,NA,NA,NA,J.R.V. Iganci,19/08/2006,,Abarema langsdorffii (Benth.) Barneby & J.W.Grimes,Plantae,NA,LEGUMINOSAE,Abarema,langsdorffii,,specie,(Benth.) Barneby & J.W.Grimes,08/07/2014,urn:catalog:RB:167646,RB
Collection,PreservedSpecimen,RB,RB,420182,"Árvore de mais ou menos 4 m de altura, tronco liso, botões esbranquiçados.",777,Pedro L. R. de Moraes,20/01/1993,1993,1,20,Brasil,São Paulo,São Miguel Arcanjo,Parque Estadual Carlos Botelho.,NA,NA,NA,NA,M.Sobral ,2010,,Eugenia brunneopubescens Mazine,Plantae,NA,MYRTACEAE,Eugenia,brunneopubescens,,specie,Mazine,08/07/2014,urn:catalog:RB:420182,RB
Collection,PreservedSpecimen,RB,RB,141111,"Epifita, semi-heliófila, frequente,folhas na face ventral verde, face dorsal com indumento argênteo; bainha castanho-arroxeado; infl. com escapo verde alvacento, brácteas escapais da base róseas com ápice verde, superiores róseas e reduzidas no tamanho; raque verde; frutos imaturos de cor verde com cálice persistente verde com mucro castanho. Em cultivo RB",15769,"Martinelli, G.",30/09/1999,1999,9,30,Brasil,São Paulo,São Miguel Arcanjo,"Parque Estadual Carlos Botelho, estrada entre Ibatinga e Sete Barras, SP 139.",NA,NA,-24.1647222,-47.9866666,M. G. Wanderley G. M. Souza,01/12/1999,,Aechmea ornata Baker,Plantae,NA,BROMELIACEAE,Aechmea,ornata,,specie,Baker,19/10/2017,urn:catalog:RB:141111,RB
Collection,PreservedSpecimen,RB,RB,1378951,#,30034,V.C. Souza,,NA,NA,NA,Brasil,São Paulo,Sete Barras,Parcela permanente. Parque Estadual de Carlos Botelho,NA,NA,-24.1913889,-47.9247223,Nadruz,13/12/2017,,Sloanea hirsuta (Schott) Planch. ex Benth.,Plantae,NA,ELAEOCARPACEAE,Sloanea,hirsuta,,specie,(Schott) Planch. ex Benth.,23/01/2018,urn:catalog:RB:1378951,RB
Collection,PreservedSpecimen,RB,RB,934172,"Arbusto com 2,5m de altura.",85,R.A.F. de Lima,17/11/2002,2002,11,17,Brasil,São Paulo,São Miguel Arcanjo,Açude da Trilha Tucano - Parque Estadual Carlos Botelho.,NA,NA,-24.7333333,-47.7333333,,,,Capsicum recurvatum Witasek,Plantae,NA,SOLANACEAE,Capsicum,recurvatum,,specie,Witasek,18/10/2017,urn:catalog:RB:934172,RB
Collection,PreservedSpecimen,RB,RB,938565,Em clareira,517,R.A.F. de Lima,19/01/2005,2005,1,19,Brasil,São Paulo,Sete Barras,Parcela permanente - Parque Estadual de Carlos Botelho.,NA,NA,-24.1666667,-47.9333333,,,,Brunfelsia pauciflora (Cham. & Schltdl.) Benth.,Plantae,NA,SOLANACEAE,Brunfelsia,pauciflora,,specie,(Cham. & Schltdl.) Benth.,14/10/2017,urn:catalog:RB:938565,RB
Collection,PreservedSpecimen,RB,RB,939055,"Arbusto ca. 4m de altura, flor rosa, caule lenhoso, muito utilizada na arborização urbana e paisagismo",,L. Oliveira,28/10/1992,1992,10,28,Brasil,São Paulo,Piracicaba,Av. Carlos Botelho.,NA,NA,NA,NA,V.C. Souza,10/12/1992,,Nerium oleander L.,Plantae,NA,APOCYNACEAE,Nerium,oleander,,specie,L.,25/03/2015,urn:catalog:RB:939055,RB
Collection,PreservedSpecimen,RB,RB,1182195,#,931,P.L.R. Moraes,23/04/1994,1994,4,23,Brasil,São Paulo,São Miguel Arcanjo,Parque Estadual de Carlos Botelho.,NA,NA,NA,NA,M.S. Ferrucci,2001,,Cupania oblongifolia Mart.,Plantae,NA,SAPINDACEAE,Cupania,oblongifolia,,specie,Mart.,24/10/2017,urn:catalog:RB:1182195,RB
Collection,PreservedSpecimen,RB,RB,1107283,Árvore no. 6022; botão (Parcela PECB - Outra numeração 91),29283,V.C. Souza,,NA,NA,NA,Brasil,São Paulo,Sete Barras,Parcela permanente - Parque Estadual de Carlos Botelho,NA,NA,-24.1913889,-47.9247223,V.C. Souza,May-12,,Ixora gardneriana Benth.,Plantae,NA,RUBIACEAE,Ixora,gardneriana,,specie,Benth.,18/10/2017,urn:catalog:RB:1107283,RB
Collection,PreservedSpecimen,RB,RB,1116801,Árvore no. 8774,30126,V.C. Souza,,NA,NA,NA,Brasil,São Paulo,Sete Barras,Parcela permanente - Parque Estadual de Carlos Botelho,NA,NA,-24.1913889,-47.9247223,,,,Eugenia brevistyla D.Legrand,Plantae,NA,MYRTACEAE,Eugenia,brevistyla,,specie,D.Legrand,18/10/2017,urn:catalog:RB:1116801,RB
Collection,PreservedSpecimen,RB,RB,1212948,#,699,R. Farias,23/04/2002,2002,4,23,Brasil,São Paulo,Sete Barras,"Parque Estadual de Carlos Botelho, Núcleo Sete Barras. Trilha da figueira",NA,NA,-24.0563889,-47.9930555,V.C. Souza; J.Y. Tamashiro; G.C. Franco et N.M. Ivanauskas,,,Geonoma pauciflora Mart.,Plantae,NA,ARECACEAE,Geonoma,pauciflora,,specie,Mart.,15/10/2017,urn:catalog:RB:1212948,RB
Collection,PreservedSpecimen,RB,RB,1315350,#,30260,V.C. Souza,,NA,NA,NA,Brasil,São Paulo,Sete Barras,Parcela permanente - Parque Estadual de Carlos Botelho,NA,NA,-24.1913889,-47.9247223,,,,Faramea montevidensis (Cham. & Schltdl.) DC.,Plantae,NA,RUBIACEAE,Faramea,montevidensis,,specie,(Cham. & Schltdl.) DC.,17/10/2017,urn:catalog:RB:1315350,RB
Collection,PreservedSpecimen,RB,RB,983813,"Erva, 50-80cm alt. Flores em botões creme esverdeados",489,P.H. Miyagi,15/02/1995,1995,2,15,Brasil,São Paulo,,"Município de Mamparra. Reserva Floresta Carlos Botelho, a 2 km da ""sedinha"", beira de estrada.",NA,NA,NA,NA,I. H. F. Azevedo,25/07/2018,,Hygrophila costata Nees,Plantae,NA,ACANTHACEAE,Hygrophila,costata,,specie,Nees,06/08/2018,urn:catalog:RB:983813,RB
Collection,PreservedSpecimen,RB,RB,131516,"Arvoreta ca. 6 m, sub - bosque, flores brancas.",970,P.L.R. Morias,24/04/1994,1994,4,24,Brasil,São Paulo,São Miguel Arcanjo,Parque Estadual de Carlos Botelho.,NA,NA,NA,NA,,,,Ocotea dispersa (Nees & Mart.) Mez,Plantae,NA,LAURACEAE,Ocotea,dispersa,,specie,(Nees & Mart.) Mez,22/07/2014,urn:catalog:RB:131516,RB
Collection,PreservedSpecimen,RB,RB,119168,"SOBRE O TRONCO DE CYATHEA, FLORES AMARELAS RAJADOS DE MARROM ESCURO. CÁLICE VERMELHO, RILOSO. COROLA PILOSA. NERVURAS VERMELHOS.",4854,DANIEL M. VITAL,21/05/1977,1977,5,21,Brasil,São Paulo,São Miguel Arcanjo,"RESERVA FLORESTAL CARLOS BOTELHO, CA. 55 KM S. DE ITAPETININGA.",NA,NA,NA,NA,,,,Nematanthus striatus (Handro) Chautems,Plantae,NA,GESNERIACEAE,Nematanthus,striatus,,specie,(Handro) Chautems,22/07/2014,urn:catalog:RB:119168,RB
Collection,PreservedSpecimen,RB,RB,535440,"Arbusto, ca. 2 m de altura; corola verde, estames creme.",507,P. H. Miyagi,15/02/1995,1995,2,15,Brasil,São Paulo,,"Município de Mamparra. Reserva Floresta Carlos Botelho, à 2 km da ""sedinha"".",NA,NA,NA,NA,P. Fiaschi,Jul-06,,Dendropanax australis Fiaschi & Jung-Mend.,Plantae,NA,ARALIACEAE,Dendropanax,australis,,specie,Fiaschi & Jung-Mend.,07/07/2014,urn:catalog:RB:535440,RB
Collection,PreservedSpecimen,RB,RB,222301,"ARVORETA ca. 4m. ALT, SUB-BOSQUE, FRUTOS CASTANHO-ESCURO.",1116,PEDRO L. R. DE MORAES,18/01/1995,1995,1,18,Brasil,São Paulo,São Miguel Arcanjo,PARQUE ESTADUAL DE CARLOS BOTELHO.,NA,NA,NA,NA,A. L. PEIXOTO,1999,,Mollinedia oligantha Perkins,Plantae,NA,MONIMIACEAE,Mollinedia,oligantha,,specie,Perkins,22/07/2014,urn:catalog:RB:222301,RB
Collection,PreservedSpecimen,RB,RB,299078,"Arbusto, ca 2m alt.. Inflorescência creme esverdeada",462,P.H.Miyagi,15/02/1995,1995,2,15,Brasil,São Paulo,Sete Barras,Estrada para a Reserva Florestal Carlos Botelho. A 19 Km de Sete Barras.,NA,NA,NA,NA,E. Guimarães,Oct-98,,Piper chimonanthifolium Kunth,Plantae,NA,PIPERACEAE,Piper,chimonanthifolium,,specie,Kunth,08/07/2014,urn:catalog:RB:299078,RB
Collection,PreservedSpecimen,RB,RB,309997,"Arvoreta de 4m alt., corola e filetes brancos",6870,"G.T. Prance, G.J. Shepherd & W.W. Benson",28/01/1978,1978,1,28,Brasil,São Paulo,,"Reserva Carlos Botelho, entre S. MiguelArcanjo e Sete Barras.",NA,NA,NA,NA,G.M. Barroso,2003,,Gomidesia affinis (Cambess.) D.Legrand,Plantae,NA,MYRTACEAE,Gomidesia,affinis,,specie,(Cambess.) D.Legrand,19/10/2017,urn:catalog:RB:309997,RB
Collection,PreservedSpecimen,RB,RB,313744,"Árvore, ca. 4m de alt., flores brancas, tronco cinza sem escamas.",769,P. L. Moraes,19/01/1993,1993,1,19,Brasil,São Paulo,São Miguel Arcanjo,Parque Estadual de Carlos Botelho.,NA,NA,NA,NA,G. Barroso,,,Myrcia klotzschiana Beg.,Plantae,NA,MYRTACEAE,Myrcia,klotzschiana,,specie,Beg.,22/07/2014,urn:catalog:RB:313744,RB
Collection,PreservedSpecimen,RB,RB,523648,"Árvore 18 m, flores amarelas, árvore 3278.",2323,Pedro L. de Moraes,09/01/2001,2001,1,9,Brasil,São Paulo,Piracicaba,"Parque Estadual Carlos Botelho, São Miguel Arcanjo.",NA,NA,-24.1772222,-48.0783333,Pedro L. de Moraes,,,Cryptocarya hotellensis P.L.R. Moraes,Plantae,NA,LAURACEAE,Cryptocarya,hotellensis,,specie,P.L.R. Moraes,22/07/2014,urn:catalog:RB:523648,RB
Collection,PreservedSpecimen,RB,RB,412903,,1090,Breier,14/05/2003,2003,5,14,Brasil,São Paulo,Sete Barras,Parque Estadual Carlos Botelho.,NA,NA,NA,NA,Nadruz,12/03/2004,,Philodendron obliquifolium Engl.,Plantae,NA,ARACEAE,Philodendron,obliquifolium,,specie,Engl.,18/10/2017,urn:catalog:RB:412903,RB
Collection,PreservedSpecimen,RB,RB,131198,"Árvore de mais ou menos 6m de altura. Flores cremes, com estames marrons.",553,M. Sakane,22/05/1977,1977,5,22,Brasil,São Paulo,,"Sede Carlos Botelho, mais ou menos 55km ao sul de Itapetininga.",NA,NA,NA,NA,A. Quinet,13/06/2006,,Ocotea dispersa (Nees & Mart.) Mez,Plantae,NA,LAURACEAE,Ocotea,dispersa,,specie,(Nees & Mart.) Mez,22/07/2014,urn:catalog:RB:131198,RB
Collection,PreservedSpecimen,RB,RB,116077,,428,P.L.R.Moraes,05/01/1990,1990,1,5,Brasil,São Paulo,São Miguel Arcanjo,Parque Estadual Carlos Botelho.,NA,NA,NA,NA,Luciana F. G. da Silva,11/12/2006,,Tachigali denudata (Vogel) Oliveira-Filho,Plantae,NA,LEGUMINOSAE,Tachigali,denudata,,specie,(Vogel) Oliveira-Filho,17/10/2017,urn:catalog:RB:116077,RB
Collection,PreservedSpecimen,RB,RB,824728,,575,R.A.F. de Lima,20/01/2005,2005,1,20,Brasil,São Paulo,Sete Barras,Beira de estrada (SP139) - Parque Estadual de Carlos Botelho.,NA,NA,-24.1666667,-47.9333333,,,,Tibouchina pulchra Cogn.,Plantae,NA,MELASTOMATACEAE,Tibouchina,pulchra,,specie,Cogn.,08/07/2014,urn:catalog:RB:824728,RB
Collection,PreservedSpecimen,RB,RB,514963,"Epífita, ciófila; folhas com pecíolo verde, lãminas discolores; inflorescência com pedúnculo verde, espata, espiga castanha",15767,G. Martinelli,30/09/1999,1999,9,30,Brasil,São Paulo,,"Município de São Miguel Arcanjo, parque Estadual Carlos Botelho, estrada entre Ibaitinga e Sete Barras, SP-139, Mata Atlântica de Encost, entre 450-850m.sm.",NA,NA,NA,NA,Nadruz,15/01/2008,,Anthurium sellowianum Kunth,Plantae,NA,ARACEAE,Anthurium,sellowianum,,specie,Kunth,22/07/2014,urn:catalog:RB:514963,RB
Collection,PreservedSpecimen,RB,RB,309976,"Árvore ca. 5m de altura, botões esbranquiçados, râmulos avermelhados, tronco cinza.",778,P. Moraes,20/01/1993,1993,1,20,Brasil,São Paulo,São Miguel Arcanjo,Parque Estadual de Carlos Botelho.,NA,NA,NA,NA,M.Sobral,2010,,Eugenia brunneopubescens Mazine,Plantae,NA,MYRTACEAE,Eugenia,brunneopubescens,,specie,Mazine,22/07/2014,urn:catalog:RB:309976,RB
Collection,PreservedSpecimen,RB,RB,420326,,960,P. L. R. de Moraes,24/04/1994,1994,4,24,Brasil,São Paulo,São Miguel Arcanjo,Parque Estadual Carlos Botelho.,NA,NA,NA,NA,M.Sobral,2010,,Eugenia brunneopubescens Mazine,Plantae,NA,MYRTACEAE,Eugenia,brunneopubescens,,specie,Mazine,08/07/2014,urn:catalog:RB:420326,RB
Collection,PreservedSpecimen,RB,RB,314501,"Árvore ca. 6 m de altura, botões brancos, tronco escamante, subosque.",776,"Moraes, Pedro Luis R. de",20/01/1993,1993,1,20,Brasil,São Paulo,São Miguel Arcanjo,Parque Estadual de Carlos Botelho.,NA,NA,NA,NA,L. Lima,09/10/2014,,Myrcia splendens (Sw.) DC.,Plantae,NA,MYRTACEAE,Myrcia,splendens,,specie,(Sw.) DC.,12/11/2014,urn:catalog:RB:314501,RB
Collection,PreservedSpecimen,RB,RB,311294,"Arvoreta, ca. 3m de altura, flor branca, tronco cinza.",813,"Moraes, Pedro Luis R. de",28/03/1993,1993,3,28,Brasil,São Paulo,São Paulo,Município de São Miguel Arcanjo - Parque Estadual Carlos Botelho - Fazenda Intervales - Nucleo Saibadela - Sete Barra. Cachoeira Saibadela.,NA,NA,NA,NA,,,,Myrceugenia myrcioides (Cambess.) O.Berg,Plantae,NA,MYRTACEAE,Myrceugenia,myrcioides,,specie,(Cambess.) O.Berg,22/07/2014,urn:catalog:RB:311294,RB
Collection,PreservedSpecimen,RB,RB,832264,"árvore ca 7,5m alt.; frutos castanho esverdeados",,M.P. Ferreira,23/01/2004,2004,1,23,Brasil,São Paulo,Sete Barras,Parque Carlos Botelho; em frente a sede.,NA,NA,NA,NA,J.A. Oliveira,Sep-12,,Bathysa australis (A.St.-Hil.) K.Schum.,Plantae,NA,RUBIACEAE,Bathysa,australis,,specie,(A.St.-Hil.) K.Schum.,08/07/2014,urn:catalog:RB:832264,RB
Collection,PreservedSpecimen,RB,RB,857474,"Árvore ca 3 m alt.; fruto imaturo verde, maduro vinho",87,S. Bortoleto et. al.;,22/04/2012,2012,4,22,Brasil,São Paulo,São Miguel Arcanjo,Parque Estadual carlos Botelho; Núcleo S;M; Archanjo; Trilha do Rio Taquaral. Beira da Trilha.,NA,NA,-24.05,-47.9833333,R. Goldenberg,2014,,Leandra brackenridgei (A.Gray) Cogn.,Plantae,NA,MELASTOMATACEAE,Leandra,brackenridgei,,specie,(A.Gray) Cogn.,02/10/2014,urn:catalog:RB:857474,RB
Collection,PreservedSpecimen,RB,RB,1024600,"Arvoreta 3m, frutos vermelhos e pretos",390,T.N.C. Vasconcelos,08/10/2014,2014,10,8,Brasil,São Paulo,São Miguel Arcanjo,Parque Estadual Carlos Botelho.,NA,NA,-24.0588889,-47.8227778,,,,Myrcia splendens (Sw.) DC.,Plantae,NA,MYRTACEAE,Myrcia,splendens,,specie,(Sw.) DC.,14/10/2017,urn:catalog:RB:1024600,RB
Collection,PreservedSpecimen,RB,RB,934176,"Frutos verdes, flores de pétalas brancas com o centro esverdeado.",1164,P.L.R. de Moraes,19/01/1995,1995,1,19,Brasil,São Paulo,São Miguel Arcanjo,Parque Estadual de Carlos Botelho.,NA,NA,NA,NA,L. Biachetti,22/04/1998,,Capsicum recurvatum Witasek,Plantae,NA,SOLANACEAE,Capsicum,recurvatum,,specie,Witasek,11/03/2015,urn:catalog:RB:934176,RB
Collection,PreservedSpecimen,RB,RB,1183079,#,30311,V.C. Souza,,NA,NA,NA,Brasil,São Paulo,Sete Barras,Parcela permanente - Parque Estadual de Carlos Botelho,NA,NA,-24.1913889,-47.9247223,,,,Rudgea recurva Müll.Arg.,Plantae,NA,RUBIACEAE,Rudgea,recurva,,specie,Müll.Arg.,18/10/2017,urn:catalog:RB:1183079,RB
Collection,PreservedSpecimen,RB,RB,1116879,Árvore no. 2274; tronco liso; fruto,536,A.R. Duarte,,NA,NA,NA,Brasil,São Paulo,Sete Barras,Parcela Permanente - Parque Estadual de Carlos Botelho,NA,NA,-24.1913889,-47.9247223,,,,Marlierea suaveolens Cambess.,Plantae,NA,MYRTACEAE,Marlierea,suaveolens,,specie,Cambess.,18/10/2017,urn:catalog:RB:1116879,RB
Collection,PreservedSpecimen,RB,RB,1122336,Árvore no. 6486,30174,V.C. Souza,,NA,NA,NA,Brasil,São Paulo,Sete Barras,Parcela permanente - Parque Estadual de Carlos Botelho,NA,NA,-24.1913889,-47.9247223,,,,Myrcia tijucensis Kiaersk.,Plantae,NA,MYRTACEAE,Myrcia,tijucensis,,specie,Kiaersk.,18/10/2017,urn:catalog:RB:1122336,RB
Collection,PreservedSpecimen,RB,RB,1213862,#,835,P.L.R. de Moraes,29/10/1993,1993,10,29,Brasil,São Paulo,São Miguel Arcanjo,Parque Estadual Carlos Botelho,NA,NA,NA,NA,,,,Matelea,Plantae,NA,APOCYNACEAE,Matelea,,,genus,,16/01/2017,urn:catalog:RB:1213862,RB
Collection,PreservedSpecimen,RB,RB,1221685,#,29298,V.C. Souza,,NA,NA,NA,Brasil,São Paulo,Sete Barras,Parcela permanente - Parque Estadual de Carlos Botelho. ,NA,NA,-24.1913889,-47.9247223,,,,Citronella paniculata (Mart.) R.A.Howard,Plantae,NA,CARDIOPTERIDACEAE,Citronella,paniculata,,specie,(Mart.) R.A.Howard,18/10/2017,urn:catalog:RB:1221685,RB
Collection,PreservedSpecimen,RB,RB,1314402,,509,A.R. Duarte,,NA,NA,NA,Brasil,São Paulo,Sete Barras,Parcela permanente- Parque Estadual de Carlos Botelho. ,NA,NA,-24.1913889,-47.9247223,,,,Eugenia burkartiana (D.Legrand) D.Legrand,Plantae,NA,MYRTACEAE,Eugenia,burkartiana,,specie,(D.Legrand) D.Legrand,18/10/2017,urn:catalog:RB:1314402,RB
Collection,PreservedSpecimen,RB,RB,1321750,,951,P.L.P. Moraes,23/04/1994,1994,4,23,Brasil,São Paulo,São Miguel Arcanjo,Parque Estadual de Carlos Botelho. ,NA,NA,NA,NA,,,,Persea venosa Nees & Mart.,Plantae,NA,LAURACEAE,Persea,venosa,,specie,Nees & Mart.,29/05/2017,urn:catalog:RB:1321750,RB
Collection,PreservedSpecimen,RB,RB,1343461,#,277,F.A.G. Guilherme,22/02/2002,2002,2,22,Brasil,São Paulo,Sete Barras,Arredores do Parque Estadual Carlos Botelho - SP. Estrada de terra entre a Base Saibadela e o município de Sete Barras,NA,NA,NA,NA,C.A.P. Toledo,Jul-16,,Senna multijuga (Rich.) H.S.Irwin & Barneby,Plantae,NA,LEGUMINOSAE,Senna,multijuga,,specie,(Rich.) H.S.Irwin & Barneby,26/07/2017,urn:catalog:RB:1343461,RB
Collection,PreservedSpecimen,RB,RB,1375413,#,351,L.H.Fonseca,08/10/2014,2014,10,8,Brasil,São Paulo,São Miguel Arcanjo,Parque Estadual Carlos Botelho. Estrada dentro do Parque,NA,NA,NA,NA,M.L.Brotto,Feb-17,,Endlicheria paniculata (Spreng.) J.F.Macbr.,Plantae,NA,LAURACEAE,Endlicheria,paniculata,,specie,(Spreng.) J.F.Macbr.,10/11/2017,urn:catalog:RB:1375413,RB
Collection,PreservedSpecimen,RB,RB,937306,Árvore 18m; frutos amarelados,2437,L.R. Pedro de Moraes,21/05/2001,2001,5,21,Brasil,São Paulo,Piracicaba,"Parque Estadual Carlos Botelho, Raizão; Sete Barras;.",NA,NA,-24.1666667,-47.9166667,M.SOBRAL,2018,,Meliosma sellowii Urb.,Plantae,NA,SABIACEAE,Meliosma,sellowii,,specie,Urb.,11/06/2018,urn:catalog:RB:937306,RB
Collection,PreservedSpecimen,RB,RB,141106,"Erva epífita, semi heliófila, frequente, estolonífera; folhas na face ventral verde, face dorsal com indumento argênteo, bainha arroxeada em ambas as faces, ápice da folha de cor arroxeada; infl. com escapo róseo com indumento, brácteas escapais alvacentas; raque róseo com indumento; flores com ovário róseo, sépalas róseas com ápice róseo escuro, corola azul clara, estigma e anteras azul-clara; brácteas florais vinosas; infrutesc. com sépalas vermelhas, escapo vinoso",15762,G. Martinelli,30/09/1999,1999,9,30,Brasil,São Paulo,São Miguel Arcanjo,"Parque Estadual Carlos Botelho, estrada entre Ibatinga e Sete Barras, SP 139.",NA,NA,-24.1983334,-48.1002777,R.Romanini,07/06/2018,,Aechmea cylindrata Lindm.,Plantae,NA,BROMELIACEAE,Aechmea,cylindrata,,specie,Lindm.,13/06/2018,urn:catalog:RB:141106,RB
Collection,PreservedSpecimen,RB,RB,141107,"Erva epífita, ciófila, frequente, folhas levemente discolores, bainha verde-alvacenta; infl. com escapo verde, brácteas escapais verdes; infl. passada com brácteas primárias verdes levemente avermelhados; frutos imaturos verdes com brácteas florais verde-alvacentas; em cultivo no JBRJ.",15763,"Martinelli, G.",30/09/1999,1999,9,30,Brasil,São Paulo,São Miguel Arcanjo,"Parque Estadual Carlos Botelho, estrada entre Ibatinga e Sete Barras, SP 139.",NA,NA,-24.1983334,-48.1002777,F.H.Nadal,17/09/2019,,Brunfelsia brasiliensis (Spreng.) L.B.Sm. & Downs ssp. brasiliensis,Plantae,NA,SOLANACEAE,Brunfelsia,brasiliensis,brasiliensis,ssp.,(Spreng.) L.B.Sm. & Downs,19/09/2019,urn:catalog:RB:141107,RB
Collection,PreservedSpecimen,RB,RB,417591,"Árvore 4 m alturas, 10 cm ao nível do DAP, flores cor creme.",61,A. C. Dias,09/12/1985,1985,12,9,Brasil,São Paulo,,"Município de São Miguel Arcanjo, parque estadual Carlos Botelho, margem da estrada, local aberto.",NA,NA,NA,NA,Silva Chiea,1986,,Miconia theaezans (Bonpl.) Cogn.,Plantae,NA,MELASTOMATACEAE,Miconia,theaezans,,specie,(Bonpl.) Cogn.,08/07/2014,urn:catalog:RB:417591,RB
Collection,PreservedSpecimen,RB,RB,141123,"folhas concolores com bainha alvacenta; infl. com escapo verde, brácteas escapais verdes com nuances vermelhos; raque verde, brácteas florais verde-amareladas, flores em botões amarelo-pálido; corola passada castanha",15783,"Martinelli, G.",01/10/1999,1999,10,1,Brasil,São Paulo,São Miguel Arcanjo,Parque Estadual Carlos Botelho.,NA,NA,-24.0830556,-47.9327778,A. Costa,Aug-06,,"Vriesea flava A.F.Costa, H.Luther & Wand.",Plantae,NA,BROMELIACEAE,Vriesea,flava,,specie,"A.F.Costa, H.Luther & Wand.",13/10/2017,urn:catalog:RB:141123,RB
