type,basisOfRecord,institutionCode,collectionCode,catalogNumber,occurrenceRemarks,recordNumber,recordedBy,eventDate,year,month,day,country,stateProvince,municipality,locality,verbatimLatitude,verbatimLongitude,decimalLatitude,decimalLongitude,identifiedBy,dateIdentified,typeStatus,scientifname,kingdom,phylum,family,genus,specificEpithet,infraspecificEpithet,taxonRank,scientificNameAuthorship,modified,occurrenceID_GBIF,rightsHolder
Collection,PreservedSpecimen,UNIP,UNIP,UNIP02383,Árvore ca. 6m alt.; Flores avermelhadas,783,"Moraes, P.L.R.",20/01/1993,1993,1,20,Brasil,São Paulo,São Miguel Arcanjo,Parque Estadual Carlos Botelho. ,NA,NA,NA,NA,,,,Weinmannia pinnata L.,Plantae,NA,CUNONIACEAE,Weinmannia,pinnata,,specie,L.,27/12/2017,urn:catalog:UNIP:2383,UNIP
Collection,PreservedSpecimen,UNIP,UNIP,UNIP04001,Arvoreta ca. De 5m alt.; Botões florais esverdeados,928,"Moraes, P.L.R.",23/04/1994,1994,4,23,Brasil,São Paulo,São Miguel Arcanjo,Parque Estadual Carlos Botelho. ,NA,NA,NA,NA,,,,Ocotea tabacifolia (Meisn.) Rohwer,Plantae,NA,LAURACEAE,Ocotea,tabacifolia,,specie,(Meisn.) Rohwer,27/12/2017,urn:catalog:UNIP:4001,UNIP
Collection,PreservedSpecimen,SJRP,SJRP,100013013,In primary Atlantic forest.;,646,L. Clark,28/01/1990,1990,1,28,Brasil,São Paulo,Serra de Paranapiacaba,reserva florestal carlos botelho. ,NA,NA,NA,NA,,,,Merostachys sp,,NA,POACEAE,Merostachys,sp,,,,27/04/2018,urn:catalog:1:13013,1
Collection,PreservedSpecimen,SJRP,SJRP,100012791,In upper montane Atlantic forest and along margins.;,645,L. Clark,28/02/1990,1990,2,28,Brasil,São Paulo,serra do paranapiacaba,reserva florestal Carlos Botelho. ,NA,NA,NA,NA,,,,Chusquea sp,,NA,POACEAE,Chusquea,sp,,,,27/04/2018,urn:catalog:1:12791,1
Collection,PreservedSpecimen,VIES,VIES,VIES012655,SW2447,271,"Guilherme, F.A.G.",22/02/2002,2002,2,22,Brasil,São Paulo,,Parque Estadual Carlos Botelho. ,NA,NA,NA,NA,"Biral, L.",Apr-12,,Boehmeria,Plantae,NA,URTICACEAE,Boehmeria,,,genus,,21/09/2017,urn:catalog:VIES:12655,VIES
Collection,PreservedSpecimen,FURB,FURB,FURB32275,"Casca rugosa, folhas coriáceas.",s.n.,"Dias, A.C.",04/01/1985,1985,1,4,Brasil,São Paulo,Sete Barras,Parque Estadual Carlos Botelho. ,NA,NA,NA,NA,"Aguiar, OT",01/07/1985,,Eugenia mosenii (Kausel) Sobral,Plantae,NA,MYRTACEAE,Eugenia,mosenii,,specie,(Kausel) Sobral,12/09/2016,urn:catalog:FURB:32275,FURB
Collection,PreservedSpecimen,HJ,HJ,HJ00006376,,504,"Duarte, A.R.",,NA,NA,NA,Brasil,São Paulo,Sete Barras,Parque Estadual de Carlos Botelho. ,NA,NA,-24.1775,-47.9247223,Érica Virgínia Estêfane de Jesus Amaral,22/11/2012,,Campomanesia hirsuta Gardner,Plantae,NA,MYRTACEAE,Campomanesia,hirsuta,,specie,Gardner,20/02/2019,urn:catalog:HJ:6376,HJ
Collection,PreservedSpecimen,LUSC,LUSC,LUSC006972,Floresta Ombrófila Densa Submontana;;;.,503,"Duarte, A.R.",,NA,NA,NA,Brasil,São Paulo,Sete Barras,Parcela permanente- Parque Estadual de Carlos Botelho. ,NA,NA,NA,NA,,,,Campomanesia guaviroba (DC.) Kiaersk.,Plantae,NA,MYRTACEAE,Campomanesia,guaviroba,,specie,(DC.) Kiaersk.,23/08/2017,urn:catalog:LUSC:6972,LUSC
Collection,PreservedSpecimen,LUSC,LUSC,LUSC007098,Floresta Ombrófila Densa Submontana;;;.,30157,"Souza, V.C.",,NA,NA,NA,Brasil,São Paulo,Sete Barras,"Parcela permanente, Parque Estadual de Carlos Botelho. ",NA,NA,NA,NA,,,,Eugenia platysema O.Berg,Plantae,NA,MYRTACEAE,Eugenia,platysema,,specie,O.Berg,23/08/2017,urn:catalog:LUSC:7098,LUSC
Collection,PreservedSpecimen,LUSC,LUSC,LUSC007088,;botão floral;;.,522,"Duarte, A.R.",,NA,NA,NA,Brasil,São Paulo,Sete Barras,"Parcela Permanente, Parque Estadual de Carlos Botelho. ",NA,NA,NA,NA,,,,Eugenia platysema O.Berg,Plantae,NA,MYRTACEAE,Eugenia,platysema,,specie,O.Berg,23/08/2017,urn:catalog:LUSC:7088,LUSC
Collection,PreservedSpecimen,LUSC,LUSC,LUSC007116,Floresta Ombrófila Densa Submontana;;;.,517,"Duarte, A.R.",,NA,NA,NA,Brasil,São Paulo,Sete Barras,Parcela Permanente- Parque Estadual de Carlos Botelho. Floresta. ,NA,NA,NA,NA,,,,Eugenia mosenii (Kausel) Sobral,Plantae,NA,MYRTACEAE,Eugenia,mosenii,,specie,(Kausel) Sobral,23/08/2017,urn:catalog:LUSC:7116,LUSC
Collection,PreservedSpecimen,LUSC,LUSC,LUSC007076,Floresta Ombrófila Densa Submontana;;;.,525,"Duarte, A.R.",,NA,NA,NA,Brasil,São Paulo,Sete Barras,Parcela permanente- Parcela pemanente- Parque Estadual de Carlos Botelho. ,NA,NA,NA,NA,,,,Eugenia cf verticillata (Vell.) Angely,,NA,MYRTACEAE,Eugenia,cf verticillata,,,(Vell.) Angely,23/08/2017,urn:catalog:LUSC:7076,LUSC
Collection,PreservedSpecimen,LUSC,LUSC,LUSC007135,Floresta Ombrófila Densa Submontana;;;.,29361,"Souza, V.C.",,NA,NA,NA,Brasil,São Paulo,Sete Barras,Parcela permanente- Paruqe Estadual de Carlos Botelho. ,NA,NA,NA,NA,,,,Eugenia cuprea (O.Berg) Nied.,Plantae,NA,MYRTACEAE,Eugenia,cuprea,,specie,(O.Berg) Nied.,23/08/2017,urn:catalog:LUSC:7135,LUSC
Collection,PreservedSpecimen,LUSC,LUSC,LUSC007114,,29355,V.C.Souza,,NA,NA,NA,Brasil,São Paulo,Sete Barras,"Parcela permanente, Parque Estadual de Carlos Botelho. ",NA,NA,NA,NA,,,,Eugenia platysema O.Berg,Plantae,NA,MYRTACEAE,Eugenia,platysema,,specie,O.Berg,23/08/2017,urn:catalog:LUSC:7114,LUSC
Collection,PreservedSpecimen,LUSC,LUSC,LUSC007151,,516,"Duarte, A.R.",,NA,NA,NA,Brasil,São Paulo,Sete Barras,Parcela permanente. Parque Estadual de Carlos Botelho. Floresta Ombrófila Densa Submontana. ,NA,NA,NA,NA,,,,Eugenia melanogyna (D.Legrand) Sobral,Plantae,NA,MYRTACEAE,Eugenia,melanogyna,,specie,(D.Legrand) Sobral,23/08/2017,urn:catalog:LUSC:7151,LUSC
Collection,PreservedSpecimen,LUSC,LUSC,LUSC007155,,30159,V.C.Souza,,NA,NA,NA,Brasil,São Paulo,Sete Barras,Parcela permanente - Parque Estadual de Carlos Botelho. Floresta Ombrófila Densa Submontana. ,NA,NA,NA,NA,,2003,,Eugenia verticillata (Vell.) Angely,Plantae,NA,MYRTACEAE,Eugenia,verticillata,,specie,(Vell.) Angely,23/08/2017,urn:catalog:LUSC:7155,LUSC
Collection,PreservedSpecimen,LUSC,LUSC,LUSC007157,,,"Duarte, A.R.",,NA,NA,NA,Brasil,São Paulo,Sete Barras,Parcela permanente - Parque Estadual de Carlos Botelho. Floresta Ombrófila Densa Submontana. ,NA,NA,NA,NA,,,,Eugenia bocainensis Mattos,Plantae,NA,MYRTACEAE,Eugenia,bocainensis,,specie,Mattos,23/08/2017,urn:catalog:LUSC:7157,LUSC
Collection,PreservedSpecimen,LUSC,LUSC,LUSC007143,,510,"Duarte, A.R.",,NA,NA,NA,Brasil,São Paulo,Sete Barras,Parcela permanente - Parque Estadual de Carlos Botelho. Floresta Ombrófila Densa Submontana. ,NA,NA,NA,NA,,,,Eugenia supraaxillaris Spring,Plantae,NA,MYRTACEAE,Eugenia,supraaxillaris,,specie,Spring,23/08/2017,urn:catalog:LUSC:7143,LUSC
Collection,PreservedSpecimen,LUSC,LUSC,LUSC007152,,,"Duarte, A.R.",,NA,NA,NA,Brasil,São Paulo,Sete Barras,Parque estadual de Carlos Botelho - Núcleo Sete Barras. ,NA,NA,NA,NA,,,,Eugenia platysema O.Berg,Plantae,NA,MYRTACEAE,Eugenia,platysema,,specie,O.Berg,23/08/2017,urn:catalog:LUSC:7152,LUSC
Collection,PreservedSpecimen,LUSC,LUSC,LUSC007032,,502,"Duarte, A.R.",,NA,NA,NA,Brasil,São Paulo,Sete Barras,Parcela permanente - Parque Estadual de Carlos Botelho. Floresta Ombrófila Densa Submontana. ,NA,NA,NA,NA,,2003,,Calyptranthes lanceolata O.Berg,Plantae,NA,MYRTACEAE,Calyptranthes,lanceolata,,specie,O.Berg,23/08/2017,urn:catalog:LUSC:7032,LUSC
Collection,PreservedSpecimen,LUSC,LUSC,LUSC008852,,548,"Duarte, A.R.",,NA,NA,NA,Brasil,São Paulo,Sete Barras,Parque Estadual de Carlos Botelho. ,NA,NA,NA,NA,,05/04/2007,,Plinia pseudodichasiantha (Kiaersk.) G.M.Barroso ex Sobral,Plantae,NA,MYRTACEAE,Plinia,pseudodichasiantha,,specie,(Kiaersk.) G.M.Barroso ex Sobral,23/08/2017,urn:catalog:LUSC:8852,LUSC
Collection,PreservedSpecimen,LUSC,LUSC,LUSC006934,,30134,"Souza, V.C.",,NA,NA,NA,Brasil,São Paulo,Sete Barras,Parque Estadual de Carlos Botelho. ,NA,NA,NA,NA,,,,Eugenia mosenii (Kausel) Sobral,Plantae,NA,MYRTACEAE,Eugenia,mosenii,,specie,(Kausel) Sobral,23/08/2017,urn:catalog:LUSC:6934,LUSC
Collection,PreservedSpecimen,LUSC,LUSC,LUSC006933,,518,"Duarte, A.R.",,NA,NA,NA,Brasil,São Paulo,Sete Barras,Parque Estadual de Carlos Botelho. ,NA,NA,NA,NA,,,,Eugenia multicostata D.Legrand,Plantae,NA,MYRTACEAE,Eugenia,multicostata,,specie,D.Legrand,23/08/2017,urn:catalog:LUSC:6933,LUSC
Collection,PreservedSpecimen,LUSC,LUSC,LUSC006939,,511,"Duarte, A.R.",,NA,NA,NA,Brasil,São Paulo,Sete Barras,Parque Estadual de Carlos Botelho. ,NA,NA,NA,NA,,10/10/1996,,Eugenia capitulifera O.Berg,Plantae,NA,MYRTACEAE,Eugenia,capitulifera,,specie,O.Berg,23/08/2017,urn:catalog:LUSC:6939,LUSC
Collection,PreservedSpecimen,LUSC,LUSC,LUSC006936,,1289,"Moraes, P.L.R.",04/10/1996,1996,10,4,Brasil,São Paulo,São Miguel Arcanjo,Parque Estadual Carlos Botelho. ,NA,NA,NA,NA,"Mazine, F.F.",,,Eugenia cerasiflora Miq.,Plantae,NA,MYRTACEAE,Eugenia,cerasiflora,,specie,Miq.,23/08/2017,urn:catalog:LUSC:6936,LUSC
Collection,PreservedSpecimen,LUSC,LUSC,LUSC001431,,545,"Duarte, A.R.",,NA,NA,NA,Brasil,São Paulo,Sete Barras,Parque Estadual de Carlos Botelho. ,NA,NA,NA,NA,,,,Neomitranthes glomerata (D.Legrand) D.Legrand,Plantae,NA,MYRTACEAE,Neomitranthes,glomerata,,specie,(D.Legrand) D.Legrand,23/08/2017,urn:catalog:LUSC:1431,LUSC
Collection,PreservedSpecimen,LUSC,LUSC,LUSC006938,,29330,"Souza, V.C.",,NA,NA,NA,Brasil,São Paulo,Sete Barras,Parque Estadual de Carlos Botelho. ,NA,NA,NA,NA,"Sobral, M.",Sep-17,,Eugenia malacantha D.Legrand,Plantae,NA,MYRTACEAE,Eugenia,malacantha,,specie,D.Legrand,08/01/2018,urn:catalog:LUSC:6938,LUSC
Collection,PreservedSpecimen,LUSC,LUSC,LUSC007612,,1196,"Aguiar, O.T.",13/03/2002,2002,3,13,Brasil,São Paulo,São Miguel Arcanjo,Parque Estadual Carlos Botelho. ,NA,NA,NA,NA,"Aguiar, O.T.",17/03/2002,,Siphoneugena densiflora O.Berg,Plantae,NA,MYRTACEAE,Siphoneugena,densiflora,,specie,O.Berg,20/02/2018,urn:catalog:LUSC:7612,LUSC
Collection,PreservedSpecimen,LUSC,LUSC,LUSC007139,,30137,V.C.Souza,,NA,NA,NA,Brasil,São Paulo,Sete Barras,Parcela permanente - Parque Estadual de Carlos Botelho. Floresta Ombrófila densa Submontana. ,NA,NA,NA,NA,"Sobral, M.",Sep-17,,Eugenia subglomerata (Kuntze) Sobral,Plantae,NA,MYRTACEAE,Eugenia,subglomerata,,specie,(Kuntze) Sobral,08/01/2018,urn:catalog:LUSC:7139,LUSC
Collection,PreservedSpecimen,LUSC,LUSC,LUSC004774,,30197,"Souza, V.C.",25-03-1981,NA,NA,NA,Brasil,São Paulo,Sete Barras,Parque Estadual de Carlos Botelho. ,NA,NA,NA,NA,"Sobral, M.",Sep-17,,Myrceugenia myrcioides (Cambess.) O.Berg,Plantae,NA,MYRTACEAE,Myrceugenia,myrcioides,,specie,(Cambess.) O.Berg,09/01/2018,urn:catalog:LUSC:4774,LUSC
Collection,PreservedSpecimen,LUSC,LUSC,LUSC007150,,30136,V.C.Souza,,NA,NA,NA,Brasil,São Paulo,Sete Barras,Parcela permanente - Parque Estadual de Carlos Botelho. Floresta Ombrófila Densa Submontana. ,NA,NA,NA,NA,"Sobral, M.",Sep-17,,Eugenia subglomerata (Kuntze) Sobral,Plantae,NA,MYRTACEAE,Eugenia,subglomerata,,specie,(Kuntze) Sobral,08/01/2018,urn:catalog:LUSC:7150,LUSC
Collection,PreservedSpecimen,LUSC,LUSC,LUSC007158,,519,"Duarte, A.R.",,NA,NA,NA,Brasil,São Paulo,Sete Barras,Parcela permanente - Parque Estadual de Carlos Botelho. Floresta Ombrófila Densa Submontana. ,NA,NA,NA,NA,"Sobral, M.",Sep-17,,Eugenia subglomerata (Kuntze) Sobral,Plantae,NA,MYRTACEAE,Eugenia,subglomerata,,specie,(Kuntze) Sobral,08/01/2018,urn:catalog:LUSC:7158,LUSC
Collection,PreservedSpecimen,LUSC,LUSC,LUSC083895,,221,"Savassi, A.P.",20/04/2002,2002,4,20,Brasil,São Paulo,São Miguel Arcanjo,"Parque Estadual de Carlos Botelho, Núcleo S.M.Arcanjo. ",NA,NA,NA,NA,"Sobral, M.",,,Myrceugenia acutiflora (Kiaersk.) D.Legrand & Kausel,Plantae,NA,MYRTACEAE,Myrceugenia,acutiflora,,specie,(Kiaersk.) D.Legrand & Kausel,28/08/2017,urn:catalog:LUSC:83895,LUSC
Collection,PreservedSpecimen,LUSC,LUSC,LUSC084850,,527,"Duarte, A.R.",,NA,NA,NA,Brasil,São Paulo,Sete Barras,Parcela permanente - Parque Estadual de Carlos Botelho. Floresta Ombrófila Densa Submontana. ,NA,NA,NA,NA,,,,Eugenia subavenia O.Berg,Plantae,NA,MYRTACEAE,Eugenia,subavenia,,specie,O.Berg,28/08/2017,urn:catalog:LUSC:84850,LUSC
Collection,PreservedSpecimen,LUSC,LUSC,LUSC084792,,30133,V.C.Souza,,NA,NA,NA,Brasil,São Paulo,Sete Barras,Parcela permanente - Parque Estadual de Carlos Botelho. Floresta Ombrófila Densa Submontana. ,NA,NA,NA,NA,,12/04/1994,,Eugenia melanogyna (D.Legrand) Sobral,Plantae,NA,MYRTACEAE,Eugenia,melanogyna,,specie,(D.Legrand) Sobral,28/08/2017,urn:catalog:LUSC:84792,LUSC
Collection,PreservedSpecimen,FLOR,FLOR,FLOR0042589,"árvore, flor branca, 20m altura",934,"Moraes, P.L.R. de",23/04/1994,1994,4,23,Brasil,São Paulo,São Miguel Arcanjo,"Parque Estadual Carlos Botelho, beira da estrada do Delfino. ",NA,NA,NA,NA,"Baitello, J.B.",07/02/1995,,Ocotea silvestris Vattimo-Gil,Plantae,NA,LAURACEAE,Ocotea,silvestris,,specie,Vattimo-Gil,03/08/2017,urn:catalog:FLOR:42589,FLOR
Collection,PreservedSpecimen,FLOR,FLOR,FLOR0042594,"arvoreta quase escandente, flor em botões. Recebida de SPSF Nº 35315.",1743,"Baitello, J.B.",09/09/2005,2005,9,9,Brasil,São Paulo,São Miguel Arcanjo,"Parque Estadual de Carlos Botelho, próximo da Sede, borda da mata. ",NA,NA,-24.0702778,-47.9594444,"Franco, G.A.D.C.",Oct-05,,Piptocarpha quadrangularis (Vell.) Baker,Plantae,NA,ASTERACEAE,Piptocarpha,quadrangularis,,specie,(Vell.) Baker,03/08/2017,urn:catalog:FLOR:42594,FLOR
Collection,PreservedSpecimen,FLOR,FLOR,FLOR0042604,"epífita, pétalas amarelo dourados. Recebido de SPSF Nº 35307.",1735,"Baitello, J.B.",09/09/2005,2005,9,9,Brasil,São Paulo,São Miguel Arcanjo,"Parque Estadual de Carlos Botelho,  bosque próxiomo da Sede. ",NA,NA,-24.0638889,-47.9716667,"Catharino, E.L.M.",04/07/2006,,Hatiora salicornioides (Haw.) Britton & Rose,Plantae,NA,CACTACEAE,Hatiora,salicornioides,,specie,(Haw.) Britton & Rose,03/08/2017,urn:catalog:FLOR:42604,FLOR
Collection,PreservedSpecimen,FLOR,FLOR,FLOR0006711,,6178,"Hoehne, W.",18/04/1967,1967,4,18,Brasil,São Paulo,São Miguel Arcanjo,Floresta Estadual Carlos Botelho. ,NA,NA,NA,NA,,,,Eugenia,Plantae,NA,MYRTACEAE,Eugenia,,,genus,,07/08/2017,urn:catalog:FLOR:6711,FLOR
Collection,PreservedSpecimen,CGMS,CGMS,CGMS108674,Flores brancas.,784,P.R.L. de Moraes,20/01/1993,1993,1,20,Brasil,São Paulo,São Miguel Arcanjo,Parque Estadual Carlos Botelho. ,NA,NA,NA,NA,,,,Weinmania pinnata L.,,NA,CUNONIACEAE,Weinmania,pinnata,,,L.,08/10/2018,urn:catalog:CGMS:1086749,CGMS
Collection,PreservedSpecimen,CGMS,CGMS,CGMS105174,Flor rosa.  interior do tubo amarelo ouro.,1303,R.G. Udulutsch,14/12/2002,2002,12,14,Brasil,São Paulo,,"Parque Estadual Carlos Botelho, núcleo Sete Barras. Estrada entre São Miguel Arcanjo e Sete Barras. ",NA,NA,NA,NA,R.G. Udulutsch,14/12/2002,,Mandevilla urophylla (Hook.f.) Woodson,Plantae,NA,APOCYNACEAE,Mandevilla,urophylla,,specie,(Hook.f.) Woodson,08/10/2018,urn:catalog:CGMS:1051743,CGMS
Collection,PreservedSpecimen,UNIP,UNIP,UNIP02253,Árvore ca. 8m alt.; Frutos verdes,955,"Moraes, P.L.R.",23/04/1994,1994,4,23,Brasil,São Paulo,São Miguel Arcanjo,Parque Estadual Carlos Botelho. ,NA,NA,NA,NA,"Sobral, M.",01/08/2009,,Myrceugenia scutellata D.Legrand,Plantae,NA,MYRTACEAE,Myrceugenia,scutellata,,specie,D.Legrand,18/12/2017,urn:catalog:UNIP:2253,UNIP
Collection,PreservedSpecimen,UNIP,UNIP,UNIP02254,Arvoreta ca. de 4m alt.; Botões brancos,1168,"Moraes, P.L.R.",19/01/1995,1995,1,19,Brasil,São Paulo,São Miguel Arcanjo,Parque Estadual Carlos Botelho. ,NA,NA,NA,NA,"Mazine, F.F.",Jan-03,,Marlierea eugeniopsoides ( D.Legrand & Kausel) D.Legrand,Plantae,NA,MYRTACEAE,Marlierea,eugeniopsoides,,specie,( D.Legrand & Kausel) D.Legrand,18/12/2017,urn:catalog:UNIP:2254,UNIP
Collection,PreservedSpecimen,UNIP,UNIP,UNIP02255,Arvoreta ca. 4m alt.; Flores em botão e flores brancas,1134,"Moraes, P.L.R.",18/01/1995,1995,1,18,Brasil,São Paulo,São Miguel Arcanjo,Parque Estadual Carlos Botelho. ,NA,NA,NA,NA,"Mazine, F.F.",Jan-03,,Marlierea eugeniopsoides ( D.Legrand & Kausel) D.Legrand,Plantae,NA,MYRTACEAE,Marlierea,eugeniopsoides,,specie,( D.Legrand & Kausel) D.Legrand,18/12/2017,urn:catalog:UNIP:2255,UNIP
Collection,PreservedSpecimen,UNIP,UNIP,UNIP02256,Arvoreta ca. 3m alt.; Flores e botões brancos,1148,"Moraes, P.L.R.",19/01/1995,1995,1,19,Brasil,São Paulo,São Miguel Arcanjo,Parque Estadual Carlos Botelho. ,NA,NA,NA,NA,"Mazine, F.F.",Jan-03,,Marlierea eugeniopsoides ( D.Legrand & Kausel) D.Legrand,Plantae,NA,MYRTACEAE,Marlierea,eugeniopsoides,,specie,( D.Legrand & Kausel) D.Legrand,18/12/2017,urn:catalog:UNIP:2256,UNIP
Collection,PreservedSpecimen,UNIP,UNIP,UNIP02269,Árvore ca. 25m alt.,731,"Moraes, P.L.R.",17/11/1992,1992,11,17,Brasil,São Paulo,São Miguel Arcanjo,Parque Estadual Carlos Botelho. ,NA,NA,NA,NA,"Kawasaki, M.L.",,,Eugenia cereja D.Legrand,Plantae,NA,MYRTACEAE,Eugenia,cereja,,specie,D.Legrand,18/12/2017,urn:catalog:UNIP:2269,UNIP
Collection,PreservedSpecimen,UNIP,UNIP,UNIP05104,Árvore ca. 15m alt.; Flores amarelas,2106,"Moraes, P.L.R.",28/12/1999,1999,12,28,Brasil,São Paulo,São Miguel Arcanjo,Parque Estadual Carlos Botelho. ,NA,NA,NA,NA,,,,Aniba firmula (Nees & Mart.) Mez,Plantae,NA,LAURACEAE,Aniba,firmula,,specie,(Nees & Mart.) Mez,27/12/2017,urn:catalog:UNIP:5104,UNIP
Collection,PreservedSpecimen,UNIP,UNIP,UNIP02369,"Árvore ca. 20m alt. Tronco cinza, sem escamações; Flores brancas",1200,"Moraes, P.L.R.",03/03/1995,1995,3,3,Brasil,São Paulo,São Miguel Arcanjo,Parque Estadual Carlos Botelho. ,NA,NA,NA,NA,"Jennings, L.",2009,,Myrcia hebepetala DC.,Plantae,NA,MYRTACEAE,Myrcia,hebepetala,,specie,DC.,27/12/2017,urn:catalog:UNIP:2369,UNIP
Collection,PreservedSpecimen,UNIP,UNIP,UNIP02370,"Árvore ca. 20m alt. Tronco avermelhado, escamante; Flores com odor",975,"Moraes, P.L.R.",21/05/1994,1994,5,21,Brasil,São Paulo,São Miguel Arcanjo,Parque Estadual Carlos Botelho. ,NA,NA,NA,NA,"Kawasaki, M.L.",1994,,Siphoneugena densiflora O.Berg,Plantae,NA,MYRTACEAE,Siphoneugena,densiflora,,specie,O.Berg,27/12/2017,urn:catalog:UNIP:2370,UNIP
Collection,PreservedSpecimen,UNIP,UNIP,UNIP02371,Arvoreta ca. de 6m alt.; Flores brancas,1185,"Moraes, P.L.R.",02/03/1995,1995,3,2,Brasil,São Paulo,São Miguel Arcanjo,Parque Estadual Carlos Botelho. ,NA,NA,NA,NA,"Kawasaki, M.L.",Nov-96,,Myrceugenia myrcioides (Cambess.) O.Berg,Plantae,NA,MYRTACEAE,Myrceugenia,myrcioides,,specie,(Cambess.) O.Berg,27/12/2017,urn:catalog:UNIP:2371,UNIP
Collection,PreservedSpecimen,UNIP,UNIP,UNIP02372,Árvore ca. 8m alt.; Botões esbranquiçados,1032,"Moraes, P.L.R.",06/08/1994,1994,8,6,Brasil,São Paulo,São Miguel Arcanjo,Parque Estadual Carlos Botelho. ,NA,NA,NA,NA,"Kuntz, J.",2011,,Myrcia splendens (Sw.) DC.,Plantae,NA,MYRTACEAE,Myrcia,splendens,,specie,(Sw.) DC.,27/12/2017,urn:catalog:UNIP:2372,UNIP
Collection,PreservedSpecimen,UNIP,UNIP,UNIP02373,Árvore ca. 10m alt.; Flores brancas,1178,"Moraes, P.L.R.",02/03/1995,1995,3,2,Brasil,São Paulo,São Miguel Arcanjo,Parque Estadual Carlos Botelho. ,NA,NA,NA,NA,"Mazine, F.F.",Jun-01,,Myrcia pubipetala Miq.,Plantae,NA,MYRTACEAE,Myrcia,pubipetala,,specie,Miq.,27/12/2017,urn:catalog:UNIP:2373,UNIP
Collection,PreservedSpecimen,UNIP,UNIP,UNIP02375,Frutos amarelos,1191,"Moraes, P.L.R.",02/03/1995,1995,3,2,Brasil,São Paulo,São Miguel Arcanjo,Parque Estadual Carlos Botelho. ,NA,NA,NA,NA,"Kawasaki, M.L.",10/10/1996,,Campomanesia guaviroba (DC.) Kiaersk.,Plantae,NA,MYRTACEAE,Campomanesia,guaviroba,,specie,(DC.) Kiaersk.,27/12/2017,urn:catalog:UNIP:2375,UNIP
Collection,PreservedSpecimen,UNIP,UNIP,UNIP02376,Arvoreta ca. de 5m alt.; Frutos verdes,1184,"Moraes, P.L.R.",02/03/1995,1995,3,2,Brasil,São Paulo,São Miguel Arcanjo,Parque Estadual Carlos Botelho. ,NA,NA,NA,NA,"Kawasaki, M.L.",,,Myrcia pubipetala Miq.,Plantae,NA,MYRTACEAE,Myrcia,pubipetala,,specie,Miq.,27/12/2017,urn:catalog:UNIP:2376,UNIP
Collection,PreservedSpecimen,UNIP,UNIP,UNIP02379,Árvore ca. 6m alt.; Frutos verdes,1194,"Moraes, P.L.R.",02/03/1995,1995,3,2,Brasil,São Paulo,São Miguel Arcanjo,Parque Estadual Carlos Botelho. ,NA,NA,NA,NA,"Kuntz, J.",2011,,Eugenia prasina O.Berg,Plantae,NA,MYRTACEAE,Eugenia,prasina,,specie,O.Berg,27/12/2017,urn:catalog:UNIP:2379,UNIP
Collection,PreservedSpecimen,UNIP,UNIP,UNIP02419,"Arvoreta ca, 3m alt.; Frutos verdes",826,"Moraes, P.L.R.",31/10/1993,1993,10,31,Brasil,São Paulo,São Miguel Arcanjo,Parque Estadual Carlos Botelho. ,NA,NA,NA,NA,"Lima, R.A.F.",,,Myrceugenia campestris (DC.) D.Legrand & Kausel,Plantae,NA,MYRTACEAE,Myrceugenia,campestris,,specie,(DC.) D.Legrand & Kausel,27/12/2017,urn:catalog:UNIP:2419,UNIP
Collection,PreservedSpecimen,UNIP,UNIP,UNIP02421,Árvore ca. 4m alt. Tronco liso; Botões esbranquiçados,777,"Moraes, P.L.R.",20/01/1993,1993,1,20,Brasil,São Paulo,São Miguel Arcanjo,Parque Estadual Carlos Botelho. ,NA,NA,NA,NA,"Kawasaki, M.L.",1999,,Eugenia platysema O.Berg,Plantae,NA,MYRTACEAE,Eugenia,platysema,,specie,O.Berg,27/12/2017,urn:catalog:UNIP:2421,UNIP
Collection,PreservedSpecimen,UNIP,UNIP,UNIP02709,Arvoreta ca. 2m alt.; Flores brancas. Frutos creme,1124,"Moraes, P.L.R.",18/01/1995,1995,1,18,Brasil,São Paulo,São Miguel Arcanjo,Parque Estadual Carlos Botelho. ,NA,NA,NA,NA,"Goldenberg, R.",01/01/2000,,Miconia sabiaensis Brade,,NA,MELASTOMATACEAE,Miconia,sabiaensis,,,Brade,27/12/2017,urn:catalog:UNIP:2709,UNIP
Collection,PreservedSpecimen,UNIP,UNIP,UNIP02710,Arvoreta ca. 3m alt.; Frutos verdes,1167,"Moraes, P.L.R.",19/01/1995,1995,1,19,Brasil,São Paulo,São Miguel Arcanjo,Parque Estadual Carlos Botelho. ,NA,NA,NA,NA,,,,Miconia,Plantae,NA,MELASTOMATACEAE,Miconia,,,genus,,27/12/2017,urn:catalog:UNIP:2710,UNIP
Collection,PreservedSpecimen,UNIP,UNIP,UNIP02711,Árvore ca. 4m alt. Pilosidade marrom na face inferior das folhas; Flores brancas (Pétalas e anteras),1115,"Moraes, P.L.R.",18/01/1995,1995,1,18,Brasil,São Paulo,São Miguel Arcanjo,Parque Estadual Carlos Botelho. ,NA,NA,NA,NA,"Goldenberg, R.",01/01/1997,,Miconia valtheri Naudin,Plantae,NA,MELASTOMATACEAE,Miconia,valtheri,,specie,Naudin,27/12/2017,urn:catalog:UNIP:2711,UNIP
