source,tax,tax.rank,full.name1,tdwg.name,tax.kingdom
rbh,Bromeliaceae,family,Ana Kelly Koch,"Koch, A.K.",plantae
rbh,Orchidaceae,family,Ana Kelly Koch,"Koch, A.K.",plantae
rbh,Passifloraceae,family,Ana Kelly Koch,"Koch, A.K.",plantae
herbaria,Acanthaceae,family,Ana Luiza Andrade Côrtes,"Cortes, A.",plantae
herbaria,Acanthaceae,family,Ana Luiza Andrade Côrtes,"Cortes, A.L.",plantae
herbaria,Acanthaceae,family,Ana Luiza Andrade Côrtes,"Cortes, A.L.A.",plantae
rbh,Malvaceae,family,Ana Luíza du Bocage Neta,"Neta, A.L.D.B.",plantae
huh,Poaceae,family,Ana María Anton,"Anton, A.",plantae
huh,Poaceae,family,Ana María Anton,"Anton, A.M.",plantae
huh,Fabaceae,family,Ana Maria Cialdella,Cialdella,plantae
huh,Poaceae,family,Ana Maria Cialdella,Cialdella,plantae
huh,Polygonaceae,family,Ana Maria Cialdella,Cialdella,plantae
huh,Fabaceae,family,Ana Maria Cialdella,"Cialdella, A.",plantae
huh,Poaceae,family,Ana Maria Cialdella,"Cialdella, A.",plantae
huh,Polygonaceae,family,Ana Maria Cialdella,"Cialdella, A.",plantae
huh,Fabaceae,family,Ana Maria Cialdella,"Cialdella, A.M.",plantae
huh,Poaceae,family,Ana Maria Cialdella,"Cialdella, A.M.",plantae
huh,Polygonaceae,family,Ana Maria Cialdella,"Cialdella, A.M.",plantae
rbh,Alstroemeriaceae,family,Ana Maria Giulietti,"Giulietti, A.M.",plantae
rbh,Eriocaulaceae,family,Ana Maria Giulietti,"Giulietti, A.M.",plantae
huh,Poaceae,family,Ana María Molina,Molina,plantae
huh,Poaceae,family,Ana María Molina,"Molina De Riera, A.M.",plantae
huh,Poaceae,family,Ana María Molina,"Molina, A.M.",plantae
huh,Poaceae,family,Ana María Molina,"Molina, A.M.",plantae
huh,Cyperaceae,family,Ana María Molina González,"Gonzalez, A.M.M.",plantae
huh,Fabaceae,family,Ana María Planchuelo (Ana María Planchuelo de Revelo),Planchuelo,plantae
huh,Fabaceae,family,Ana María Planchuelo (Ana María Planchuelo de Revelo),Planchuelo,plantae
huh,Fabaceae,family,Ana María Planchuelo (Ana María Planchuelo de Revelo),"Planchuelo, A.",plantae
huh,Poaceae,family,Ana María Planchuelo (Ana María Planchuelo de Revelo),"Planchuelo, A.",plantae
huh,Fabaceae,family,Ana María Planchuelo (Ana María Planchuelo de Revelo),"Planchuelo, A.M.",plantae
huh,Poaceae,family,Ana María Planchuelo (Ana María Planchuelo de Revelo),"Planchuelo, A.M.",plantae
rbh,Campanulaceae,family,Ana Odete Santos Vieira,"Vieira, A.O.S.",plantae
rbh,Onagraceae,family,Ana Odete Santos Vieira,"Vieira, A.O.S.",plantae
rbh,Bromeliaceae,family,Ana Paula Gelli de Faria,"Faria, A.P.G.",plantae
huh,Cyperaceae,family,Ana Paula Prata,"Prata, A.P.",plantae
huh,Cyperaceae,family,Ana Paula Prata,"Prata, A.P.",plantae
huh,Cyperaceae,family,Ana Paula Prata,"Prata, A.P.N.",plantae
rbh,Poaceae,family,Ana Paula Santos Gonçalves,"Goncalves, A.P.S.",plantae
vinicius,Fabaceae,family,Ana Paula Savassi-Coutinho,"Savassi-Coutinho, A.P.",plantae
vinicius,Fabaceae,family,Ana Paula Savassi-Coutinho,"Savassi, A.P.",plantae
aspt,Convolvulaceae,family,Ana Rita Simoes,"Simoes, A.R.",plantae
huh,Apiaceae,family,Ana Rosa Lopez-Ferrari,"Lopez-Ferrari, A.R.",plantae
huh,Araliaceae,family,Ana Rosa Lopez-Ferrari,"Lopez-Ferrari, A.R.",plantae
huh,Poaceae,family,Ana Zanin,"Zanin, A.",plantae
huh,Poaceae,family,Ana Zanin,"Zanin, A.",plantae
rbh,Rubiaceae,family,Anajde L. Prado,"Prado, A.L.",plantae
huh,Caprifoliaceae,family,Anders Buckland,"Buckland, A.",plantae
huh,Asteraceae,family,Anders Nordin,"Nordin, A.",plantae
huh,Anacardiaceae,family,Anders Sanchez Barfod,"Barfod, A.",plantae
huh,Arecaceae,family,Anders Sanchez Barfod,"Barfod, A.",plantae
huh,Anacardiaceae,family,Anders Sanchez Barfod,"Barfod, A.S.",plantae
huh,Anacardiaceae,family,Anders Sanchez Barfod,"Barfod, A.S.",plantae
huh,Anacardiaceae,family,Anders Sanchez Barfod,"Barfod, A.S.",plantae
huh,Arecaceae,family,Anders Sanchez Barfod,"Barfod, A.S.",plantae
huh,Arecaceae,family,Anders Sanchez Barfod,"Barfod, A.S.",plantae
huh,Arecaceae,family,Anders Sanchez Barfod,"Barfod, A.S.",plantae
huh,Sapotaceae,family,Anderson Alves-Araújo,"Alves-Araujo, A.",plantae
huh,Cannabaceae,family,Anderson Ferreira Pinto Machado,"Ferreira, A.",plantae
huh,Moraceae,family,Anderson Ferreira Pinto Machado,"Ferreira, A.",plantae
huh,Ulmaceae,family,Anderson Ferreira Pinto Machado,"Ferreira, A.",plantae
huh,Urticaceae,family,Anderson Ferreira Pinto Machado,"Ferreira, A.",plantae
huh,Cannabaceae,family,Anderson Ferreira Pinto Machado,"Machado, A.F.P.",plantae
huh,Cannabaceae,family,Anderson Ferreira Pinto Machado,"Machado, A.F.P.",plantae
huh,Moraceae,family,Anderson Ferreira Pinto Machado,"Machado, A.F.P.",plantae
huh,Moraceae,family,Anderson Ferreira Pinto Machado,"Machado, A.F.P.",plantae
huh,Ulmaceae,family,Anderson Ferreira Pinto Machado,"Machado, A.F.P.",plantae
huh,Ulmaceae,family,Anderson Ferreira Pinto Machado,"Machado, A.F.P.",plantae
huh,Urticaceae,family,Anderson Ferreira Pinto Machado,"Machado, A.F.P.",plantae
huh,Urticaceae,family,Anderson Ferreira Pinto Machado,"Machado, A.F.P.",plantae
huh,Rosaceae,family,András Terpó,"Terpo, A.",plantae
huh,Vitaceae,family,András Terpó,"Terpo, A.",plantae
rbh,Cyperaceae,family,Andre dos Santos Bragança Gil,"Gil, A.S.B.",plantae
rbh,Iridaceae,family,Andre dos Santos Bragança Gil,"Gil, A.S.B.",plantae
huh,Lauraceae,family,Andre Joseph Guillaume Henri Kostermans,"Kostermans, A.J.G.H.",plantae
huh,Orchidaceae,family,Andre Lafontaine,"Lafontaine, A.",plantae
herbaria,Euphorbiaceae,family,André Laurênio de Melo,"Laurenio, A.",plantae
herbaria,Euphorbiaceae,family,André Laurênio de Melo,"Melo, A.L.",plantae
rbh,Blechnaceae,family,André Luís de Gasper,"Gasper, A.",plantae
rbh,Cyatheaceae,family,André Luís de Gasper,"Gasper, A.",plantae
rbh,Dicksoniaceae,family,André Luís de Gasper,"Gasper, A.",plantae
rbh,Blechnaceae,family,André Luís de Gasper,"Gasper, A.L.",plantae
rbh,Cyatheaceae,family,André Luís de Gasper,"Gasper, A.L.",plantae
rbh,Dicksoniaceae,family,André Luís de Gasper,"Gasper, A.L.",plantae
herbaria,Urticaceae,family,André Luiz Gaglioti,Gaglioti,plantae
herbaria,Urticaceae,family,André Luiz Gaglioti,"Gaglioti, A.L.",plantae
huh,Malpighiaceae,family,Andre Marcio Amorim,"Amorim, A.",plantae
herbaria,Dichapetalaceae,family,Andre Marcio Amorim,"Amorim, A.M.",plantae
huh,Malpighiaceae,family,Andre Marcio Amorim,"Amorim, A.M.",plantae
huh,Malpighiaceae,family,Andre Marcio Amorim,"Amorim, A.M.A.",plantae
huh,Malpighiaceae,family,Andre Marcio Amorim,"Amorim/, A.M.",plantae
huh,Malpighiaceae,family,Andre Marcio Amorim,"Amorim/, A.M.A.",plantae
huh,Fabaceae,family,André Maurício Vieira de Carvalho,"Carvalho, A.",plantae
huh,Fabaceae,family,André Maurício Vieira de Carvalho,"Carvalho, A.M.",plantae
huh,Fabaceae,family,André Maurício Vieira de Carvalho,"Carvalho, A.M.",plantae
huh,Fabaceae,family,André Maurício Vieira de Carvalho,"Carvalho, A.M.V.",plantae
huh,Fabaceae,family,André Maurício Vieira de Carvalho,"Carvalho, A.M.V.",plantae
huh,Fabaceae,family,André Maurício Vieira de Carvalho,"Carvalho, A.M.V.",plantae
rbh,Apocynaceae,family,André Olmos Simões,"Simoes, A.O.",plantae
huh,Lauraceae,family,Andre Shashi Chanderbali,"Chanderbali, A.",plantae
huh,Lauraceae,family,Andre Shashi Chanderbali,"Chanderbali, A.S.",plantae
huh,Rubiaceae,family,Andrea A. Cabaña Fader,"Cabana Fader, A.A.",plantae
huh,Rubiaceae,family,Andrea A. Cabaña Fader,"Fader, A.A.C.",plantae
huh,Bromeliaceae,family,Andréa Ferreira da Costa,"Costa, A.",plantae
huh,Bromeliaceae,family,Andréa Ferreira da Costa,"Costa, A.F.",plantae
huh,Bromeliaceae,family,Andréa Ferreira da Costa,"Costa, A.F.",plantae
rbh,Melastomataceae,family,Andrea Karla Almeida dos Santos,"Santos, A.K.A.",plantae
https://es.wikipedia.org/wiki/Categor%C3%ADa:Bot%C3%A1nicos_de_Argentina,Alstroemeriaceae,family,Andrea Mariel Sanso,"Sanso, A.M.",plantae
rbh,Gesneriaceae,family,Andréa Onofre de Araujo,"Araujo, A.O.",plantae
herbaria,Apocynaceae,family,Andrea Pozetti Spina,"Spina, A.P.",plantae
herbaria,Cannabaceae,family,Andréa Quirino de Luca,"Luca, A.Q.",plantae
aspt,Poaceae,family,Andrea Susana Vega,"Vega, A.S.",plantae
aspt,Burseraceae,family,Andrea Weeks,"Weeks, A.",plantae
aspt,Orobanchaceae,family,Andrea Wolfe,"Wolfe, A.",plantae
aspt,Plantaginaceae,family,Andrea Wolfe,"Wolfe, A.",plantae
aspt,Droseraceae,family,Andreas Fleischmann,"Fleischmann, A.",plantae
aspt,Lentibulariaceae,family,Andreas Fleischmann,"Fleischmann, A.",plantae
aspt,Orobanchaceae,family,Andreas Fleischmann,"Fleischmann, A.",plantae
aspt,Sarraceniaceae,family,Andreas Fleischmann,"Fleischmann, A.",plantae
huh,Cactaceae,family,Andreas Hofacker,"Hofacker, A.",plantae
rbh,Fabaceae,family,Andréia S. Flores,"Flores, A.",plantae
rbh,Fabaceae,family,Andréia S. Flores,"Flores, A.S.",plantae
huh,Cycadaceae,family,Andrés (Andrew) Peter Vovides,"Vovides, A.",plantae
huh,Zamiaceae,family,Andrés (Andrew) Peter Vovides,"Vovides, A.",plantae
huh,Cycadaceae,family,Andrés (Andrew) Peter Vovides,"Vovides, A.P.",plantae
huh,Zamiaceae,family,Andrés (Andrew) Peter Vovides,"Vovides, A.P.",plantae
aspt,Solanaceae,family,Andrés Orejuela,"Orejuela, A.",plantae
huh,Cycadaceae,family,Andrés(Andrew) Peter Vovides,"Vovides, A.P.",plantae
huh,Zamiaceae,family,Andrés(Andrew) Peter Vovides,"Vovides, A.P.",plantae
huh,Cunoniaceae,family,Andrew Carl Frank Rozefelds,"Rozefelds, A.C.",plantae
huh,Cunoniaceae,family,Andrew Carl Frank Rozefelds,"Rozefelds, A.C.F.",plantae
huh,Cunoniaceae,family,Andrew Carl Frank Rozefelds,"Rozefelds, A.C.F.",plantae
huh,Asteraceae,family,Andrew David Quentin Agnew,"Agnew, A.",plantae
huh,Asteraceae,family,Andrew David Quentin Agnew,"Agnew, A.D.Q.",plantae
aspt,Campanulaceae,family,Andrew Gardner,"Gardner, A.",plantae
aspt,Goodeniaceae,family,Andrew Gardner,"Gardner, A.",plantae
aspt,Oxalidaceae,family,Andrew Gardner,"Gardner, A.",plantae
aspt,Cyperaceae,family,Andrew Hipp,"Hipp, A.",plantae
aspt,Fagaceae,family,Andrew Hipp,"Hipp, A.",plantae
gbif_GSG,Arecaceae,family,Andrew James Henderson,"A. Henderson, N.Y.",plantae
huh,Arecaceae,family,Andrew James Henderson,Henderson,plantae
huh,Arecaceae,family,Andrew James Henderson,"Henderson, A.",plantae
huh,Arecaceae,family,Andrew James Henderson,"Henderson, A.J.",plantae
huh,Arecaceae,family,Andrew James Henderson,"Henderson, A.J.",plantae
huh,Asteraceae,family,Andrew John Charles Grierson,"Grierson, A.J.C.",plantae
huh,Myrtaceae,family,Andrew M. Salywon,"Salywon, A.",plantae
aspt,Agavaceae,family,Andrew M. Salywon,"Salywon, A.M.",plantae
aspt,Cactaceae,family,Andrew M. Salywon,"Salywon, A.M.",plantae
huh,Myrtaceae,family,Andrew M. Salywon,"Salywon, A.M.",plantae
huh,Asteraceae,family,Andrew M. Torres,"Torres, A.M.",plantae
huh,Asteraceae,family,Andrew Spencer Tomb,"Tomb, A.S.",plantae
huh,Malvaceae,family,Andrew Stewart Mitchell,"Mitchell, A.",plantae
huh,Malvaceae,family,Andrew Stewart Mitchell,"Mitchell, A.S.",plantae
huh,Euphorbiaceae,family,Andrew Thomas Gage,"Gage, A.T.",plantae
rbh,Amaryllidaceae,family,Andrielle Camara Amaral Lopes,"Lopes, A.C.A.",plantae
aspt,Bromeliaceae,family,Andy Siekkinen,"Siekkinen, A.",plantae
herbaria,Winteraceae,family,Anelise Hertzog,"Hertzog, A.",plantae
huh,Bromeliaceae,family,Angel Andreetta,"Andreetta, A.",plantae
huh,Bromeliaceae,family,Angel Andreetta,"Andreetta, A.",plantae
huh,Orchidaceae,family,Angel Andreetta,"Andreetta, A.",plantae
huh,Orchidaceae,family,Angel Andreetta,"Andreetta, A.",plantae
huh,Bromeliaceae,family,Angel Andreetta,"Andreetta, P.A.",plantae
huh,Orchidaceae,family,Angel Andreetta,"Andreetta, P.A.",plantae
huh,Asteraceae,family,Angel Lulio Cabrera,Cabrera,plantae
huh,Asteraceae,family,Angel Lulio Cabrera,"Cabrera, A.",plantae
huh,Asteraceae,family,Angel Lulio Cabrera,"Cabrera, A.L.",plantae
huh,Asteraceae,family,Angel Lulio Cabrera,"Cabrera, A.L.",plantae
huh,Melastomataceae,family,Angela Borges Martins,"Martins, A.",plantae
huh,Melastomataceae,family,Angela Borges Martins,"Martins, A.B.",plantae
rbh,Fabaceae,family,Ângela Lúcia Bagnatori Sartori,"Sartori, A.L.B.",plantae
rbh,Apocynaceae,family,Ângela Maria de Miranda Freitas,"Freitas, A.M.M.",plantae
herbaria,Fabaceae,family,Angela Maria Studart da Fonseca Vaz,"Vaz, A.",plantae
herbaria,Fabaceae,family,Angela Maria Studart da Fonseca Vaz,"Vaz, A.F.",plantae
herbaria,Fabaceae,family,Angela Maria Studart da Fonseca Vaz,"Vaz, A.M.F.",plantae
herbaria,Fabaceae,family,Angela Maria Studart da Fonseca Vaz,"Vaz, A.M.S.",plantae
rbh,Fabaceae,family,Angela Maria Studart da Fonseca Vaz,"Vaz, A.M.S.F.",plantae
herbaria,Fabaceae,family,Angela Maria Studart da Fonseca Vaz,"Vaz, A.M.S.F.",plantae
herbaria,Fabaceae,family,Angela Maria Studart da Fonseca Vaz,"Vaz, A.M.S.FF.",plantae
herbaria,Fabaceae,family,Angela Maria Studart da Fonseca Vaz,"Vaz, A.M.SF.",plantae
herbaria,Fabaceae,family,Angela Maria Studart da Fonseca Vaz,"Vaz, A.S.F.",plantae
aspt,Solanaceae,family,Angela Mcdonnell,"Mcdonnell, A.",plantae
huh,Lamiaceae,family,Angela Soares Janesen Ferreira,"Ferreira, A.S.J.",plantae
rbh,Asteraceae,family,Ângelo Schneider,"Schneider, A.",plantae
rbh,Asteraceae,family,Ângelo Schneider,"Schneider, A.A.",plantae
huh,Brassicaceae,family,Anibal Oscar Prina,"Prina, A.",plantae
huh,Brassicaceae,family,Anibal Oscar Prina,"Prina, A.O.",plantae
huh,Brassicaceae,family,Anibal Oscar Prina,"Prina, A.O.",plantae
huh,Iridaceae,family,Anita F. Cholewa,"Cholewa, A.F.",plantae
huh,Poaceae,family,Anita F. Cholewa,"Cholewa, A.F.",plantae
huh,Celastraceae,family,Ann M. Navaro,"Navaro, A.M.",plantae
aspt,Pinaceae,family,Ann M. Willyard,"Willyard, A.M.",plantae
huh,Rosaceae,family,Anna C. Fellingham,"Fellingham, A.C.",plantae
herbaria,Pentaphylacaceae,family,Anna Lisa Weitzman,Weitzman,plantae
herbaria,Bonnetiaceae,family,Anna Lisa Weitzman,"Weitzman, A.",plantae
herbaria,Pentaphylacaceae,family,Anna Lisa Weitzman,"Weitzman, A.",plantae
huh,Theaceae,family,Anna Lisa Weitzman,"Weitzman, A.",plantae
herbaria,Bonnetiaceae,family,Anna Lisa Weitzman,"Weitzman, A.L.",plantae
herbaria,Pentaphylacaceae,family,Anna Lisa Weitzman,"Weitzman, A.L.",plantae
huh,Theaceae,family,Anna Lisa Weitzman,"Weitzman, A.L.",plantae
huh,Theaceae,family,Anna Lisa Weitzman,"Weitzman, A.L.",plantae
huh,Theaceae,family,Anna Lisa Weitzman,"Weitzman, A.L.",plantae
huh,Poaceae,family,Anna Maria Turpe,"Turpe, A.",plantae
huh,Poaceae,family,Anna Maria Turpe,"Turpe, A.M.",plantae
aspt,Fabaceae,family,Anne Bruneau,"Bruneau, A.",plantae
huh,Iridaceae,family,Anne D. Hutchings,"Hutchings, A.D.",plantae
huh,Iridaceae,family,Anne D. Hutchings,"Hutchings, A.D.",plantae
huh,Iridaceae,family,Anne D. Hutchings,"Marsh, J.A.",plantae
huh,Scrophulariaceae,family,Anne Ronse,"Ronse, A.",plantae
huh,Rubiaceae,family,Annette Aiello,"Aiello, A.",plantae
huh,Orchidaceae,family,Annette Guenard,"Guenard, A.",plantae
huh,Asteraceae,family,Annette Wiklund,"Wiklund, A.",plantae
wfoChecklistBank,Fabaceae,family,Anoop puthuparampil Balan,"Balan, A.P.",plantae
huh,Poaceae,family,Antenor Alfredo Sulekic,"Sulekic, A.A.",plantae
herbaria,Apocynaceae,family,Anthonius Josephus Maria Leeuwenberg,"Ajm, L.",plantae
herbaria,Apocynaceae,family,Anthonius Josephus Maria Leeuwenberg,"Leeuwenberg, A.J.M.",plantae
huh,Connaraceae,family,Anthonius Josephus Maria Leeuwenberg,"Leeuwenberg, A.J.M.",plantae
huh,Connaraceae,family,Anthonius Josephus Maria Leeuwenberg,"Leeuwenberg, A.J.M.",plantae
huh,Dichapetalaceae,family,Anthonius Josephus Maria Leeuwenberg,"Leeuwenberg, A.J.M.",plantae
huh,Dichapetalaceae,family,Anthonius Josephus Maria Leeuwenberg,"Leeuwenberg, A.J.M.",plantae
huh,Brassicaceae,family,Anthony G. Miller,"Miller, A.G.",plantae
huh,Begoniaceae,family,Anthony H. M. Jayasuriya,"Jayasuriya, A.H.M.",plantae
huh,Dioscoreaceae,family,Anthony H. M. Jayasuriya,"Jayasuriya, A.H.M.",plantae
huh,Apiaceae,family,Anthony R. Magee,"Magee, A.R.",plantae
huh,Asteraceae,family,Anthony R. Magee,"Magee, A.R.",plantae
huh,Myrtaceae,family,Anthony Russell Bean,"Bean, A.R.",plantae
huh,Myrtaceae,family,Anthony Russell Bean,"Bean, A.R.",plantae
huh,Myrtaceae,family,Anthony Russell Bean,"Bean, A.R.",plantae
huh,Rosaceae,family,Anthony Russell Bean,"Bean, A.R.",plantae
huh,Rosaceae,family,Anthony Russell Bean,"Bean, A.R.",plantae
huh,Rosaceae,family,Anthony Russell Bean,"Bean, A.R.",plantae
huh,Myrtaceae,family,Anthony Russell Bean,"Bean, T.",plantae
huh,Rosaceae,family,Anthony Russell Bean,"Bean, T.",plantae
huh,Bruniaceae,family,Anthony Vincent Hall,"Hall, A.V.",plantae
huh,Orchidaceae,family,Anthony Vincent Hall,"Hall, A.V.",plantae
huh,Cyperaceae,family,Anton Albert Reznicek,"Reznicek, A.A.",plantae
huh,Cyperaceae,family,Anton Albert Reznicek,"Reznicek, A.A.",plantae
huh,Cyperaceae,family,Anton Albert Reznicek,"Reznicek, T.",plantae
huh,Cactaceae,family,Anton Daul,"Daul, A.",plantae
huh,Cactaceae,family,Anton Hofer,"Hofer, A.",plantae
https://es.wikipedia.org/wiki/Categor%C3%ADa:Bot%C3%A1nicos_de_Argentina,Asteraceae,family,Antonella Bartoli,"Bartoli, A.",plantae
https://es.wikipedia.org/wiki/Categor%C3%ADa:Bot%C3%A1nicos_de_Argentina,Fabaceae,family,Antonella Bartoli,"Bartoli, A.",plantae
https://es.wikipedia.org/wiki/Categor%C3%ADa:Bot%C3%A1nicos_de_Argentina,Poaceae,family,Antonella Bartoli,"Bartoli, A.",plantae
huh,Olacaceae,family,Antonia Rangel Bastos,"Bastos, A.R.",plantae
huh,Styracaceae,family,Antonia Rangel Bastos,"Bastos, A.R.",plantae
rbh,Magnoliopsida,class,Antonio Alberto Jorge Farias Castro,"Castro, A.A.J.F.",plantae
huh,Euphorbiaceae,family,Antonio Costa Allem,"Allem, A.",plantae
huh,Phyllanthaceae,family,Antonio Costa Allem,"Allem, A.",plantae
huh,Euphorbiaceae,family,Antonio Costa Allem,"Allem, A.C.",plantae
huh,Euphorbiaceae,family,Antonio Costa Allem,"Allem, A.C.",plantae
rbh,Vitaceae,family,Antonio Dunaiski Junior,"Dunaiski Junior, A.",plantae
huh,Rhizophoraceae,family,Antonio Estevan (Esteves) Gonçalves,"Goncalves, A.E.",plantae
huh,Solanaceae,family,Antonio Estevan (Esteves) Gonçalves,"Goncalves, A.E.",plantae
herbaria,Nyctaginaceae,family,Antônio Furlan,Furlan,plantae
herbaria,Nyctaginaceae,family,Antônio Furlan,"Furlan, A.",plantae
huh,Rosaceae,family,Antonio Guillen,"Guillen, A.",plantae
huh,Fabaceae,family,Antonio Krapovickas,Krapovickas,plantae
huh,Malvaceae,family,Antonio Krapovickas,Krapovickas,plantae
huh,Fabaceae,family,Antonio Krapovickas,"Krapovickas, A.",plantae
huh,Malvaceae,family,Antonio Krapovickas,"Krapovickas, A.",plantae
huh,Alismataceae,family,Antonio Lot H.,"Antonio, L.H.",plantae
huh,Orchidaceae,family,Antonio Luiz Vieira Toscano,"Brito, A.L.V.T.",plantae
huh,Orchidaceae,family,Antonio Luiz Vieira Toscano,"Toscano De Brito, A.L.",plantae
huh,Orchidaceae,family,Antonio Luiz Vieira Toscano,"Toscano De Brito, A.L.V.",plantae
huh,Orchidaceae,family,Antonio Luiz Vieira Toscano,"Toscano, A.L.B.",plantae
huh,Orchidaceae,family,Antonio Luiz Vieira Toscano,"Toscano, A.L.V.",plantae
huh,Orchidaceae,family,Antonio Luiz Vieira Toscano,"Toscano, A.L.V.",plantae
huh,Orchidaceae,family,Antonio Luiz Vieira Toscano,"Toscano, A.L.V.",plantae
huh,Orchidaceae,family,Antonio Luiz Vieira Toscano,"Toscano, A.L.V.",plantae
huh,Orchidaceae,family,Antonio Luiz Vieira Toscano,"Toscano, A.L.V.",plantae
huh,Orchidaceae,family,Antonio Luiz Vieira Toscano,"Toscano, A.L.V.",plantae
huh,Orchidaceae,family,Antonio Luiz Vieira Toscano,"Vieira Toscano De Brito, A.L.",plantae
huh,Orchidaceae,family,Antonio Scrugli,"Scrugli, A.",plantae
rbh,Fabaceae,family,Antônio Sérgio Lima da Silva,"Silva, A.S.L.",plantae
aspt,Orchidaceae,family,Antonio Toscano De Brito,"Brito, A.T.",plantae
rbh,Cyperaceae,family,Aparecida Donisete de Faria,"Faria, A.D.",plantae
rbh,Orchidaceae,family,Aparecida Donisete de Faria,"Faria, A.D.",plantae
rbh,Pontederiaceae,family,Aparecida Donisete de Faria,"Faria, A.D.",plantae
rbh,Sapotaceae,family,Aparecida Donisete de Faria,"Faria, A.D.",plantae
huh,Monimiaceae,family,Ariane Luna Peixoto,Peixoto,plantae
herbaria,Siparunaceae,family,Ariane Luna Peixoto,Peixoto,plantae
huh,Monimiaceae,family,Ariane Luna Peixoto,"Peixoto, A.",plantae
herbaria,Siparunaceae,family,Ariane Luna Peixoto,"Peixoto, A.",plantae
huh,Monimiaceae,family,Ariane Luna Peixoto,"Peixoto, A.L.",plantae
herbaria,Siparunaceae,family,Ariane Luna Peixoto,"Peixoto, A.L.",plantae
huh,Orchidaceae,family,Ariel V. Navarro,"Navarro, A.V.",plantae
huh,Salicaceae,family,Arika Kimura,"Kimura, A.",plantae
herbaria,Asteraceae,family,Aristônio Magalhães Teles,Teles,plantae
rbh,Asteraceae,family,Aristônio Magalhães Teles,"Teles, A.M.",plantae
huh,Passifloraceae,family,Armando Carlos Cervi,"Cervi, A.C.",plantae
huh,Passifloraceae,family,Armando Carlos Cervi,"Cervi, A.C.",plantae
huh,Passifloraceae,family,Armando Carlos Cervi,"Cervi, A.C.",plantae
huh,Melastomataceae,family,Armando Gerardo Estrada Chavarria,"Chavarria, A.G.E.",plantae
huh,Myrtaceae,family,Armando Gerardo Estrada Chavarria,"Chavarria, A.G.E.",plantae
huh,Melastomataceae,family,Armando Gerardo Estrada Chavarria,"Estrada C., A. G.",plantae
huh,Myrtaceae,family,Armando Gerardo Estrada Chavarria,"Estrada C., A. G.",plantae
huh,Solanaceae,family,Armando Theodoro Hunziker,Hunziker,plantae
huh,Solanaceae,family,Armando Theodoro Hunziker,"Hunziker, A.",plantae
huh,Amaryllidaceae,family,Armando Theodoro Hunziker,"Hunziker, A.T.",plantae
huh,Cactaceae,family,Armando Theodoro Hunziker,"Hunziker, A.T.",plantae
huh,Solanaceae,family,Armando Theodoro Hunziker,"Hunziker, A.T.",plantae
huh,Rubiaceae,family,Arnaud Mouly,"Mouly, A.",plantae
huh,Asteraceae,family,Arne A. Anderberg,"Anderberg, A.A.",plantae
huh,Cactaceae,family,Arnold J. (`Nol') Brederoo,"Brederoo, A.J.",plantae
huh,Cactaceae,family,Arnold J. (`Nol') Brederoo,"Brederoo, A.J.N.",plantae
huh,Burseraceae,family,Arthur Charles Gibson,"Gibson, A.C.",plantae
huh,Cactaceae,family,Arthur Charles Gibson,"Gibson, A.C.",plantae
huh,Cyperaceae,family,Arthur Duane Haines,"Haines, A.",plantae
