"","name","decimallongitude","decimallatitude","city","country","address","source","type","geocoding.precision.m","geocoding.issue","geocoding.source","inside.ptoected.area.WDPAID","pais"
"1138","Caradoc and Severn Valley Field Club",NA,NA,"Shrewsbury","GBR",NA,"indexherbariorum","Herbarium",NA,NA,"VZ",NA,"United Kingdom"
"1139","Cardiff Museum",-3.2738,51.4862,"Cardiff","GBR",NA,"grbioorg","Museum",10,NA,"automatic",NA,"United Kingdom"
"1140","Cardiff Museum, Cardiff Corporation",-3.1771,51.4855,"Cardiff","GBR",NA,"indexherbariorum","Herbarium",1000,NA,"VZ",NA,"United Kingdom"
"1145","Carleton College, Biology Department",-93.1568,44.4605,NA,"USA",NA,"indexherbariorum","Herbarium",1000,"general_institution","JA",NA,"United States"
"1147","Carleton University, Museum of Zoology",-75.696,45.3876,NA,"CAN",NA,"grbioorg","Museum",10,"general_institution","StS",NA,"Canada"
"1148","Carmarthen County Museum",-4.271,51.8687,"Carmarthen","GBR",NA,"grbioorg","Museum",1000,NA,"TA",NA,"United Kingdom"
"1149","Carmarthen County Museum, Dyfed County Council",-4.26596,51.86544,"Carmarthen","GBR",NA,"indexherbariorum","Herbarium",10,NA,"automatic",NA,"United Kingdom"
"1151","Carnegie Institution of Washington, Plant Biology Department",-122.17862,37.42838,"Stanford","USA",NA,"indexherbariorum","Herbarium",10,NA,"automatic",NA,"United States"
"1152","Carnegie Museum of Natural History",-79.9506,40.4435,"Pittsburgh","USA","Herbarium - Section of Botany Carnegie Museum of Natural History 4400 Forbes Avenue","grbioorg","Museum",10,NA,"automatic",NA,"United States"
"1153","Carnegie Museum of Natural History, Section of Botany",-79.9528,40.4446,"Pittsburgh","USA",NA,"indexherbariorum","Herbarium",1000,NA,"JA",NA,"United States"
"1154","Carnegie Museums",-79.9505,40.4433,"Pittsburgh","USA",NA,"GBIF","Museum",10,NA,"automatic",NA,"United States"
"1156","Carter County Museum",-73.8666,41.0546,NA,"USA",NA,"grbioorg","Museum",10,NA,"automatic",NA,"United States"
"1159","Carthage College, Biology Department",-87.81982,42.62381,NA,"USA",NA,"indexherbariorum","Herbarium",10,NA,"automatic",NA,"United States"
"1162","Catalina Island Conservancy",-118.3419,33.3239,"Avalon","USA","1404 Avalon Canyon Rd","indexherbariorum","Herbarium",10,NA,"automatic",11116149,"United States"
"1164","Catalogues in Otago Museum",170.5105,-45.8657,NA,"NZL",NA,"grbioorg","Museum",10,NA,"StS",NA,"New Zealand"
"1166","Catholic University of America",-76.99869,38.93688,"Washington","USA",NA,"indexherbariorum","Herbarium",10,NA,"automatic",NA,"United States"
"1170","Catholicate College",76.7803,9.2598,NA,"IND",NA,"indexherbariorum","Herbarium",1000,NA,"JA",NA,"India"
"1174","Cawdor Castle",-3.9266,57.5243,"Cawdor","GBR",NA,"indexherbariorum","Herbarium",10,NA,"automatic",NA,"United Kingdom"
"1176","Cayes Botanique Garden",-73.7552,18.2347,NA,"HTI",NA,"BCGI","Botanic_garden",10,NA,"automatic",NA,"Haiti"
"1184","CENAREST",9.49025,0.41814,"Libreville","GAB",NA,"indexherbariorum","Herbarium",10,NA,"automatic",NA,"Gabon"
"1185","CENMA, Institut d Estudis Andorrans",51.3932,35.7994,"Sant Juli De Lria","AND","Avinguda Rocafort, 21-23, 3r","indexherbariorum","Herbarium",1000,"general_institution","JA",NA,"Andorra"
"1191","Center for Plant Conservation (USA)",-116.99982,33.09357,"Escondido","USA",NA,"BCGI","Botanic_garden",10,NA,"automatic",NA,"United States"
"1194","Centraalbureau voor Schimmelcultures",5.1783,52.09,"Utrecht","NLD","Uppsalalaan 8","indexherbariorum","Herbarium",1000,NA,"JA",NA,"Netherlands"
"1198","Central Anatolia Forestry Research Institute",32.8155,39.8845,NA,"TUR","Cevizlidere Mahallesi","indexherbariorum","Herbarium",10,NA,"automatic",NA,"Turkey"
"1199","Central Australian Museum",133.8642,-23.7013,NA,"AUS",NA,"grbioorg","Museum",10,NA,"MA",NA,"Australia"
"1200","Central Botanical Garden",27.6092,53.9145,"Minsk","BLR",NA,"indexherbariorum","Herbarium",1000,NA,"JA",NA,"Belarus"
"1203","Central China Normal University, Biology Department",114.362,30.51799,"Wuhan","CHN",NA,"indexherbariorum","Herbarium",10,NA,"automatic",NA,"China"
"1207","Central Connecticut State University, Biological Sciences Department",-72.76417,41.69326,"New Britain","USA","Copernicus Hall, Room 334","indexherbariorum","Herbarium",10,NA,"automatic",NA,"United States"
"1209","Central Drug Research Institute, Botany Division",80.93364,26.94671,"Lucknow","IND","Chattar Manzil Palace, Mahatma Gandhi Marg","indexherbariorum","Herbarium",10,NA,"automatic",NA,"India"
"1211","Central Geological Museum",83.1056,54.8457,NA,"RUS",NA,"grbioorg","Museum",10,NA,"MA",NA,"Russia"
"1212","Central Geological Research Museum",NA,NA,NA,"RUS",NA,"grbioorg","Museum",NA,NA,"MA",NA,"Russia"
"1215","Central Institute of Medicinal and Aromatic Plants",77.5908,13.0835,"Lucknow","IND","Picnic Spot Road","indexherbariorum","Herbarium",10,NA,"automatic",NA,"India"
"1220","Central Michigan University, Department of Biology",-84.77564,43.58191,"Mount Pleasant","USA",NA,"indexherbariorum","Herbarium",10,NA,"automatic",NA,"United States"
"1221","Central Mindanao University, University Museum",125.0512,7.8591,"Musuan","PHL",NA,"indexherbariorum","Herbarium",1000,NA,"RS",NA,"Philippines"
"1223","Central Museum and Art Gallery",-0.9007,52.2381,"Northampton","GBR",NA,"grbioorg","Museum",1000,NA,"HF",NA,"United Kingdom"
"1224","Central Museum and Art Gallery, Northampton Borough Council",-0.8946,52.2357,"Northampton","GBR",NA,"indexherbariorum","Herbarium",1000,NA,"CD",NA,"United Kingdom"
"1225","Central Museum of Geological Prospecting",NA,NA,NA,"RUS",NA,"grbioorg","Museum",NA,NA,"MA",NA,"Russia"
"1227","Central Salt and Marine Chemicals Research Institute",72.14435,21.75899,"Bhavnagar","IND",NA,"indexherbariorum","Herbarium",10,NA,"automatic",NA,"India"
"1228","Central Siberian Botanical Garden",83.1045,54.82072,"Novosibirsk","RUS",NA,"BCGI","Botanic_garden",10,NA,"automatic",NA,"Russia"
"1229","Central Siberian Botanical Garden, Russian Academy of Sciences, Siberian Branch",NA,NA,"Novosibirsk","RUS",NA,"indexherbariorum","Herbarium",NA,NA,"VZ",NA,"Russia"
"1230","Central Siberian Botanical Garden, Russian Academy of Sciences, Siberian Branch, Laboratory for Plant Systematics and Floristic Genesis",83.1017,54.8197,"Novosibirsk","RUS",NA,"indexherbariorum","Herbarium",1000,NA,"JA",NA,"Russia"
"1233","Central Washington University, Biological Sciences Department",-120.536,47.0073,"Ellensburg","USA","Sciences Building","indexherbariorum","Herbarium",1000,NA,"CD",NA,"United States"
"1234","Central Wyoming College",-108.4261,43.0311,"Riverton","USA","1446 Cowboy Lane","indexherbariorum","Herbarium",10,NA,"automatic",NA,"United States"
"1243","Centre d Oceanologie de Marseille - University of Aix-Marseille II",5.36,43.3014,"Marseille Cedex","FRA","Campus of Luminy","indexherbariorum","Herbarium",1000,NA,"VZ",NA,"France"
"1248","Centre de Formation et de Recherche en Conservation Forestiere, Institut Congolais pour la Conservation de la Nature",26.9852,1.4937,"Epulu","COD","Reserve de Faune a Okapis (RFO)","indexherbariorum","Herbarium",10,NA,"automatic",NA,"Congo - Kinshasa"
"1250","Centre de Recherche de la Nature, des Forets et du Bois",NA,NA,"Gembloux","BEL",NA,"indexherbariorum","Herbarium",NA,NA,"VZ",NA,"Belgium"
"1252","Centre de Recherche en Sciences Naturelles (CRSN/Lwiro)",NA,NA,"Lwiro","COD",NA,"indexherbariorum","Herbarium",NA,NA,"JA",NA,"Congo - Kinshasa"
"1259","Centre for Ecology and Hydrology",-2.7862,54.0093,"Abbots Ripton","GBR",NA,"indexherbariorum","Herbarium",1000,NA,"VZ",NA,"United Kingdom"
"1265","Centre for Medicinal Plants Research",75.9917,10.9976,"Malappuram","IND","Arya Vaidya Sala, Kottakkal","indexherbariorum","Herbarium",1000,NA,"JA",NA,"India"
"1268","Centre Marie-Victorin",4.6371,50.0797,"Vierves-Sur-Viroin","BEL",NA,"indexherbariorum","Herbarium",10,NA,"automatic",386079,"Belgium"
"1269","Centre Marie-Victorin",4.63578,50.07775,"Vierves-Sur-Viroin","BEL",NA,"indexherbariorum","Herbarium",10,NA,"automatic",386079,"Belgium"
"1282","Centre Regional de Phytosociologie agree Conservatoire botanique national de Bailleul",2.76011,50.75228,"Bailleul","FRA",NA,"BCGI","Botanic_garden",10,NA,"automatic",NA,"France"
"1291","Centro de Ensino, Faculdade Sao Lucas Ltda, Ciencias Biologicas",-63.8955,-8.7718,"Porto Velho","BRA",NA,"indexherbariorum","Herbarium",1000,NA,"VZ",NA,"Brazil"
"1298","Centro de Investigacion Cientifica de Yucatan, AC (CICY), Unidad de Recursos Naturales",-89.64,21.0294,"Mrida","MEX",NA,"indexherbariorum","Herbarium",1000,NA,"JA",NA,"Mexico"
"1306","Centro de Investigaciones Cientificas y Transferencia de Tecnologia a la Produccion (CICyTTP-CONICET)",-60.6414,-32.06,"Ciudad De Diamante","ARG",NA,"indexherbariorum","Herbarium",1000,NA,"JA",NA,"Argentina"
"1326","Centro Interdisciplinario de Investigacion para el Desarrollo Integral Regional (CIIDIR) IPN-Michoacan,",-102.718,19.9952,"Jiquilpan","MEX","Justo Sierra 28 Oriente","indexherbariorum","Herbarium",1000,NA,"CD",NA,"Mexico"
"1335","Centro Oriental de Ecosistemas y Biodiversidad",NA,NA,"Santiago De Cuba","CUB",NA,"indexherbariorum","Herbarium",NA,NA,"JA",NA,"Cuba"
"1340","Centro Studi Erbario Tropicale, Universita degli Studi di Firenze",11.2602,43.7773,"Firenze","ITA",NA,"indexherbariorum","Herbarium",1000,NA,"RS",NA,"Italy"
"1344","Centro Universitario Regional del Litoral Atlantico",-86.8534,15.7367,"La Ceiba","HND",NA,"indexherbariorum","Herbarium",10,NA,"automatic",18810,"Honduras"
"1349","CEPEC, CEPLAC",-39.28369,-14.79545,"Itabuna","BRA","Centro de Pesquisas do Cacau (CEPEC), Comisso Executiva do Plano da Lavoura Cacaueira (CEPLAC), Km 22 on the highway from Ilhus to Itabuna","indexherbariorum","Herbarium",10,NA,"automatic",NA,"Brazil"
"1350","Cephalonia Botanica",20.48814,38.17813,"Cephalonia",NA,NA,"BCGI","Botanic_garden",10,NA,"automatic",NA,NA
"1351","Cephalonia Botanica",20.48814,38.17813,"Cephalonia","GRC",NA,"BCGI","Botanic_garden",10,NA,"automatic",NA,"Greece"
"1354","Chad National Museum",15.0774,12.1255,NA,"TCD",NA,"grbioorg","Museum",10,NA,"MA",NA,"Chad"
"1355","Chadron State College",-103.0016,42.8199,"Chadron","USA",NA,"indexherbariorum","Herbarium",1000,NA,"VZ",NA,"United States"
"1359","Chaffey College, Biology Department",-117.57034,34.14701,"Alta Loma","USA",NA,"indexherbariorum","Herbarium",10,NA,"automatic",NA,"United States"
"1360","Chambers Institute, Tweeddale Museum",-3.1892,55.6515,"Peebles","GBR",NA,"indexherbariorum","Herbarium",1000,NA,"VZ",NA,"United Kingdom"
"1362","Chandos House, Stowe School",-1.02511,52.02863,"Buckingham","GBR",NA,"indexherbariorum","Herbarium",10,NA,"automatic",NA,"United Kingdom"
"1365","Changchun College of Traditional Chinese Medicine, Department of Chinese Materia Medica",125.2775,43.8787,"Changchun","CHN",NA,"indexherbariorum","Herbarium",1000,NA,"VZ",NA,"China"
"1366","Changdu Institute for Drug Control",104.03086,30.69886,"Chengdu","CHN",NA,"indexherbariorum","Herbarium",10,NA,"automatic",NA,"China"
"1367","Changjo Natural History Museum Siheung-dong",126.7851,37.4329,"Siheung","KOR",NA,"wikipedia","Museum",1000,NA,"JA",NA,"South Korea"
"1368","Chanticleer Foundation",-75.39136,40.03131,"Wayne","USA",NA,"BCGI","Botanic_garden",10,NA,"automatic",NA,"United States"
"1370","Charles Darwin Research Station, Botany Department",-90.3041,-0.7427,"Puerto Ayora","ECU","Charles Darwin Research Station, Puerto Ayora, Isla Santa Cruz, Galpagos, Ecuador","indexherbariorum","Herbarium",1000,NA,"JA",187,"Ecuador"
"1371","Charles R. Conner Museum",NA,NA,"Pullman","USA",NA,"GBIF","Museum",NA,NA,"RS",NA,"United States"
"1373","Charles University in Prague, Faculty of Natural Sciences, Department of Botany",14.4237,50.0871,"Praha","CZE",NA,"indexherbariorum","Herbarium",1000,NA,"CD",NA,"Czechia"
"1374","Charleston Museum",-95.3807,29.7102,"Charleston","USA",NA,"indexherbariorum","Herbarium",10,NA,"automatic",NA,"United States"
"1375","Charleston Museum",-95.3807,29.7102,"Charleston","USA",NA,"grbioorg","Museum",10,NA,"automatic",NA,"United States"
"1376","Charleston Museum",-95.3807,29.7102,NA,"USA",NA,"grbioorg","Museum",10,NA,"automatic",NA,"United States"
"1377","Charleston Southern University",-80.0729,32.9835,NA,"USA","9200 University Boulevard","indexherbariorum","Herbarium",1000,NA,"JA",NA,"United States"
"1378","Charnwood Museum",-1.2107,52.7708,"Loughborough","GBR",NA,"wikipedia","Museum",1000,NA,"CD",NA,"United Kingdom"
"1379","Charterhouse School Museum",-0.622,51.1966,"Godalming","GBR",NA,"indexherbariorum","Herbarium",1000,NA,"VZ",NA,"United Kingdom"
"1381","Cheboksary Branch of the Main Botanical Garden",NA,NA,"Cheboksary","RUS",NA,"BCGI","Botanic_garden",NA,NA,"VZ",NA,"Russia"
"1383","Chelmsford and Essex Museum",0.4636,51.7229,"Chelmsford","GBR",NA,"grbioorg","Museum",1000,NA,"AH",NA,"United Kingdom"
"1384","Chelmsford and Essex Museum, Chelmsford Borough Council",0.4419,51.7531,"Chelmsford","GBR",NA,"indexherbariorum","Herbarium",1000,NA,"VZ",NA,"United Kingdom"
"1385","Chelmsford Museum",0.4636,51.723,"Chelmsford","GBR",NA,"wikipedia","Museum",1000,NA,"CD",NA,"United Kingdom"
"1387","Chelsea Physic Garden",-0.1622,51.4847,"London","GBR",NA,"BCGI","Botanic_garden",10,NA,"automatic",NA,"United Kingdom"
"1388","Chelsea Physic Garden",-0.16235,51.48445,"London","GBR",NA,"BCGI","Botanic_garden",10,NA,"automatic",NA,"United Kingdom"
"1389","Chelsea Physic Garden, Society of Apothecaries",-0.1624,51.4844,"London","GBR",NA,"indexherbariorum","Herbarium",1000,NA,"VZ",NA,"United Kingdom"
"1390","Cheltenham Art Gallery and Museum",-2.078,51.9014,"Cheltenham","GBR",NA,"indexherbariorum","Herbarium",1000,NA,"CD",NA,"United Kingdom"
"1391","Cheltenham College",-2.07619,51.89209,"Cheltenham","GBR",NA,"indexherbariorum","Herbarium",10,NA,"automatic",NA,"United Kingdom"
"1392","Cheltenham College for Boys",-2.07619,51.89209,"Cheltenham","GBR",NA,"indexherbariorum","Herbarium",10,NA,"automatic",NA,"United Kingdom"
"1394","Cheltenham Grammar School",-2.11669,51.90691,"Cheltenham","GBR",NA,"indexherbariorum","Herbarium",10,NA,"automatic",NA,"United Kingdom"
"1395","Cheltenham Naturalists Association",-2.08541,51.89331,"Cheltenham","GBR",NA,"indexherbariorum","Herbarium",10,NA,"automatic",NA,"United Kingdom"
"1397","Chelyabinsk State Pedagogical University, Faculty of Natural Science and Technology, Department of Botany",61.4368,55.1644,"Chelyabinsk","RUS",NA,"indexherbariorum","Herbarium",10,NA,"automatic",NA,"Russia"
"1399","Chelyabinsk State University, Botanic Garden",61.4368,55.1644,"Chelyabinsk","RUS",NA,"indexherbariorum","Herbarium",10,NA,"automatic",NA,"Russia"
"1402","Chengdu College of Traditional Chinese Medicine",104.05722,30.65337,"Chengdu","CHN",NA,"indexherbariorum","Herbarium",10,NA,"automatic",NA,"China"
"1405","Chengdu Institute of Biology",104.09597,30.57835,"Chengdu","CHN","Fourth Block No 9, Ren Min Nan Lu (South People Road)","indexherbariorum","Herbarium",10,NA,"automatic",NA,"China"
"1407","Chernyshev Central Museum of Geological Explorations,Collections of the Department of Herpetology, Zoological Institute of the Russian Academy of Sciences",NA,NA,NA,"RUS",NA,"grbioorg","Museum",NA,NA,"MA",NA,"Russia"
"1408","Chester Zoo Gardens",-2.8851,53.2257,"Chester","GBR",NA,"BCGI","Botanic_garden",10,NA,"automatic",NA,"United Kingdom"
"1409","Chester Zoo Gardens",-2.8869,53.2285,"Chester","GBR",NA,"BCGI","Botanic_garden",10,NA,"automatic",NA,"United Kingdom"
"1410","Chester Zoo Gardens",-2.87929,53.22516,"Chester","GBR",NA,"BCGI","Botanic_garden",10,NA,"automatic",NA,"United Kingdom"
"1412","Chhatrapati Shivaji Maharaj Museum",72.8326,18.9269,NA,"IND",NA,"wikipedia","Museum",10,NA,"automatic",NA,"India"
"1413","Chhatrapati Shivaji Maharaj Museum",72.8326,18.9268,NA,"IND",NA,"wikipedia","Museum",10,NA,"automatic",NA,"India"
"1415","Chiang Mai University s Geological Museum",98.9768,18.8107,"Chiang Mai","THA",NA,"wikipedia","Museum",1000,NA,"CD",NA,"Thailand"
"1416","Chiang Mai University, Faculty of Pharmacy",98.96545,18.79033,"Chiang Mai","THA","Sutep Road","indexherbariorum","Herbarium",10,NA,"automatic",NA,"Thailand"
"1417","Chiang Mai University, Faculty of Science, Department of Biology",98.9562,18.8076,"Muang Chiang Mai District","THA","239 Huaykaew Rd","indexherbariorum","Herbarium",1000,NA,"RS",NA,"Thailand"
"1419","Chiba University, Faculty of Horticulture",139.9015,35.7764,"Matsudo","JPN",NA,"indexherbariorum","Herbarium",1000,NA,"CD",NA,"Japan"
"1425","Chicago Academy of Sciences and its Peggy Notebaert Nature Museum, Collections",-87.6354,41.9269,"Chicago","USA",NA,"indexherbariorum","Herbarium",1000,NA,"CD",NA,"United States"
"1427","Chicago Botanic Garden",-87.7886,42.1452,"Glencoe","USA",NA,"BCGI","Botanic_garden",10,NA,"automatic",NA,"United States"
"1428","Chicago Botanic Garden",-87.78944,42.14907,"Glencoe","USA",NA,"BCGI","Botanic_garden",10,NA,"automatic",NA,"United States"
"1429","Chicago Botanic Garden, Research Department",-87.7894,42.1491,"Chicago","USA",NA,"indexherbariorum","Herbarium",1000,NA,"JA",NA,"United States"
"1430","Chichester District Museum",-0.78119,50.83738,"Chichester","GBR",NA,"indexherbariorum","Herbarium",10,NA,"automatic",NA,"United Kingdom"
"1432","Chilean National Museum of Natural History",-70.6816,-33.4419,"Santiago","CHL",NA,"wikipedia","Museum",1000,NA,"CD",NA,"Chile"
"1443","China Pharmaceutical University",118.9091,31.8999,"Nanjing","CHN",NA,"indexherbariorum","Herbarium",10,NA,"automatic",NA,"China"
"1444","China Pharmaceutical University",118.77875,32.07214,"Nanjing","CHN",NA,"indexherbariorum","Herbarium",10,NA,"automatic",NA,"China"
"1447","Chinese Academy of Agricultural Sciences, Institute of Vegetables and Flowers",116.3318,39.964,"Beijing","CHN",NA,"indexherbariorum","Herbarium",10,NA,"automatic",NA,"China"
"1450","Chinese Academy of Forestry, Institute of Forestry",116.34545,40.00128,"Beijing","CHN",NA,"indexherbariorum","Herbarium",10,NA,"automatic",NA,"China"
"1451","Chinese Academy of Medical Science",116.4104,39.9123,"Beijing","CHN",NA,"indexherbariorum","Herbarium",1000,NA,"JA",NA,"China"
"1456","Chinese Academy of Sciences, Institute of Microbiology",116.3835,40.0041,"Beijing","CHN","1 Beichenxilu, Chaoyang District","indexherbariorum","Herbarium",10,NA,"automatic",NA,"China"
"1461","Chinese University of Hong Kong, Biology Department",NA,NA,"Hong Kong","CHN",NA,"indexherbariorum","Herbarium",NA,NA,"JA",NA,"China"
"1464","Chinzombo Research Stationtional Parks and Wildlife Service, Chinzombo Wildlife Research Station",NA,NA,"Mfuwe","ZMB","Off Mfuwe-Nyamaluma Road","indexherbariorum","Herbarium",NA,NA,"VZ",NA,"Zambia"
"1468","Chongqing Botanical Garden",106.3848,29.8338,"Chongqing","CHN",NA,"indexherbariorum","Herbarium",10,NA,"automatic",95689,"China"
