order,source,family,family.obs,full.name1,tdwg.name
370,huh,Asteraceae,NA,Carlos A. Sala,"Sala, C.A."
371,huh,Asteraceae,NA,Carlos A. Sala,"Sala, C.S."
372,huh,Asteraceae,Madiinae,Gerald D. Carr,"Carr, G.D."
373,huh,Asteraceae,NA,María Micaela Cerana,"Cerana, M.M."
374,huh,Asteraceae,NA,Kenton Lee Chambers,"Chambers, K.L."
375,huh,Asteraceae,"Lasthenia, Arctoteae, Liabeae, Mutisieae, Vernonieae",Raymund Chan,"Chan, R."
376,huh,Asteraceae,NA,Charles Bixler Heiser,"Heiser, C.B."
377,huh,Polygonaceae,NA,Mohammad Nazeer Chaudhri,"Chaudhri, M.N."
378,huh,Asteraceae,NA,Feng-hwai Chen,"Chen, F."
379,huh,Rhamnaceae,NA,Yi-Ling Chen,"Chen, Y."
380,huh,Podocarpaceae,NA,Christopher John Quinn,"Quinn, C.J."
381,huh,Asteraceae,NA,Clyde Robert Dunlop,"Dunlop, C.R."
382,huh,Asteraceae,NA,Jorge Victor Crisci,"Crisci, J.V."
383,huh,Asteraceae,NA,Daniel Alejandro Giuliano,"Giuliano, D.A."
384,huh,Asteraceae,NA,Daniel Alejandro Giuliano,"Guiliano, D.A."
385,huh,Asteraceae,NA,Dana Adrian York,"York, D.A."
386,huh,Asteraceae,NA,Dale E. Johnson,"Johnson, D.E."
387,huh,Asteraceae,NA,David G. Lloyd,"Lloyd, D.G."
388,huh,Asteraceae,NA,David J. Keil,"Keil, D.J."
389,huh,Asteraceae,NA,Da-ji Liu,"Liu, D."
390,huh,Asteraceae,NA,David John Nicholas Hind,"Hind, D.J.N."
391,huh,Cactaceae,NA,Donald John Pinkava,"Pinkava, D.J."
392,huh,Asteraceae,NA,Debra Kay Trock,"Trock, D.K."
393,huh,Asteraceae,NA,Donald L. Sanders,"Sanders, D.L."
394,huh,Asteraceae,NA,Dorothea Louise Schulz,"Schulz, D.L."
395,huh,Boraginaceae,NA,Dariya Nikitichna Dobroczajeva,"Dobroczajeva, D.N."
396,huh,Boraginaceae,NA,Dariya Nikitichna Dobroczajeva,"Dobroczajeva-Kovalczuk, D.N."
397,huh,Asteraceae,NA,Dennis P. Stimart,"Stimart, D.P."
398,huh,Asteraceae,NA,David R. Morgan,"Morgan, D.R."
399,huh,Asteraceae,NA,William Stanley Davis,"Davis, W.S."
400,huh,Asteraceae,NA,Flavia Fuchs de Jesus,"Jesus, F.F."
401,huh,Asteraceae,NA,Dennis J. Loockerman,"Loockerman, D.J."
402,huh,Asteraceae,NA,Santiago Diaz Piedrahita,"Piedrahita, S.D."
403,huh,Asteraceae,NA,Michael O. Dillon,"Dillon, M.O."
404,huh,Asteraceae,NA,Seyyedeh Bahereh Djavadi,"Djavadi, S.B."
405,huh,Asteraceae,NA,Donald William Kyhos,"Kyhos, D.W."
406,huh,Asteraceae,NA,William John Dress,"Dress, W.J."
407,huh,Poaceae,NA,Oljga N. Dubovik,"Dubovik, O.N."
408,huh,Asteraceae,NA,H. Duistermaat,"Duistermaat, H."
409,huh,Asteraceae,NA,Franz-Georg Dunkel,"Dunkel, F."
410,huh,Asteraceae,NA,Franz-Georg Dunkel,"Dunkel, F.G."
411,huh,Asteraceae,NA,Edwin Burnell Smith,"Smith, E.B."
412,huh,Asteraceae,NA,Edward E. Schilling,"Schilling, E.E."
413,huh,Asteraceae,NA,E. Ezcurra,"Ezcurra, E."
414,huh,Saxifragaceae,NA,Ezechiel Jules Remy,"Remy, E.J."
415,huh,Asteraceae,NA,Edward L. Richards,"Richards, E.L."
416,huh,Asteraceae,NA,Elisa Margarita Petenatti,"Petenatti, E.M."
417,huh,Ericaceae,NA,Steven Earl Clemants,"Clemants, S.E."
418,huh,Asteraceae,NA,E. N. Zdorovjeva,"Zdorovjeva, E.N."
419,huh,Asteraceae,NA,E. N. Zdorovjeva,"Zdorov'eva, E.N."
420,huh,Asteraceae,NA,Eckhard von Raab-Straube,"Raab-Straube, E."
421,huh,Asteraceae,NA,Elena Wiebe,"Wiebe, E."
422,huh,Asteraceae,NA,Robert Ike Ediger,"Ediger, R.I."
423,huh,Asteraceae,NA,Knut Egerod,"Egerod, K."
424,huh,Asteraceae,NA,Helena Eklund,"Eklund, H."
425,huh,Asteraceae,NA,Gamal El-Ghazaly,"El-Ghazaly, G."
426,huh,Asteraceae,NA,Majid Eskandari,"Eskandari, M."
427,huh,Asteraceae,NA,Eva Hedwig Ingeborg Potztal,"Potztal, E.H.I."
428,huh,Poaceae,NA,Joy Everett,"Everett, J."
429,huh,Asteraceae,NA,Frank Fusiak,"Fusiak, F."
430,huh,Asteraceae,NA,Frank H. Hellwig,"Hellwig, F.H."
431,huh,Asteraceae,NA,Francine Houle,"Houle, F."
432,huh,Asteraceae,NA,Francisco Marquez Garcia,"Garcia, F.M."
433,huh,Asteraceae,NA,Fred Russell Ganders,"Ganders, F.R."
434,huh,Asteraceae,NA,Frank Theodore McFarland,"Mcfarland, F.T."
435,huh,Asteraceae,NA,Frank Theodore McFarland,"Macfarland, F.T."
436,huh,Asteraceae,NA,Walter Zachariah Faust,"Faust, W.Z."
437,huh,Asteraceae,NA,Viera Ferakova,"Ferakova, V."
438,huh,Asteraceae,NA,Ramón Alejandro Ferreyra,"Ferreyra, R.A."
439,huh,Asteraceae,NA,Ramón Alejandro Ferreyra,"Ferreyra Huerta, R.A."
440,huh,Asteraceae,NA,N. S. Filatova,"Filatova, N.S."
441,huh,Asteraceae,NA,Roy Franzén,"Franzen, R."
442,huh,Asteraceae,NA,Victoria Ann Funk,"Funk, V.A."
443,huh,Asteraceae,NA,Gerald Bruce Ownbey,"Ownbey, G.B."
444,huh,Asteraceae,NA,Guy Lane Nesom,"Nesom, G.L."
445,huh,Asteraceae,NA,Guy Lane Nesom,"Nesom, G.L.K."
446,huh,Asteraceae,NA,Gina Paola Mendez,"Mendez, G.P."
447,huh,Asteraceae,NA,Gina Paola Mendez,"Mendez-Ramirez, G.P."
448,huh,Asteraceae,NA,Gregory Scott McKee,"Mckee, G.S."
449,huh,Asteraceae,NA,Gisela Sancho,"Sancho, G."
450,huh,Asteraceae,NA,Gerald Vernon Pope,"Pope, G.V."
451,huh,Asteraceae,NA,Gerhard Wagenitz,"Wagenitz, G."
452,huh,Cyclanthaceae,NA,Gunnar Wilhelm Harling,"Harling, G.W."
453,huh,Cyclanthaceae,NA,Gunnar Wilhelm Harling,"Harling, G."
454,huh,Asteraceae,Senecio,G. Yu. Konechnaya,"Konechnaya, G.Y."
455,huh,Asteraceae,NA,Lulu Odell Gaiser,"Gaiser, L.O."
456,huh,Asteraceae,NA,Kancheepuram Natarajan Gandhi,"Gandhi, K.N."
457,huh,Asteraceae,NA,José D. García Pérez,"Perez, J.D.G."
458,huh,Asteraceae,NA,Gene Stanley Van Horn,"Horn, G.S.V."
459,huh,Asteraceae,NA,Georgy A. Lazkov,"Lazkov, G.A."
460,huh,Asteraceae,NA,Ghebrehiwet Medhanie,"Medhanie, G."
461,huh,Asteraceae,NA,S. Gould,"Gould, S."
462,huh,Asteraceae,NA,Hans Rudolph Jurke Grau,"Grau, H.R.J."
463,huh,Asteraceae,NA,William Sm. Gruezo,"Gruezo, W.S."
464,huh,Asteraceae,NA,Hongya Gu,"Hongya, G."
465,huh,Asteraceae,NA,Walter Gutermann,"Gutermann, W."
466,huh,Asteraceae,NA,Harold Ernest Robinson,"Robinson, H.E."
467,huh,Asteraceae,NA,Hiroshige Koyama,"Koyama, H."
468,huh,Asteraceae,NA,H. Meusel,"Meusel, H."
469,huh,Asteraceae,NA,H. Ohle,"Ohle, H."
470,huh,Asteraceae,NA,Heiko Schumacher,"Schumacher, H."
471,huh,Asteraceae,NA,Hans Walter Lack,"Lack, H.W."
472,huh,Fabaceae,NA,Peter Hanelt,"Hanelt, P."
473,huh,Sparganiaceae,NA,Vernon Lee Harms,"Harms, V.L."
474,huh,Asteraceae,NA,Neil A. Harriman,"Harriman, N.A."
475,huh,Apiaceae,NA,Ronald Lee Hartman,"Hartman, R.L."
476,huh,Asteraceae,NA,Starri Heidmarsson,"Heidmarsson, S."
477,huh,Asteraceae,NA,Oriane Hidalgo,"Hidalgo, O."
478,huh,Ranunculaceae,NA,Walter Huber,"Huber, W."
479,huh,Asteraceae,NA,Juan Héctor Hunziker,"Hunziker, J.H."
480,huh,Asteraceae,NA,Ivan Ivanovic Martinov,"Martinov, I.I."
481,huh,Asteraceae,NA,Modest Mikhailovich Iljin,"Iljin, M.M."
482,huh,Asteraceae,NA,Modest Mikhailovich Iljin,"Ilin, M.M."
483,huh,Asteraceae,NA,Iréne Till-Bottraud,"Till-Bottraud, I."
484,huh,Asteraceae,NA,Moses A. Isawumi,"Isawumi, M.A."
485,huh,Nymphaeaceae,NA,Motomi Ito,"Ito, M."
486,huh,Asteraceae,NA,James A. Neilson,"Neilson, J.A."
487,huh,Asteraceae,NA,James A. Neilson,"Neilson Junior, J.A."
488,huh,Asteraceae,NA,Jennifer Alane Tate,"Tate, J.A."
489,huh,Asteraceae,NA,José Angel Villarreal-Quintanilla,"Villarreal-Quintanilla, J.A."
490,huh,Asteraceae,NA,John C. La Duke,"Duke, J.C.L."
491,huh,Asteraceae,NA,J. D. Jackson,"Jackson, J.D."
492,huh,Asteraceae,NA,John Francis Pruski,"Pruski, J.F."
493,huh,Asteraceae,NA,John J. Skvarla,"Skvarla, J.J."
494,huh,Caryophyllaceae,NA,John Kenneth Morton,"Morton, J.K."
495,huh,Juncaceae,NA,Jan Kirschner,"Kirschner, J."
496,huh,Asteraceae,NA,Jose Luis Panero,"Panero, J.L."
497,huh,Asteraceae,NA,John Lance Strother,"Strother, J.L."
498,huh,Asteraceae,NA,José Luis Tapia,"Tapia, J.L."
499,huh,Asteraceae,NA,José Luis Villaseñor,"Villasenor, J.L."
500,huh,Asteraceae,NA,Jackie M. Poole,"Poole, J.M."
501,huh,Asteraceae,NA,Josephine M. Ward,"Ward, J.M."
502,huh,Asteraceae,NA,Jimi Naoki Nakajima,"Nakajima, J.N."
503,huh,Asteraceae,NA,John S. Olsen,"Olsen, J.S."
504,huh,Asteraceae,Vernonieae,João Semir,"Semir, J."
505,huh,Trapaceae,NA,Jerzy Staszkiewicz,"Staszkiewicz, J."
506,huh,Asteraceae,NA,João Ubiratan Moreira dos Santos,"Santos, J.U.M."
507,huh,Papaveraceae,NA,Joachim W. Kadereit,"Kadereit, J.W."
508,huh,Asteraceae,NA,Raymond Carl Jackson,"Jackson, R.C."
509,huh,Asteraceae,NA,Robert K. Jansen,"Jansen, R.K."
510,huh,Asteraceae,NA,Johanne Maad,"Maad, J."
511,huh,Asteraceae,NA,John G. Stutts,"Stutts, J.G."
512,huh,Asteraceae,NA,Raymond John Taylor,"Taylor, R.J."
513,huh,Asteraceae,NA,Raymond John Taylor,"Taylor, J."
514,huh,Asteraceae,NA,Miles F. Johnson,"Johnson, M.F."
515,huh,Asteraceae,NA,Jonas Niklasson,"Niklasson, J."
516,huh,Asteraceae,NA,Ronald L. Jones,"Jones, R.L."
517,huh,Asteraceae,NA,Kittie Lucille Parker,"Parker, K.L."
518,huh,Asteraceae,NA,Kuniaki Watanabe,"Watanabe, K."
519,huh,Asteraceae,NA,Mari Källersjö,"Kallersjo, M."
520,huh,Asteraceae,NA,Per-Ola Karis,"Karis, P."
521,huh,Asteraceae,NA,Per-Ola Karis,"Karis, P.O."
522,huh,Brassicaceae,NA,Quentin Oliver Newton Kay,"Kay, Q.O.N."
523,huh,Asteraceae,NA,Norbert Kilian,"Kilian, N."
524,huh,Asteraceae,NA,Robert Merrill King,"King, R.M."
525,huh,Asteraceae,NA,Moisey Elevich Kirpicznikov,"Kirpicznikov, M.E."
526,huh,Asteraceae,NA,Moisey Elevich Kirpicznikov,"Kirpichnikov, M.E."
527,huh,Asteraceae,NA,Siro Kitamura,"Kitamura, S."
528,huh,Fabaceae,NA,Ljubov I. Krytzka,"Krytzka, L.I."
529,huh,Fabaceae,NA,Ljubov I. Krytzka,"Kritska, L.I."
530,huh,Asteraceae,Scorzonerae,Schuschana Ilyinichna Kuthatheladze,"Kuthatheladze, S.I."
531,huh,Asteraceae,NA,Ludwig J. Triest,"Triest, L.J."
532,huh,Asteraceae,NA,Warren F. Lamboy,"Lamboy, W.F."
533,huh,Asteraceae,NA,Warren F. Lamboy,"Lamboy, W.F."
534,huh,Asteraceae,NA,Nicholas S. Lander,"Lander, N.S."
535,huh,Asteraceae,NA,Meredith A. Lane,"Lane, M.A."
536,huh,Asteraceae,NA,Nadina Laurent,"Laurent, N."
537,huh,Asteraceae,NA,Yeou-Ruen Ling,"Ling, Y."
538,huh,Asteraceae,NA,Yeou-Ruen Ling,"Yeou-Ruen ling, Y.R.L."
539,huh,Asteraceae,NA,Yong Ling,"Ling, Y."
540,huh,Asteraceae,NA,Sergej Julievitsch Lipschitz,"Lipschitz, S.J."
541,huh,Asteraceae,NA,Shang-wu Liu,"Liu, S."
542,huh,Asteraceae,NA,Loren H. Rieseberg,"Rieseberg, L.H."
543,huh,Asteraceae,NA,Timothy Kemper Lowrey,"Lowrey, T.K."
544,huh,Asteraceae,NA,Roger Lundin,"Lundin, R."
545,huh,Asteraceae,NA,Mark Allen Wetter,"Wetter, M.A."
546,huh,Asteraceae,NA,M. Fernando Zermoglio,"Zermoglio, M.F."
547,huh,Amaryllidaceae,NA,Armando Theodoro Hunziker,"Hunziker, A.T."
548,huh,Asteraceae,NA,Marcelo Monge,"Monge, M."
549,huh,Tamaricaceae,NA,Mohammad Qaiser,"Qaiser, M."
550,huh,Asteraceae,NA,Mara Rejane Ritter,"Ritter, M.R."
551,huh,Asteraceae,NA,Mehmet Sagiroglu,"Sagiroglu, M."
552,huh,Asteraceae,NA,Milan Smalla,"Smalla, M."
553,huh,Asteraceae,NA,Nanda F. Fleming MacLeish,"Macleish, N.F.F."
554,huh,Asteraceae,NA,Steffen Matezki,"Matezki, S."
555,huh,Asteraceae,NA,Nelson Ivo Matzenbacher,"Matzenbacher, N.I."
556,huh,Asteraceae,NA,Thomas E. Melchert,"Melchert, T.E."
557,huh,Asteraceae,NA,Reinaldo Monteiro,"Monteiro, R."
558,huh,Poaceae,NA,Nikolai Nikolaievich Tzvelev,"Tzvelev, N.N."
559,huh,Asteraceae,NA,Nélida Soria,"Soria, N."
560,huh,Asteraceae,NA,Nadia Roque,"Roque, N."
561,huh,Asteraceae,NA,Olga Vladimirovna Tscherneva,"Tscherneva, O.V."
562,huh,Asteraceae,NA,Olga Vladimirovna Tscherneva,"Czerneva, O.B."
563,huh,Asteraceae,NA,O. Yu Umanets,"Umanets, O.Y."
564,huh,Caryophyllaceae,NA,Peter Derek Sell,"Sell, P.D."
565,huh,Ericaceae,NA,Paul Davidson Sorensen,"Sorensen, P.D."
566,huh,Asteraceae,NA,Paul Van Faasen,"Faasen, P.V."
567,huh,Asteraceae,NA,Paul Van Faasen,"Vanfaasen, P."
568,huh,Asteraceae,NA,Paul Van Faasen,"Faasen, P."
569,huh,Asteraceae,NA,Paul Graham Wilson,"Wilson, P.G."
570,huh,Asteraceae,NA,Willard William Payne,"Payne, W.W."
571,huh,Asteraceae,NA,Willard William Payne,"Payen, W.W."
572,huh,Asteraceae,NA,Rita de Cassia A. Pereira,"Pereira, R.C.A."
573,huh,Asteraceae,NA,Peter J. Salamun,"Salamun, P.J."
574,huh,Asteraceae,NA,Richard W. Pippen,"Pippen, R.W."
575,huh,Poaceae,NA,Robert John Soreng,"Soreng, R.J."
576,huh,Asteraceae,NA,Roland P. Roberts,"Roberts, R.P."
577,huh,Asteraceae,NA,R. Raghavendra Rao,"Rao, R.R."
578,huh,Asteraceae,NA,Robin R. Roseman,"Roseman, R.R."
579,huh,Asteraceae,NA,R. R. Venkata Raju,"Raju, R.R.V."
580,huh,Asteraceae,NA,Vanessa Lopes Rivera,"Rivera, V.L."
581,huh,Asteraceae,NA,Robert M. Vogt,"Vogt, R.M."
582,huh,Asteraceae,NA,Scot D. Sundberg,"Sundberg, S.D."
583,huh,Asteraceae,NA,Scot D. Sundberg,"Sundberg, S."
584,huh,Asteraceae,NA,Salvador Talavera,"Talavera, S."
585,huh,Asteraceae,NA,Xian-Sheng Shen,"Shen, X."
586,huh,Asteraceae,NA,Tod Falor Stuessy,"Stuessy, T.F."
587,huh,Sapotaceae,NA,Ulf Swenson,"Swenson, U."
588,huh,Urticaceae,NA,Tetsukazu Yahara,"Yahara, T."
589,huh,Asteraceae,NA,Tesira Sigrid Tombesi,"Tombesi, T.S."
590,huh,Asteraceae,NA,Vadim Nikolaevich Tikhomirov,"Tikhomirov, V.N."
591,huh,Asteraceae,NA,Yung-chien Tseng,"Tseng, Y."
592,huh,Asteraceae,NA,Xiao-Ping Zhang,"Zhang, X."
593,huh,Asteraceae,NA,John Cameron Semple,"Semple, J.C."
594,huh,Dioscoreaceae,NA,Anthony H. M. Jayasuriya,"Jayasuriya, A.H.M."
595,huh,Fabaceae,NA,Bernice Giduz Schubert,"Schubert, B.G."
596,huh,Begoniaceae,NA,Kathleen Burt-Utley,"Burt-Utley, K."
597,huh,Begoniaceae,NA,Cheng yih Wu,"Cheng, Y.W."
598,huh,Begoniaceae,NA,Cheng yih Wu,"Wu, C.Y."
599,huh,Rosaceae,NA,Tsue-chih Ku,"Tsue-Chih, K."
600,huh,Rosaceae,NA,Tsue-chih Ku,"Cuizhi, G."
601,huh,Begoniaceae,NA,Shu-Hua Huang,"Huang, S."
602,huh,Begoniaceae,NA,Jorge Calzado Sierra,"Sierra, J.C."
603,huh,Begoniaceae,NA,Jorge Calzado Sierra,"Jorge Sierra, J.S.C."
604,huh,Begoniaceae,NA,Ruth Kiew,"Kiew, R."
605,huh,Begoniaceae,NA,Marc Simon Maria Sosef,"Sosef, M.S.M."
606,huh,Begoniaceae,NA,Martin Jonathan Southgate Sands,"Sands, M.J.S."
607,huh,Begoniaceae,NA,Ruth C. Smith,"Smith, R.C."
608,huh,Berberidaceae,NA,Leslie Walter Allen Ahrendt,"Ahrendt, L.W.A."
609,huh,Berberidaceae,NA,Shi-ying Bao,"Bao, S."
610,huh,Berberidaceae,NA,Guo-hou Liu,"Liu, G."
611,huh,Ranunculaceae,NA,Pei-ken Hsiao,"Hsiao, P."
612,huh,Berberidaceae,NA,Kazuo Suzuki,"Suzuki, K."
613,huh,Berberidaceae,NA,Tsun-shen Ying,"Ying, T."
614,huh,Berberidaceae,NA,Tsun-shen Ying,"Ying, T.S."
615,huh,Salicaceae,NA,Alexei Konstantinovich Skvortsov,"Skvortsov, A.K."
616,huh,Betulaceae,NA,En-wei Ma,"En-Wei, M."
617,huh,Betulaceae,NA,John J. Furlow,"Furlow, J.J."
618,huh,Aizoaceae,NA,Leena Phuphathanaphong,"Phuphathanaphong, L."
619,huh,Betulaceae,NA,Pei-Chun Li,"Pei-Chun, L."
620,huh,Betulaceae,NA,Pei-Chun Li,"Pei-Chun li, L.P."
621,huh,Bignoniaceae,NA,Alwyn Howard Gentry,"Gentry, A.H."
622,huh,Bignoniaceae,NA,D. Albert,"Albert, D."
623,huh,Bignoniaceae,NA,Marco Antonio Assis,"Assis, M.A."
624,huh,Myrtaceae,NA,Carolyn Elinore Barnes Proenca,"Proenca, C.E.B."
625,huh,Myrtaceae,NA,Carolyn Elinore Barnes Proenca,"Proenca, C."
626,huh,Bignoniaceae,NA,De-ding Tao,"Tao, D."
627,huh,Bignoniaceae,NA,Susan Oviatt Grose,"Grose, S.O."
628,huh,Bignoniaceae,NA,Susan Oviatt Grose,"Heydler, S.G."
629,huh,Ophioglossaceae,NA,Warren Douglas Hauk,"Hauk, W.D."
630,huh,Bignoniaceae,NA,Italo de Vattimo,"Vattimo, I."
631,huh,Bignoniaceae,NA,Miriam Kaehler,"Kaehler, M."
632,huh,Bignoniaceae,NA,Yong (Yung) Shan Lian,"Lian, Y.S."
633,huh,Aceraceae,NA,Thawatchai Santisuk,"Santisuk, T."
634,huh,Bignoniaceae,NA,Veridiana Vizoni Scudeller,"Scudeller, V.V."
635,huh,Cyperaceae,NA,Fátima Mereles,"Mereles, F."
636,huh,Cyperaceae,NA,Fátima Mereles,"Mereles H., Maria Fatima"
637,huh,Polemoniaceae,NA,August Brand,"Brand, A."
638,huh,Boraginaceae,NA,Arto Kurtto,"Kurtto, A."
639,huh,Boraginaceae,NA,Allison W. Cusick,"Cusick, A.W."
640,huh,Boraginaceae,NA,Benito Valdés,"Valdes, B."
641,huh,Boraginaceae,NA,Benito Valdés,"Castrillon, B.V."
642,huh,Boraginaceae,NA,Gianluigi Bacchetta,"Bacchetta, G."
643,huh,Boraginaceae,NA,Santi Pada Banerjee,"Banerjee, S.P."
644,huh,Boraginaceae,NA,Massimo Bigazzi,"Bigazzi, M."
645,huh,Boraginaceae,NA,Ching-jui Wang,"Wang, C."
646,huh,Boraginaceae,NA,Ching-jui Wang,"Ching-Jui wang, W.C."
647,huh,Boraginaceae,NA,C. von Friesen,"Friesen, C."
648,huh,Boraginaceae,NA,C. von Friesen,Cfriesen
649,huh,Boraginaceae,NA,Ge-lin(g) Chu,"Chu, G."
650,huh,Boraginaceae,NA,Dorothy L. Nash,"Nash, D.L."
651,huh,Boraginaceae,NA,Teresa Emil Di Fulvio,"Fulvio, T.E.D."
652,huh,Boraginaceae,NA,Enrico Sampaio Martins,"Martins, E.S."
653,huh,Boraginaceae,NA,Javier Estrada,"Estrada, J."
654,huh,Boraginaceae,NA,Javier Estrada,"Estrada Sanchez, J."
655,huh,Boraginaceae,NA,Federico Selvi,"Selvi, F."
656,huh,Boraginaceae,NA,Michael W. Frohlich,"Frohlich, M.W."
657,huh,Boraginaceae,NA,Larry C. Higgins,"Higgins, L.C."
658,huh,Boraginaceae,NA,Ramona-Elena Irimia,"Irimia, R."
659,huh,Boraginaceae,NA,Jeffrey L. Strachan,"Strachan, J.L."
660,huh,Boraginaceae,NA,Jing-quan Wang,"Wang, J."
661,huh,Boraginaceae,NA,James Spencer Miller,"Miller, J.S."
662,huh,Boraginaceae,NA,James Spencer Miller,"Miller, J."
663,huh,Boraginaceae,NA,Luciana Mautone,"Mautone, L."
664,huh,Boraginaceae,NA,Yu-lan Liu,"Liu, Y."
665,huh,Boraginaceae,NA,Román L. Peréz-Moreau,"Perez-Moreau, R.L."
666,huh,Boraginaceae,NA,Román L. Peréz-Moreau,"Moreau, R.L.P."
667,huh,Sterculiaceae,NA,Neusa Taroda Ranga,"Taroda, N."
668,huh,Primulaceae,NA,Yasin J. Nasir,"Nasir, Y.J."
669,huh,Boraginaceae,NA,Tamara Nikitichna Popova,"Popova, T.N."
670,huh,Ranunculaceae,NA,Wen-Tsai Wang,"Wang, W."
671,huh,Ranunculaceae,NA,Wen-Tsai Wang,"Wang, W.T."
672,huh,Brassicaceae,NA,Anthony G. Miller,"Miller, A.G."
673,huh,Brassicaceae,NA,Alexandr L. Ebel,"Ebel, A.L."
674,huh,Brassicaceae,NA,Anibal Oscar Prina,"Prina, A.O."
675,huh,Brassicaceae,NA,Adolf Polatschek,"Polatschek, A."
676,huh,Brassicaceae,NA,Adelaide Louise Stork,"Stork, A.L."
677,huh,Brassicaceae,NA,Ihsan Ali Al-Shehbaz,"Al-Shehbaz, I.A."
678,huh,Brassicaceae,NA,K. Arai,"Arai, K."
679,huh,Brassicaceae,NA,Ben R. Grady,"Grady, B.R."
680,huh,Brassicaceae,NA,C. Donovan Bailey,"Bailey, C.D."
681,huh,Brassicaceae,NA,G. Baillargeon,"Baillargeon, G."
682,huh,Brassicaceae,NA,Francois Marius Barneoud,"Barneoud, F.M."
683,huh,Brassicaceae,NA,Bengt Edvard Jonsell,"Jonsell, B.E."
684,huh,Brassicaceae,NA,Osvaldo Boelcke,"Boelcke, O."
685,huh,Brassicaceae,NA,Chang Chi Yuan,"Yuan, C.C."
686,huh,Brassicaceae,NA,Chang-qi Yuan,"Yuan, C."
687,huh,Amaryllidaceae,NA,Scott Ogden,"Ogden, S."
688,huh,Brassicaceae,NA,Dmitry A. German,"German, D.A."
689,huh,Brassicaceae,NA,Ding-Cheng Zhang,"Zhang, D."
690,huh,Brassicaceae,NA,V. I. Dorofeyev,"Dorofeyev, V.I."
691,huh,Brassicaceae,NA,Elias Landolt,"Landolt, E."
692,huh,Brassicaceae,NA,Eduardo Sobrino Vesperinas,"Vesperinas, E.S."
693,huh,Brassicaceae,NA,Friedrich Karl Meyer,"Meyer, F.K."
694,huh,Brassicaceae,NA,Fernand Jacquemoud,"Jacquemoud, F."
695,huh,Brassicaceae,NA,Gerald A. Mulligan,"Mulligan, G.A."
696,huh,Brassicaceae,NA,Guang Yang,"Yang, G."
697,huh,Brassicaceae,NA,Zoë Gowler,"Gowler, Z."
698,huh,Brassicaceae,NA,Rong-lin Guo,"Guo, R."
699,huh,Brassicaceae,NA,Peter Brian Heenan,"Heenan, P.B."
700,huh,Brassicaceae,NA,Milton Hopkins,"Hopkins, M."
701,huh,Brassicaceae,NA,Ivan Tikhonovich Vassilczenko,"Vassilczenko, I.T."
702,huh,Brassicaceae,NA,Linda A. Vorobik,"Vorobik, L.A."
703,huh,Brassicaceae,NA,Yong Zhen Lan,"Lan, Y.Z."
704,huh,Brassicaceae,NA,Marie Jordaan (Prins),"Prins, M."
705,huh,Polygonaceae,NA,Mauro Raffaelli,"Raffaelli, M."
706,huh,Brassicaceae,NA,Maria Cristina Romanczuk,"Romanczuk, M.C."
707,huh,Brassicaceae,NA,Pavol Martonfi,"Martonfi, P."
708,huh,Brassicaceae,NA,Zbigniew Mirek,"Mirek, Z."
709,huh,Poaceae,NA,O. D. Nikiforova,"Nikiforova, O.D."
710,huh,Brassicaceae,NA,Steve Lawrence O'Kane,"O'kane, S.L."
711,huh,Brassicaceae,NA,Otto Eugen Schulz,"Schulz, O.E."
712,huh,Brassicaceae,NA,Peter S. Wyse Jackson,"Jackson, P.S.W."
713,huh,Brassicaceae,NA,Patrick W. Sweeney,"Sweeney, P.W."
714,huh,Brassicaceae,NA,Robert Allen Price,"Price, R.A."
715,huh,Brassicaceae,NA,Reed Clark Rollins,"Rollins, R.C."
716,huh,Brassicaceae,NA,Sven E. Snogerup,"Snogerup, S.E."
717,huh,Brassicaceae,NA,Suzanne I. Warwick,"Warwick, S.I."
718,huh,Brunelliaceae,NA,Clara Inés Orozco,"Orozco, C.I."
719,huh,Cactaceae,NA,Arthur Charles Gibson,"Gibson, A.C."
720,huh,Lentibulariaceae,NA,Ambrose Nathaniel Henry,"Henry, A.N."
721,huh,Burseraceae,NA,Ventakesalu Chithra,"Chithra, V."
722,huh,Burseraceae,NA,Douglas C. Daly,"Daly, D.C."
723,huh,Burseraceae,NA,Jan Bevington Gillett,"Gillett, J.B."
724,huh,Combretaceae,NA,Jonathan Chukuemeka Okafor,"Okafor, J.C."
725,huh,Burseraceae,NA,Jan Johannes Swart,"Swart, J.J."
726,huh,Burseraceae,NA,María Cristina Martínez,"Martinez, M.C."
727,huh,Burseraceae,NA,María Cristina Martínez,"Martinez Habibe, M.C."
728,huh,Burseraceae,NA,Milagros Moncada Ferrera,"Ferrera, M.M."
729,huh,Burseraceae,NA,R. Pierlot,"Pierlot, R."
730,huh,Buxaceae,NA,Mien Cheng,"Cheng, M."
731,huh,Buxaceae,NA,Egon Koehler,"Koehler, E."
732,huh,Buxaceae,NA,Egon Koehler,"Kohler, E."
733,huh,Thymelaeaceae,NA,Ding Hou,"Hou, D."
734,huh,Cactaceae,NA,Alexander Borissovitch Doweld,"Doweld, A.B."
735,huh,Cactaceae,NA,Alwin Berger,"Berger, A."
736,huh,Cactaceae,NA,Adrian D. Luethy,"Luethy, A.D."
737,huh,Cactaceae,NA,Adrian D. Luethy,"Luthy, A.D."
738,huh,Cactaceae,NA,Adriana E. Hoffmann,"Hoffmann, A.E."
