order,source,family,family.obs,full.name1,tdwg.name
4665,huh,Primulaceae,NA,Sylvia Kelso,"Kelso, S."
4666,huh,Primulaceae,NA,Sylvia Kelso,"Kelso, T."
4667,huh,Primulaceae,NA,Sylvia Kelso,"Kelso, S."
4668,huh,Primulaceae,NA,Sylvia Kelso,"Kelso, S.T."
4669,huh,Primulaceae,NA,Sylvia Kelso,"Kelso, S."
4670,huh,Primulaceae,NA,Sylvia Kelso,"Kelso, T."
4671,huh,Primulaceae,NA,N. K. Kovtonyuk,"Kovtonyuk, N.K."
4672,huh,Primulaceae,NA,N. K. Kovtonyuk,"Kovtonjuk, N.K."
4673,huh,Theophrastaceae,NA,Lothar Lepper,"Lepper, L."
4674,huh,Primulaceae,NA,Lothar Lepper,"Lepper, L."
4675,huh,Proteaceae,NA,Donald Bruce Foreman,"Foreman, D.B."
4676,huh,Proteaceae,NA,Donald Bruce Foreman,"Foreman, D.B."
4677,huh,Viscaceae,NA,Hua-shing Kiu,"Kiu, H."
4678,huh,Viscaceae,NA,Hua-shing Kiu,"Qiu hua-Xing, H.K."
4679,huh,Rutaceae,NA,Ion James Muirhead Williams,"Williams, I.J.M."
4680,huh,Stilbaceae,NA,John Patrick Rourke,"Rourke, J.P."
4681,huh,Araliaceae,NA,V. M. Vinogradova,"Vinogradova, V.M."
4682,huh,Rhamnaceae,NA,Carsten Schirarend,"Schirarend, C."
4683,huh,Rhamnaceae,NA,Roberto D. Tortosa,"Tortosa, R.D."
4684,huh,Solanaceae,NA,Antonio Estevan (Esteves) Gonçalves,"Goncalves, A.E."
4685,huh,Rutaceae,NA,Wan-Cheung Ko,"Wan-Cheung, K."
4686,huh,Sonneratiaceae,NA,Wan-Cheung Ko,"Wan-Cheung, K."
4687,huh,Rosaceae,NA,András Terpó,"Terpo, A."
4688,huh,Theaceae,NA,Binggui Li,"Binggui, L."
4689,huh,Rosaceae,NA,Binggui Li,"Binggui, L."
4690,huh,Juncaceae,NA,Barbara Jean Ertter,"Ertter, B.J."
4691,huh,Rosaceae,NA,Barbara Jean Ertter,"Ertter, B.J."
4692,huh,Arecaceae,NA,Attila Borhidi,"Borhidi, A."
4693,huh,Vitaceae,NA,Chao-luan(g) Li,"Chao-Luan(g), L."
4694,huh,Vitaceae,NA,Chao-luan(g) Li,"Chaoluan, L."
4695,huh,Rosaceae,NA,Charles Sprague Sargent,"Sargent, C.S."
4696,huh,Rosaceae,NA,Karl Sigismund Kunth,"Kunth, K.S."
4697,huh,Rosaceae,NA,Karl Sigismund Kunth,"Sigismund, C."
4698,huh,Rosaceae,NA,Ethel Katherine Crum,"Crum, E.K."
4699,huh,Rosaceae,NA,Ethel Katherine Crum,"Crum, E.K."
4700,huh,Ranunculaceae,NA,Stefan Ericsson,"Ericsson, S."
4701,huh,Haloragaceae,NA,Stefan Ericsson,"Ericsson, S."
4702,huh,Rosaceae,NA,Nikolaj M. Fedoronczuk,"Fedoronczuk, N.M."
4703,huh,Arecaceae,NA,Andrew James Henderson,"Henderson, A.J."
4704,huh,Saxifragaceae,NA,Hideaki Ohba,"Ohba, H."
4705,huh,Rosaceae,NA,Hideaki Ohba,"Ohba, H."
4706,huh,Rosaceae,NA,L. S. Krassovskaja,"Krassovskaja, L.S."
4707,huh,Rosaceae,NA,L. S. Krassovskaja,"Krassovskaya, L.S."
4708,huh,Rosaceae,NA,Ling-ti (Di) Lu,"Ling-Ti, L."
4709,huh,Rosaceae,NA,Ling-ti (Di) Lu,"Lingdi, L."
4710,huh,Rosaceae,NA,S. Muqarrab Shah,"Shah, S.M."
4711,huh,Rosaceae,NA,S. Muqarrab Shah,"Shah, M."
4712,huh,Rosaceae,NA,Naohiro Naruhashi,"Naruhashi, N."
4713,huh,Ulmaceae,NA,Shou-Chuan Nie,"Nie, S."
4714,huh,Rosaceae,NA,Te-tsun Yü,"Te-Tsun, Y."
4715,huh,Rosaceae,NA,Te-tsun Yü,"Dejun, Y."
4716,huh,Rosaceae,NA,Te-tsun Yü,"Te-Tsun, Y."
4717,huh,Rosaceae,NA,Te-tsun Yü,"Dejun, Y."
4718,huh,Grimmiaceae,NA,Birgitta Bremer,"Bremer, B."
4719,huh,Arecaceae,NA,Rodrigo Bernal-Gonzalez,"Bernal-Gonzalez, R."
4720,huh,Arecaceae,NA,Rodrigo Bernal-Gonzalez,"Bernal Gonzalez, R."
4721,huh,Arecaceae,NA,Rodrigo Bernal-Gonzalez,"Bernal-Gonzalez, R."
4722,huh,Arecaceae,NA,Rodrigo Bernal-Gonzalez,"Bernal Gonzalez, R."
4723,huh,Arecaceae,NA,Rodrigo Bernal-Gonzalez,"Bernal-Gonzalez, R."
4724,huh,Rubiaceae,NA,Charlotte Morley Taylor,"Taylor, C.M."
4725,huh,Rubiaceae,NA,Charlotte Morley Taylor,"Taylor, C.M."
4726,huh,Rubiaceae,NA,Camilla Rose Huxley,"Huxley, C.R."
4727,huh,Grossulariaceae,NA,Clement W. Hamilton,"Hamilton, C.W."
4728,huh,Styracaceae,NA,Tao Chen,"Chen, T."
4729,huh,Styracaceae,NA,Tao Chen,"Chen, C.T."
4730,huh,Arecaceae,Aiphanes,Finn Borchsenius,"Borchsenius, F."
4731,huh,Rubiaceae,NA,Rocio del Pilar Cortés-Ballen,"Cortes-Ballen, R.D.P."
4732,huh,Tiliaceae,NA,David A. Halford,"Halford, D.A."
4733,huh,Rubiaceae,NA,Debendra Bijoy Deb,"Deb, D.B."
4734,huh,Solanaceae,NA,Debendra Bijoy Deb,"Deb, D.B."
4735,huh,Rubiaceae,NA,Lauramay Tinsley Dempster,"Dempster, L.T."
4736,huh,Rubiaceae,NA,Lauramay Tinsley Dempster,"Dempster, L.T."
4737,huh,Rubiaceae,NA,Lauramay Tinsley Dempster,"Tinsley, N."
4738,huh,Rubiaceae,NA,John Duncan Dwyer,"Dwyer, J.D."
4739,huh,Rubiaceae,NA,John Duncan Dwyer,"Dwyer, J.D."
4740,huh,Rubiaceae,NA,John Duncan Dwyer,"Dwyer, J.D."
4741,huh,Rubiaceae,NA,Francisco G. Lorea-Hernández,"Lorea-Hernandez, F.G."
4742,huh,Rubiaceae,NA,Francisco G. Lorea-Hernández,"Lorea-Hernandez, F."
4743,huh,Rubiaceae,NA,Nobuyuki Fukuoka,"Fukuoka, N."
4744,huh,Rubiaceae,NA,Osia G. Gideon,"Gideon, O.G."
4745,huh,Fabaceae,Caesalpinioideae,Chao-fen Wei,"Wei, C."
4746,huh,Rubiaceae,NA,Jean-François Manen,"Manen, J."
4747,huh,Hydrangeaceae,NA,Chao-fen Wei,"Wei, C."
4748,huh,Ochnaceae,NA,Chao-fen Wei,"Wei, C."
4749,huh,Rubiaceae,NA,Yee Wen Low,"Low, Y.W."
4750,huh,Rubiaceae,NA,Stephen D. Manning,"Manning, S.D."
4751,huh,Rubiaceae,NA,Stephen D. Manning,"Manning, S."
4752,huh,Rubiaceae,NA,Seymour Hans Sohmer,"Sohmer, S.H."
4753,huh,Rubiaceae,NA,Seymour Hans Sohmer,"Sohmer, S.H."
4754,huh,Rutaceae,NA,Byron Wilson Pereira de Albuquerque,"Albuquerque, B.W.P."
4755,huh,Rutaceae,NA,Byron Wilson Pereira de Albuquerque,"Albuquerque, B.W.P."
4756,huh,Rutaceae,NA,Byron Wilson Pereira de Albuquerque,"Pereira De Albuquerque, B.W."
4757,huh,Rutaceae,NA,Byron Wilson Pereira de Albuquerque,"Albuquerque, B.W.P."
4758,huh,Rutaceae,NA,Byron Wilson Pereira de Albuquerque,"De Albuquerque, B.W.P."
4759,huh,Geraniaceae,NA,Chung-ming Tan,"Tan, C."
4760,huh,Rutaceae,NA,Quírico Jimenez Madrigal,"Madrigal, Q.J."
4761,huh,Rutaceae,NA,Quírico Jimenez Madrigal,"Madrigal, Q.J."
4762,huh,Rutaceae,NA,Quírico Jimenez Madrigal,"Madrigal, Q.J."
4763,huh,Rutaceae,NA,Quírico Jimenez Madrigal,"Jimenez, Q."
4764,huh,Rutaceae,NA,Ladislau Araújo Skorupa,"Skorupa, L.A."
4765,huh,Arecaceae,NA,Donald R. Hodel,"Hodel, D.R."
4766,huh,Arecaceae,NA,Donald R. Hodel,"Hodel, D.R."
4767,huh,Salicaceae,NA,Ramon Cuevas G.,"Ramon, C.G."
4768,huh,Salicaceae,NA,Rudolf Goerz,"Goerz, R."
4769,huh,Salicaceae,NA,Rudolf Goerz,"Gorz, R."
4770,huh,Sapindaceae,NA,Pedro Acevedo-Rodriguez,"Acevedo-Rodriguez, P."
4771,huh,Sapindaceae,NA,Pedro Acevedo-Rodriguez,"Acevedo San Martin, P."
4772,huh,Sapindaceae,NA,Pedro Acevedo-Rodriguez,"Acevedo-Rodriguez, P."
4773,huh,Sapindaceae,NA,Pedro Acevedo-Rodriguez,Acevedo-Rodriguez
4774,huh,Sapindaceae,NA,Pedro Acevedo-Rodriguez,"Acevedo-Rodriguez, P."
4775,huh,Sapindaceae,NA,Pedro Acevedo-Rodriguez,"Acevedo-Rodriguez, P."
4776,huh,Sapindaceae,NA,Pedro Acevedo-Rodriguez,"Acevedo, P."
4777,huh,Sapindaceae,NA,Pedro Acevedo-Rodriguez,"Acevedo-Rodriguez, P."
4778,huh,Sapindaceae,NA,Pedro Acevedo-Rodriguez,"Acevedo, P."
4779,huh,Sapindaceae,NA,Martin Wilhelm Callmander,"Callmander, M.W."
4780,huh,Sapindaceae,NA,David Stanley Seigler,"Seigler, D.S."
4781,huh,Sapindaceae,NA,María Silvia Ferrucci,"Ferrucci, M.S."
4782,huh,Sapindaceae,NA,María Silvia Ferrucci,"Ferrucci, M.S."
4783,huh,Sapindaceae,NA,María Silvia Ferrucci,"Ferrucci, M.S."
4784,huh,Sapindaceae,NA,María Silvia Ferrucci,"Ferrucci, S."
4785,huh,Sapindaceae,NA,Genise Vieira Somner,"Somner, G.V."
4786,huh,Sapotaceae,NA,Paul P. K. Chai,"Chai, P.P.K."
4787,huh,Sapotaceae,NA,Paul P. K. Chai,"Chai, P."
4788,huh,Sapotaceae,NA,Paul P. K. Chai,"Chai, P.P.K."
4789,huh,Sapotaceae,NA,Terence Dale Pennington,"Pennington, T.D."
4790,huh,Sapotaceae,NA,Terence Dale Pennington,"Pennington, T.D."
4791,huh,Sapotaceae,NA,Terence Dale Pennington,"Pennington, T.D."
4792,huh,Sapotaceae,NA,P. C. Yii,"Yii, P.C."
4793,huh,Sapotaceae,NA,P. C. Yii,"Yii Et Alia, P.C."
4794,huh,Sapotaceae,NA,R. David Whetstone,"Whetstone, R.D."
4795,huh,Winteraceae,NA,Willem (Willen) Vink,"Vink, W."
4796,huh,Scrophulariaceae,NA,Rimo Carlo Felice Bacigalupi,"Bacigalupi, R.C.F."
4797,huh,Scrophulariaceae,NA,Rimo Carlo Felice Bacigalupi,"Bacigalupi, R.C."
4798,huh,Scrophulariaceae,NA,Rimo Carlo Felice Bacigalupi,"Bacigalupi, R.C.F."
4799,huh,Scrophulariaceae,NA,Tsan Iang Chuang,"Chuang, T.I."
4800,huh,Scrophulariaceae,NA,Elizabeth Chase Neese,"Neese, E.C."
4801,huh,Scrophulariaceae,NA,Elizabeth Chase Neese,"Chase, E.J."
4802,huh,Scrophulariaceae,NA,Franz Speta,"Speta, F."
4803,huh,Lentibulariaceae,NA,Franz Speta,"Speta, F."
4804,huh,Liliaceae,NA,Franz Speta,"Speta, F."
4805,huh,Scrophularicaceae,NA,Francis Whittier Pennell,"Pennell, F.W."
4806,huh,Scrophulariaceae,NA,Francis Whittier Pennell,"Pennell, F.W."
4807,huh,Scrophulariaceae,NA,Jaime Güemes Heras,"Heras, J.G."
4808,huh,Scrophulariaceae,NA,Jaime Güemes Heras,"Guemes Heras, J."
4809,huh,Scrophulariaceae,NA,Lawrence Ray Heckard,"Heckard, L.R."
4810,huh,Scrophulariaceae,Penstemon,Noel Herman Holmgren,"Holmgren, N.H."
4811,huh,Scrophulariaceae,NA,M. S. Knjasev,"Knjasev, M.S."
4812,huh,Scrophulariaceae,NA,M. S. Knjasev,"Knjazev, M.S."
4813,huh,Scrophulariaceae,NA,Ulf Molau,"Molau, U."
4814,huh,Scrophulariaceae,NA,Ulf Molau,"Molau, U."
4815,huh,Arecaceae,NA,Frederick Burt Essig,"Essig, F.B."
4816,huh,Ranunculaceae,NA,Frederick Burt Essig,"Essig, F.B."
4817,huh,Scrophulariaceae,NA,Vinicius Castro Souza,"Souza, V.C."
4818,huh,Scrophulariaceae,NA,Vinicius Castro Souza,"Souza, V.C."
4819,huh,Floristics/Generalist (all families),NA,Vinicius Castro Souza,"Souza, V."
4820,huh,Scrophulariaceae,NA,Vinicius Castro Souza,"Souza, V."
4821,huh,Simaroubaceae,NA,Jose Rubens Pirani,"Pirani, J.R."
4822,huh,Solanaceae,NA,Rita de Cássia Almeida-Lafetá,"Almeida-Lafeta, R.C."
4823,huh,Solanaceae,NA,Rita de Cássia Almeida-Lafetá,"Lafeta, R."
4824,huh,Solanaceae,NA,Rita de Cássia Almeida-Lafetá,"Almeida-Lafeta, R.C."
4825,huh,Solanaceae,NA,Marisa Matesevach,"Matesevach, M."
4826,huh,Solanaceae,NA,Marisa Matesevach,"Matesevach, M."
4827,huh,Solanaceae,NA,Marisa Matesevach,"Matesevach, M."
4828,huh,Solanaceae,NA,Toshio Ando,"Ando, T."
4829,huh,Solanaceae,NA,Carmen E. Benítez de Rojas,"Rojas, C.E.B."
4830,huh,Solanaceae,Lycium,Gabriel Bernardello,"Bernardello, G."
4831,huh,Solanaceae,NA,Lynn A. Bohs,"Bohs, L.A."
4832,huh,Solanaceae,NA,Lynn A. Bohs,"Bohs-Sperry, L.A."
4833,huh,Solanaceae,NA,William Gerald D'Arcy,"D'arcy, W.G."
4834,huh,Solanaceae,NA,William Gerald D'Arcy,"D'arcy, W.G."
4835,huh,Solanaceae,Lycianthes,Ellen A. Dean,"Dean, E.A."
4836,huh,Solanaceae,Lycianthes,Ellen A. Dean,"Dean, E.A."
4837,huh,Solanaceae,Lycianthes,Ellen A. Dean,"Dean, E."
4838,huh,Solanaceae,Capsicum,William Hardy Eshbaugh,"Eshbaugh, W.H."
4839,huh,Solanaceae,Capsicum,William Hardy Eshbaugh,Eschbaugh
4840,huh,Arecaceae,Astrocaryum,Francis Kahn,"Kahn, F."
4841,huh,Solanaceae,NA,Karina Lezama Escobedo,"Escobedo, K.L."
4842,huh,Solanaceae,NA,Karina Lezama Escobedo,"Lezama Escobedo, M.K."
4843,huh,Solanaceae,Solanum,Sandra Diane Knapp,"Knapp, S.D."
4844,huh,Solanaceae,Solanum,Sandra Diane Knapp,"Knapp, S.D."
4845,huh,Solanaceae,Solanum,Sandra Diane Knapp,"Knapp, S."
4846,huh,Solanaceae,Solanum,Sandra Diane Knapp,"Knapp, S.D."
4847,huh,Solanaceae,NA,Michael Dennis Whalen,"Whalen, M.D."
4848,huh,Solanaceae,NA,Mary Kathryn Whitson,"Whitson, M.K."
4849,huh,Solanaceae,NA,Mary Kathryn Whitson,"Whitson, M.K."
4850,huh,Solanaceae,NA,Michael Nee,"Nee, M."
4851,huh,Solanaceae,NA,Michael Nee,"Nee, M."
4852,huh,Solanaceae,NA,Michael Nee,"Nee, M.H."
4853,huh,Solanaceae,NA,Thomas Mione,"Mione, T."
4854,huh,Theaceae,NA,Anna Lisa Weitzman,"Weitzman, A.L."
4855,huh,Theaceae,NA,Anna Lisa Weitzman,"Weitzman, A.L."
4856,huh,Aspleniaceae,NA,Carlos Alfredo Sánchez Villaverde,"Villaverde, C.A.S."
4857,huh,Thelypteridaceae,NA,Carlos Alfredo Sánchez Villaverde,"Villaverde, C.A.S."
4858,huh,Arecaceae,NA,Fred Walter Stauffer,"Stauffer, F.W."
4859,huh,Thymelaeaceae,NA,Lorin Ives Nevling,"Nevling, L.I."
4860,huh,Thymelaeaceae,NA,Lorin Ives Nevling,"Nevling, L.I."
4861,huh,Thymelaeaceae,NA,Lorin Ives Nevling,"Nevling, L.I."
4862,huh,Thymelaeaceae,NA,Yi-xin Lu,"Yi-Xin, L."
4863,huh,Ulmaceae,NA,Zong-Xiu Li,"Zong-Xiu, L."
4864,huh,Ulmaceae,NA,Zong-Xiu Li,"Zhong-Xiu, L."
4865,huh,Velloziaceae,NA,Renato de Mello-Silva,"Mello-Silva, R."
4866,huh,Velloziaceae,NA,Renato de Mello-Silva,"Mello-Silva, R."
4867,huh,Velloziaceae,NA,Renato de Mello-Silva,"De mello-Silva, R."
4868,huh,Verbenaceae,NA,Sandy Atkins,"Atkins, S."
4869,huh,Verbenaceae,NA,Silvia Margarita Botta,"Botta, S.M."
4870,huh,Verbenaceae,NA,Silvia Margarita Botta,"Miconi, S.M.B."
4871,huh,Dioscoreaceae,NA,Chien P'ei,"P'ei, C."
4872,huh,Verbenaceae,NA,P. Daniel,"Daniel, P."
4873,huh,Aristolochiaceae,NA,P. Daniel,"Daniel, P."
4874,huh,Acanthaceae,Avicennia,Harold Norman Moldenke,"Moldenke, H.N."
4875,huh,Stilbaceae,NA,Harold Norman Moldenke,"Moldenke, H.N."
4876,huh,Dicrastylidaceae,NA,Harold Norman Moldenke,"Moldenke, H.N."
4877,huh,Symphoremataceae,NA,Harold Norman Moldenke,"Moldenke, H.N."
4878,huh,Nyctanthaceae,NA,Harold Norman Moldenke,"Moldenke, H.N."
4879,huh,Eriocaulaceae,NA,Harold Norman Moldenke,"Moldenke, H.N."
4880,huh,Verbenaceae,NA,Zoltan Kereszty,"Kereszty, Z."
4881,huh,Verbenaceae,NA,Zoltan Kereszty,"Zereszty, Z."
4882,huh,Violaceae,NA,Benkt Sparre,"Sparre, B."
4883,huh,Violaceae,NA,Matthias Erben,"Erben, M."
4884,huh,Violaceae,NA,Juliana Paula-Souza,"Paula-Souza, J."
4885,huh,Violaceae,NA,Juliana de Paula-Souza,"Souza, J.P."
4886,huh,Vitaceae,NA,Abdul Latiff,"Latiff, A."
4887,huh,Vitaceae,NA,Abdul Latiff,"Mohamad, A.L."
4888,huh,Vitaceae,NA,Betsy Rivers Jackes,"Jackes, B.R."
4889,huh,Vochysiaceae,NA,Luis Marcano-Berti,"Marcano-Berti, L."
4890,huh,Vochysiaceae,NA,Luis Marcano-Berti,"Marcano Berti, L."
4891,huh,Zamiaceae,NA,Andrés(Andrew) Peter Vovides,"Vovides, A.P."
4892,huh,Zingiberaceae,NA,Chong-Keat Lim,"Lim, C."
4893,huh,Zingiberaceae,NA,Chong-Keat Lim,"Lim, C.K."
4894,huh,Zingiberaceae,NA,Daniel Hanbury,"Hanbury, D."
4895,huh,Arecaceae,NA,Hermilo J. Quero,"Quero, H.J."
4896,huh,Arecaceae,NA,Hermilo J. Quero,"Quero Rico, H."
4897,huh,Zingiberaceae,NA,Zhen-Yin Zhu,"Zhu, Z."
4898,huh,Acanthaceae,NA,William Louis Theobald,"Theobald, W.L."
4899,huh,Leguminosae,NA,Carroll Emory Wood,"Wood, C.E."
4900,huh,Leguminosae,NA,Carroll Emory Wood,"Wood Junior, C.E."
4901,huh,Fabaceae,NA,Gwilym Peter Lewis,"Lewis, G.P."
4902,huh,Leguminosae,NA,John Richard Maconochie,"Maconochie, J.R."
4903,huh,Fabaceae,Caesalpinioideae,Robert Carl Koeppen,"Koeppen, R.C."
4904,huh,Myrsinaceae,NA,Cyrus Longworth Lundell,"Lundell, C.L."
4905,huh,Gesneriaceae,NA,William Louis Theobald,"Theobald, W.L."
4906,huh,Myrsinaceae,NA,Cristina Mercedes Panfet Valdés,"Valdes, C.M.P."
4907,huh,Sterculiaceae,NA,Carmen Lelia Cristobal,"Cristobal, C.L."
4908,huh,Sterculiaceae,NA,Carmen Lelia Cristobal,"Cristobal, C.L."
4909,huh,Sterculiaceae,NA,Carmen Lelia Cristobal,"Cristobal, C.L."
4910,huh,Sterculiaceae,NA,Jerome K. Munzinger,"Munzinger, J.K."
4911,huh,Sterculiaceae,NA,Jerome K. Munzinger,"Munzinger, J."
4912,huh,Sterculiaceae,NA,Willem Meijer,"Meijer, W."
4913,huh,Rafflesiaceae,NA,Willem Meijer,"Meijer, W."
4914,huh,Sterculiaceae,NA,Olivier Pascal,"Pascal, O."
4915,huh,Hydrophyllaceae,NA,Nephi Duane Atwood,"Atwood, N.D."
4916,huh,Fabaceae,Mimosaceae,Maria de Lourdes Rico,"Rico, M.L."
4917,huh,Fabaceae,Mimosaceae,Maria de Lourdes Rico,Rico-Arce
4918,huh,Fabaceae,Mimosaceae,Maria de Lourdes Rico,"Rico, M.L."
4919,huh,Fabaceae,Mimosaceae,Maria de Lourdes Rico,"""lulu"""
4920,huh,Aristolochiaceae,NA,Odile Poncy,"Poncy, O."
4921,huh,Arecaceae,NA,Rudi A. Maturbongs,"Maturbongs, R.A."
4922,huh,Arecaceae,NA,Sheng-Ji (Seng-Ji) Pei,"Pei, S."
4923,huh,Asclepiadaceae,NA,Clyde Ritchie Bell,"Bell, C.R."
4924,huh,Apiaceae,NA,Xin-Tian Liu,"Liu, X."
4925,huh,Lamiaceae,NA,Roger William Sanders,"Sanders, R.W."
4926,huh,Verbenaceae,NA,Roger William Sanders,"Sanders, R.W."
4927,huh,Arecaceae,Roystonea,Scott Zona,"Zona, S."
4928,huh,Arecaceae,Roystonea,Scott Zona,"Zona, S."
4929,huh,Aristolochiaceae,NA,Enio Nardi,"Nardi, E."
4930,huh,Ranunculaceae,NA,G. Wiegleb,"Wiegleb, G."
4931,huh,Asparagaceae,NA,Demissew Sebsebe,"Sebsebe, D."
4932,huh,Celastraceae,NA,Demissew Sebsebe,"Sebsebe, D."
4933,huh,Convolvulaceae,NA,Demissew Sebsebe,"Sebsebe, D."
4934,huh,Lamiaceae,NA,Demissew Sebsebe,"Sebsebe, D."
4935,huh,Asclepiadaceae,NA,Kenneth D. Hill,"Hill, K.D."
4936,huh,Myretaceae,NA,Abdul Ghafoor,"Ghafoor, A."
4937,huh,Asteraceae,NA,Angel Lulio Cabrera,"Cabrera, A.L."
4938,huh,Geraniaceae,NA,Lars Torsten Eriksson,"Eriksson, L.T."
4939,huh,Geraniaceae,NA,Lars Torsten Eriksson,"Eriksson, T."
4940,huh,Rosaceae,NA,Lars Torsten Eriksson,"Eriksson, L.T."
4941,huh,Rosaceae,NA,Lars Torsten Eriksson,"Eriksson, T."
4942,huh,Adoxaceae,NA,Lars Torsten Eriksson,"Eriksson, L.T."
4943,huh,Adoxaceae,NA,Lars Torsten Eriksson,"Eriksson, T."
4944,huh,Liliaceae,NA,Geraldine A. Allen,"Allen, G.A."
4945,huh,Asteraceae,NA,Geraldine A. Allen,"Allen, G.A."
4946,huh,Asteraceae,NA,Cheng-Hsi An,"Cheng-Hsi, A."
4947,huh,Asteraceae,NA,Cheng-Hsi An,"Zheng-Xi, A."
4948,huh,Brassicaceae,NA,Cheng-Hsi An,"Cheng-Hsi, A."
4949,huh,Brassicaceae,NA,Cheng-Hsi An,"Zheng-Xi, A."
4950,huh,Cannabaceae,NA,Loran Crittenden Anderson,"Anderson, L.C."
4951,huh,Theaceae,NA,Loran Crittenden Anderson,"Anderson, L.C."
4952,huh,Asteraceae,NA,Loran Crittenden Anderson,"Anderson, L.C."
4953,huh,Cannabaceae,NA,Loran Crittenden Anderson,"Anderson, L.C."
4954,huh,Theaceae,NA,Loran Crittenden Anderson,"Anderson, L.C."
4955,huh,Asteraceae,NA,Loran Crittenden Anderson,"Anderson, L.C."
4956,huh,Asteraceae,NA,John Earl Averett,"Averett, J.E."
4957,huh,Solanaceae,NA,John Earl Averett,"Averett, J.E."
4958,huh,Liliaceae,NA,Rune Bertil Nordenstam,"Nordenstam, R.B."
4959,huh,Asteraceae,NA,Rune Bertil Nordenstam,"Nordenstam, R.B."
4960,huh,Dioscoreaceae,NA,Graziela Maciel Barroso,"Barroso, G.M."
4961,huh,Myrtaceae,NA,Graziela Maciel Barroso,"Barroso, G.M."
4962,huh,Sapindaceae,NA,Graziela Maciel Barroso,"Barroso, G.M."
4963,huh,Asteraceae,NA,Graziela Maciel Barroso,"Barroso, G.M."
4964,huh,Rutaceae,NA,Christa Beurton,"Beurton, C."
4965,huh,Asteraceae,NA,Christa Beurton,"Beurton, C."
4966,huh,Asteraceae,NA,Chendanda Chengappa Chinnappa,"Chinnappa, C.C."
4967,huh,Liliaceae,NA,Chendanda Chengappa Chinnappa,"Chinnappa, C.C."
4968,huh,Caryophyllaceae,NA,Chendanda Chengappa Chinnappa,"Chinnappa, C.C."
4969,huh,Asteraceae,NA,Consuelo Diaz,"Diaz, C."
4970,huh,Asteraceae,NA,Consuelo Diaz,"Diazguardia Guerrero, C."
4971,huh,Rosaceae,NA,Consuelo Diaz,"Diaz, C."
4972,huh,Rosaceae,NA,Consuelo Diaz,"Diazguardia Guerrero, C."
4973,huh,Asteraceae,NA,Carl (Karl) Heinrich `Bipontinus' Schultz,"Schultz, C.H."
4974,huh,Begoniaceae,NA,Ching I Peng,"Peng, C.I."
4975,huh,Begoniaceae,NA,Ching I Peng,"Peng, C.Y."
4976,huh,Onagraceae,NA,Ching I Peng,"Peng, C.I."
4977,huh,Onagraceae,NA,Ching I Peng,"Peng, C.Y."
4978,huh,Primulaceae,NA,Ching I Peng,"Peng, C.I."
4979,huh,Primulaceae,NA,Ching I Peng,"Peng, C.Y."
4980,huh,Asteraceae,NA,Ching I Peng,"Peng, C.I."
4981,huh,Asteraceae,NA,Ching I Peng,"Peng, C.Y."
4982,huh,Apiaceae,NA,Curt (Kurt) Sprengel,"Sprengel, C."
4983,huh,Apiaceae,NA,Curt (Kurt) Sprengel,"Sprengel, K.P.J."
4984,huh,Caryophyllaceae,NA,Curt (Kurt) Sprengel,"Sprengel, C."
4985,huh,Caryophyllaceae,NA,Curt (Kurt) Sprengel,"Sprengel, K.P.J."
4986,huh,Cyperaceae,NA,Curt (Kurt) Sprengel,"Sprengel, C."
4987,huh,Cyperaceae,NA,Curt (Kurt) Sprengel,"Sprengel, K.P.J."
4988,huh,Asteraceae,NA,Curt (Kurt) Sprengel,"Sprengel, C."
4989,huh,Asteraceae,NA,Curt (Kurt) Sprengel,"Sprengel, K.P.J."
4990,huh,Caryophyllaceae,NA,David John Nicholas Hind,"Hind, D.J.N."
4991,huh,Asteraceae,NA,David John Nicholas Hind,"Hind, D.J.N."
4992,huh,Asteraceae,NA,Donald John Pinkava,"Pinkava, D.J."
4993,huh,Cactaceae,NA,Donald John Pinkava,"Pinkava, D.J."
4994,huh,Asteraceae,NA,Donald John Pinkava,"Pinkava, D.J."
4995,huh,Asteraceae,NA,Dariya Nikitichna Dobroczajeva,"Dobroczajeva, D.N."
4996,huh,Trapaceae,NA,Dariya Nikitichna Dobroczajeva,"Dobroczajeva, D.N."
4997,huh,Boraginaceae,NA,Dariya Nikitichna Dobroczajeva,"Dobroczajeva, D.N."
4998,huh,Asteraceae,NA,Dariya Nikitichna Dobroczajeva,"Dobroczajeva, D.N."
4999,huh,Asteraceae,NA,Dariya Nikitichna Dobroczajeva,"Dobroczaeva, D.N."
5000,huh,Trapaceae,NA,Dariya Nikitichna Dobroczajeva,"Dobroczajeva, D.N."
5001,huh,Trapaceae,NA,Dariya Nikitichna Dobroczajeva,"Dobroczaeva, D.N."
5002,huh,Boraginaceae,NA,Dariya Nikitichna Dobroczajeva,"Dobroczajeva, D.N."
5003,huh,Boraginaceae,NA,Dariya Nikitichna Dobroczajeva,"Dobroczaeva, D.N."
5004,huh,Asteraceae,NA,Dariya Nikitichna Dobroczajeva,"Dobroczajeva, D.N."
5005,huh,Asteraceae,NA,Dariya Nikitichna Dobroczajeva,"Dobrochayeva, D.N."
5006,huh,Trapaceae,NA,Dariya Nikitichna Dobroczajeva,"Dobroczajeva, D.N."
5007,huh,Trapaceae,NA,Dariya Nikitichna Dobroczajeva,"Dobrochayeva, D.N."
