order,collection.string,collectioncode.gbif,institutioncode.gbif,name,rightsholder,index.herbariorum.or.working.code,organization,branch,department,section,OBS
3972,SJFM_NA,SJFM,NA,NA,NA,SJFM,Fairbanks Museum and Planetarium,NA,NA,Herbarium,
3973,SJNM_NA,SJNM,NA,NA,NA,SJNM,San Juan College,"School of Science Math & Engineering, Room 1640",NA,San Juan College Herbarium,
3974,SK_NA,SK,NA,NA,NA,SK,Katedralskolan,NA,NA,Herbariet,
3975,SKK_NA,SKK,NA,NA,NA,SKK,Sung Kyun Kwan University,NA,Biological  Sciences Department,Ha Eun Herbarium,
3976,SKM_NA,SKM,NA,NA,NA,SKM,Skokholm Field Centre,Field Studies Council,NA,Herbarium,
3977,SKN_NA,SKN,NA,NA,NA,SKN,Craven Museum Service,NA,NA,Herbarium,
3978,SKR_NA,SKR,NA,NA,NA,SKR,Latvian Research Institute of Agriculture,NA,Plant Protection Department,Mycological Herbarium,
3979,SKT_NA,SKT,NA,NA,NA,SKT,Stockport Heritage Services,NA,NA,Herbarium,
3980,SKU_NA,SKU,NA,NA,NA,SKU,Sri Krishnadevaraya University,NA,Botany Department,Herbarium,
3981,SL_NA,SL,NA,NA,NA,SL,"University of Sierra Leone, Njala University College",NA,Biological Sciences Department,National Herbarium,
3982,SLBI_NA,SLBI,NA,NA,NA,SLBI,South London Botanical Institute,NA,NA,Hume's Herbarium,
3983,SLC_NA,SLC,NA,NA,NA,SLC,East High School,NA,Science Department,Herbarium,
3984,SLFC_NA,SLFC,NA,NA,NA,SLFC,Slapton Ley Field Centre,Field Studies Council,NA,Herbarium,
3985,SLL_NA,SLL,NA,NA,NA,SLL,Société Linnéenne de Lyon,NA,NA,Herbier,
3986,SLO_NA,SLO,NA,NA,NA,SLO,Comenius University,Faculty of Natural Sciences,Department of Botany,Herbarium,
3987,SLRO_NA,SLRO,NA,NA,NA,SLRO,Slippery Rock University,NA,Biology Department,Herbarium,
3988,SLSK_NA,SLSK,NA,NA,NA,SLSK,St. Leonard's School,NA,NA,Herbarium,
3989,SLTC_NA,SLTC,NA,NA,NA,SLTC,Teachers College,NA,Botany Department,Herbarium,
3990,SLU_NA,SLU,NA,NA,NA,SLU,Laurentian University,NA,Biology Department,Herbarium,
3991,SLUBGH_NA,SLUBGH,NA,NA,NA,SLUBGH,"Shah Abdul Latif University, Khairpur (Mir's)",Shah Latif University Botanical Garden & Herbarium,Centre for Biodiversity & Conservation,Herbarium,
3992,SM_NA,SM,NA,NA,NA,SM,Chongqing Municipal Academy of Chinese Materia Medica,NA,NA,Herbarium,
3993,SMAO_NA,SMAO,NA,NA,NA,SMAO,Simao Forestry Bureau,NA,NA,Herbarium,
3994,SMB_NA,SMB,NA,NA,NA,SMB,Šarišské Múzeum,NA,Natural History Department,Herbarium,
3995,SMBB_NA,SMBB,NA,NA,NA,SMBB,Stredoslovenské múzeum,Tihániovský kaštiel,NA,Herbarium,
3996,SMC_NA,SMC,NA,NA,NA,SMC,Saint Mary's College of California,NA,Biology,Herbarium,
3997,SMCW_NA,SMCW,NA,NA,NA,SMCW,Saint Michael's College,NA,Biology Department,Herbarium,
3998,SMH_NA,SMH,NA,NA,NA,SMH,Saint Meinrad College of Liberal Arts,NA,Biology Department,Herbarium,
3999,SMI_NA,SMI,NA,NA,NA,SMI,Prince Rupert Forest Region,Ministry of Forests,Research Section,Herbarium,
4000,SMN_NA,SMN,NA,NA,NA,SMN,Simao District National Medical and Pharmaceutical Institute,NA,NA,Herbarium,
4001,SMP_NA,SMP,NA,NA,NA,SMP,The State Museum of Pennsylvania,NA,Section of Zoology and Botany,State Museum of Pennsylvania Herbarium,
4002,SMR_NA,SMR,NA,NA,NA,SMR,Samara University,Faculty of Biology,"Department for Ecology, Botany and Nature Protection",Herbarium,
4003,SMRS_NA,SMRS,NA,NA,NA,SMRS,Stavropol Museum of Local Studies,NA,NA,Herbarium,
4004,SMS_NA,SMS,NA,NA,NA,SMS,Missouri State University,NA,Department of Biology,Ozarks Regional Herbarium,
4005,SMU_NA,SMU,NA,NA,NA,SMU,Southern Methodist University,NA,NA,Herbarium,
4006,SMW_NA,SMW,NA,NA,NA,SMW,School of Medicine for Women,NA,NA,Herbarium,
4007,SN_NA,SN,NA,NA,NA,SN,South China Normal University,NA,Biology Department,Herbarium,
4008,SNC_NA,SNC,NA,NA,NA,SNC,Saint Norbert College,Natural Sciences Division,NA,Heraly MacDonald Herbarium,
4009,SNHS_NA,SNHS,NA,NA,NA,SNHS,Guildford Museum,Surrey Natural History Society,NA,Herbarium,
4010,SNM_NA,SNM,NA,NA,NA,SNM,Western New Mexico University,NA,Department of Natural Sciences,Dale A. Zimmerman Herbarium,
4011,SNMH_NA,SNMH,NA,NA,NA,SNMH,Sree Narayana Mangalam College,NA,Department of Botany,Herbarium,
4012,SNP_NA,SNP,NA,NA,NA,SNP,Sabah Parks,Research and Education Division,Botany Section,Herbarium,
4013,SNPH_NA,SNPH,NA,NA,NA,SNPH,Sehlabathebe National Park,NA,NA,Herbarium,
4014,SNU_NA,SNU,NA,NA,NA,SNU,Seoul National University,College of Natural Resources,School of Biological Sciences,Herbarium,
4015,SNUA_NA,SNUA,NA,NA,NA,SNUA,Seoul National University,College of Agriculture & Life Sciences,The  Arboretum,Herbarium,
4016,SNW_NA,SNW,NA,NA,NA,SNW,Shropshire and North Wales Natural History and Antiquarian Society,NA,NA,Herbarium,
4017,SO_NA,SO,NA,NA,NA,SO,Sofia University,NA,Faculty of Biology,Herbarium,
4018,SOA_NA,SOA,NA,NA,NA,SOA,Agricultural University of Plovdiv,NA,Botany Department,Herbarium,
4019,SOB_NA,SOB,NA,NA,NA,SOB,Husite Museum Tabor,NA,NA,Herbarium,
4020,SOC_NA,SOC,NA,NA,NA,SOC,Southern Oregon University,NA,Biology Department,Herbarium,
4021,SOF_NA,SOF,NA,NA,NA,SOF,Sofyivka National Dendrological Park,NA,Department of Herbaceous Plants of the Natural and Cultural Flora,Herbarium,
4022,SOKO_NA,SOKO,NA,NA,NA,SOKO,Muzeum Sokolov (Regional Muzeum),NA,Botany Department,Herbarium,
4023,SOM_NA,SOM,NA,NA,NA,SOM,Bulgarian Academy of Sciences,Institute of Biodiversity and Ecosystem Research,Department of Plant and Fungal Diversity and Resources,Vascular  Plants and Mosses Collections,
4024,SOMF_NA,SOMF,NA,NA,NA,SOMF,Bulgarian Academy of Sciences,Institute of Biodiversity and Ecosystem Research,NA,Mycological Collection,
4025,SOSN_NA,SOSN,NA,NA,NA,SOSN,Silesian Medical School in Katowice,Subdepartment of Herbal Science,Department of Pharmaceutical Botany,Herbarium,
4026,SOTO_NA,SOTO,NA,NA,NA,SOTO,College of the Ozarks,NA,Biology Department,Herbarium,
4027,SOTON_NA,SOTON,NA,NA,NA,SOTON,Southampton University,NA,NA,Herbarium,
4028,SOUT_NA,SOUT,NA,NA,NA,SOUT,Long Island University,Natural Sciences Division,NA,Herbarium,
4029,SPA_NA,SPA,NA,NA,NA,SPA,Swedish Museum of Natural History,Section for Palaeobotany,NA,NA,
4030,SPAL_NA,SPAL,NA,NA,NA,SPAL,"Municipio di Reggio Emilia, Musei Civici",NA,NA,Erbario,
4031,SPB_NA,SPB,NA,NA,NA,SPB,Universidade de São Paulo,Faculty of Pharmacy and Biochemistry,NA,Herbário,
4032,SPC_NA,SPC,NA,NA,NA,SPC,Seattle Pacific University,NA,"Biology Department, Suite 205",Herbarium,
4033,SPFR_NA,SPFR,NA,NA,NA,SPFR,Universidade de São Paulo,Faculdade de Filosofia Ciências e Letras de Ribeirão Preto,Departamento de Biologia,Herbário,
4034,SPH_NA,SPH,NA,NA,NA,SPH,"Fox Research Forest, New Hampshire Department of Resources and Economic Development",NA,NA,Herbarium,
4035,SPI_NA,SPI,NA,NA,NA,SPI,Stavropol State University,NA,Department of Botany,Herbarium,
4036,SPIF_NA,SPIF,NA,NA,NA,SPIF,Sierra Pacific Industries-Forestry,NA,NA,Herbarium,
4037,SPL_NA,SPL,NA,NA,NA,SPL,Palynological Laboratory,NA,NA,Herbarium,
4038,SPLT_NA,SPLT,NA,NA,NA,SPLT,South Plains College,NA,Science Department,Herbarium,
4039,SPMS_NA,SPMS,NA,NA,NA,SPMS,University of South Florida,College of Marine Science,NA,Herbarium,
4040,SPN_NA,SPN,NA,NA,NA,SPN,Southampton University,NA,Biology Department,Herbarium,
4041,SPPU_NA,SPPU,NA,NA,NA,SPPU,Savitribai Phule Pune University,NA,Department of Botany,Herbarium,
4042,SPR_NA,SPR,NA,NA,NA,SPR,Springfield Science Museum,NA,Natural Science Department,Luman Andrews Herbarium,
4043,SPRY_NA,SPRY,NA,NA,NA,SPRY,Burton Constable Foundation,NA,NA,Herbarium,
4044,SPSC_NA,SPSC,NA,NA,NA,SPSC,Universidade Federal de São Carlos,Departamento de Botânica,NA,Herbarium,
4045,SPSU_NA,SPSU,NA,NA,NA,SPSU,St. Petersburg State University,Department of Biogeography and Nature Conservation,NA,Herbarium,
4046,SPT_NA,SPT,NA,NA,NA,SPT,Botanic Gardens Museum,NA,NA,Herbarium,
4047,SPTS_NA,SPTS,NA,NA,NA,SPTS,Southport Scientific Society,NA,NA,Herbarium,
4048,SPWH_NA,SPWH,NA,NA,NA,SPWH,Woods Hole Oceanographic Institution,MBL/WHOI Library,NA,Herbarium,
4049,SQB_NA,SQB,NA,NA,NA,SQB,Société québécoise de bryologie,NA,NA,Herbier,
4050,SQF_NA,SQF,NA,NA,NA,SQF,Universidad de Chile,Facultad de Ciencias Químicas y Farmacéuticas,"Laboratorio de Botánica, Escuela de Química y Farmacia",Herbario,
4051,SQUH_NA,SQUH,NA,NA,NA,SQUH,Sultan Qaboos University,NA,NA,Herbarium,
4052,SR_NA,SR,NA,NA,NA,SR,Sichuan Institute of Natural Resources,NA,NA,Herbarium,
4053,SRCG_NA,SRCG,NA,NA,NA,SRCG,Baylor University,Plant Biotechnology Center,NA,Herbarium,
4054,SRD_NA,SRD,NA,NA,NA,SRD,Passmore Edwards Museum,NA,NA,Herbarium,
4055,SRF_NA,SRF,NA,NA,NA,SRF,Shangrao Forestry Institute,NA,NA,Herbarium,
4056,SRGH_NA,SRGH,NA,NA,NA,SRGH,Botanic Garden,NA,NA,National Herbarium,
4057,SRP_NA,SRP,NA,NA,NA,SRP,Boise State University,NA,Biology Department,Herbarium,
4058,SRR_NA,SRR,NA,NA,NA,SRR,Koninklijke Shell (Shell Research N.V.),NA,NA,Herbarium,
4059,SRS_NA,SRS,NA,NA,NA,SRS,Universidade do Sul de Santa Catarina,NA,Botany-Agronomy,Herbário Laelia Purpurata,
4060,SRSC_NA,SRSC,NA,NA,NA,SRSC,Sul Ross State University,NA,Department of Biology,A. Michael Powell Herbarium,
4061,SS_NA,SS,NA,NA,NA,SS,Università di Sassari,NA,Dipartimento di Scienze della Natura e del Territorio,Erbario,
4062,SSHZ_NA,SSHZ,NA,NA,NA,SSHZ,Sayano-Shushensky State Nature Biosphere Reserve,NA,NA,NA,
4063,SSJC_NA,SSJC,NA,NA,NA,SSJC,San Joaquin County,NA,Agriculture Department,Herbarium,
4064,SSLP_NA,SSLP,NA,NA,NA,SSLP,"Rocky Mountain Research Station, USDA Forest Service",Shrub Sciences Laboratory,NA,Herbarium,
4065,SSMF_NA,SSMF,NA,NA,NA,SSMF,"Great Lakes Forestry Centre, Canadian Forest Service",NA,NA,Herbarium,
4066,SSMM_NA,SSMM,NA,NA,NA,SSMM,Shanxi School of Chinese Materia Medica,NA,NA,Herbarium,
4067,SSPW_NA,SSPW,NA,NA,NA,SSPW,Perivale Wood Nature Reserve,Selborne Society,NA,Herbarium,
4068,SSUC_NA,SSUC,NA,NA,NA,SSUC,Pontificia Universidad Católica de Chile,Facultad de Ciencias Biológicas,Departamento de Ecología,Herbario,
4069,ST_NA,ST,NA,NA,NA,ST,Suzhou Teachers College,NA,Biology Department,Herbarium,
4070,STA_NA,STA,NA,NA,NA,STA,University of St. Andrews,NA,School of Environmental and Evolutionary Biology,Herbarium,
4071,STAL_NA,STAL,NA,NA,NA,STAL,Verulamium Museum,St. Albans Museum Service,NA,Herbarium,
4072,STAR_NA,STAR,NA,NA,NA,STAR,Arkansas State University,NA,Department of Biological Sciences,Herbarium,
4073,STASH_NA,STASH,NA,NA,NA,STASH,St. Beuno's College,NA,NA,Herbarium,
4074,STB_NA,STB,NA,NA,NA,STB,St. Bartholomew's Hospital,NA,NA,Herbarium,
4075,STCR_NA,STCR,NA,NA,NA,STCR,Université de la Réunion,Laboratoire de Biologie Végétale,NA,Herbier de la Réunion,
4076,STD_NA,STD,NA,NA,NA,STD,Prittlewell Priory Museum,Southend-on-Sea Borough Council,NA,Herbarium,
4077,STDCM_NA,STDCM,NA,NA,NA,STDCM,Southend Central Museum,NA,NA,Herbarium,
4078,STE_NA,STE,NA,NA,NA,STE,National Botanical Institute,NA,NA,Stellenbosch Herbarium,
4079,STEU_NA,STEU,NA,NA,NA,STEU,University of Stellenbosch,NA,Department of Botany and Zoology,Herbarium,
4080,STFX_NA,STFX,NA,NA,NA,STFX,St. Francis Xavier University,NA,Biology Department,Herbarium,
4081,STG_NA,STG,NA,NA,NA,STG,St. Martin's Convent,NA,NA,Herbarium,
4082,STI_NA,STI,NA,NA,NA,STI,Stirling Smith Art Gallery and Museum,NA,NA,Herbarium,
4083,STIU_NA,STIU,NA,NA,NA,STIU,University of Stirling,NA,Biological Sciences Department,Herbarium,
4084,STK_NA,STK,NA,NA,NA,STK,Stoke-on-Trent Athenaeum,NA,NA,Herbarium,
4085,STL_NA,STL,NA,NA,NA,STL,Instituto Nacional de Limnología,NA,Departamento Macrófitas,Herbario,
4086,STM_NA,STM,NA,NA,NA,STM,Streatham Antiquarian and Natural History Society,NA,NA,Herbarium,
4087,STMU_NA,STMU,NA,NA,NA,STMU,"St. Mary's University, Calgary",NA,NA,Herbarium,
4088,STNF_NA,STNF,NA,NA,NA,STNF,Shasta-Trinity National Forest,NA,NA,Herbarium,
4089,STO_NA,STO,NA,NA,NA,STO,The Potteries Museum & Art Gallery,NA,NA,Herbarium,
4090,STP_NA,STP,NA,NA,NA,STP,"La Société Guernesiaise, Priaulx Library",NA,NA,Herbarium,
4091,STPCM_NA,STPCM,NA,NA,NA,STPCM,"Island Museum, Candie Gardens",NA,NA,Herbarium,
4092,STPE_NA,STPE,NA,NA,NA,STPE,"Florida Marine Research Institute, Florida Department of Environmental Protection",NA,Florida Department of Environmental Protection,Herbarium,
4093,STPH_NA,STPH,NA,NA,NA,STPH,"Direcção Geral do Ambiente, Cabinet of Environment, Ministry of Natural Resources and Environment",NA,Jardim Botânico do Bom Sucesso,Herbário Nacional of São Tomé e Príncipe,
4094,STPS_NA,STPS,NA,NA,NA,STPS,St. Paul's School,NA,NA,Herbarium,
4095,STRI_NA,STRI,NA,NA,NA,STRI,Smithsonian Tropical Research Institute,NA,NA,Herbarium,
4096,STS_NA,STS,NA,NA,NA,STS,Stromness Museum,Orkney Natural History Society,NA,Herbarium,
4097,STT_NA,STT,NA,NA,NA,STT,St. Thomas's Hospital Medical School Library,NA,NA,Herbarium,
4098,SU_NA,SU,NA,NA,NA,SU,Suzhou University,NA,NA,Herbarium,
4099,SUA_NA,SUA,NA,NA,NA,SUA,Sokoine University of Agriculture,NA,Forest Biology Department,Herbarium,
4100,SUCH_NA,SUCH,NA,NA,NA,SUCH,Sukhumi Botanical Garden of Georgian Academy of Sciences,NA,NA,Colchic Herbarium,
4101,SUCO_NA,SUCO,NA,NA,NA,SUCO,"State University of New York, College at Oneonta",NA,Biology Department,Herbarium,
4102,SUD_NA,SUD,NA,NA,NA,SUD,Stroud District (Cowle) Museum Service,Stroud District Council,NA,Herbarium,
4103,SUFA_NA,SUFA,NA,NA,NA,SUFA,Sulaimania University,Faculty of Agriculture,NA,Herbarium,
4104,SUFAF_NA,SUFAF,NA,NA,NA,SUFAF,Siirt University Flora and Fauna Center,NA,NA,Herbarium,
4105,SUH_NA,SUH,NA,NA,NA,SUH,Sohag University,Faculty of Sciences,Botany Department,Herbarium,
4106,SUHC_NA,SUHC,NA,NA,NA,SUHC,Salisbury University,Henson School of Science,Department of Biology,"Charles O. Wingo, Jr. Herbarium",
4107,SUK_NA,SUK,NA,NA,NA,SUK,Shivaji University,NA,Department of Botany,Herbarium,
4108,SUM_NA,SUM,NA,NA,NA,SUM,Okresní vlastivedné muzeum v Sumperku,NA,NA,Herbarium,
4109,SUN_NA,SUN,NA,NA,NA,SUN,Sunderland Museum,NA,NA,Herbarium,
4110,SUND_NA,SUND,NA,NA,NA,SUND,Sunderland Natural History and Antiquarian Society,NA,NA,Herbarium,
4111,SUNIV_NA,SUNIV,NA,NA,NA,SUNIV,University of Stockholm,Institute of Botany,NA,Herbarium,
4112,SURCO_NA,SURCO,NA,NA,NA,SURCO,Universidad Surcolombiana,Programa de Ingeniería Agrícola,NA,Herbarium,
4113,SUVA_NA,SUVA,NA,NA,NA,SUVA,University of the South Pacific,Institute of Applied Sciences,NA,South Pacific Regional Herbarium,
4114,SUWS_NA,SUWS,NA,NA,NA,SUWS,University of Wisconsin-Superior,NA,Department of Natural Sciences,Donald W. Davidson Herbarium,
4115,SV_NA,SV,NA,NA,NA,SV,Antigua Estación Experimental Agronómica,Instituto de Agronomía,NA,Herbario,
4116,SVER_NA,SVER,NA,NA,NA,SVER,Institute of Plant and Animal Ecology,"Ural Centre, Russian Academy of Sciences",Laboratory of Plant Ecology and Geobotany,"Herbarium,",
4117,SVUTY_NA,SVUTY,NA,NA,NA,SVUTY,Sri Venkateswara University,NA,NA,Kataru Narayana Rao Herbarium,
4118,SWA_NA,SWA,NA,NA,NA,SWA,Swansea Museum,NA,NA,Herbarium,
4119,SWAT_NA,SWAT,NA,NA,NA,SWAT,University of Swat Pakistan,"Centre for Plant Sciences and Biodiversity, University of Swat, Sector-D Kanju Town Swat Pakistan",NA, Herbarium,
4120,SWAU_NA,SWAU,NA,NA,NA,SWAU,Southwest Agricultural University,NA,Horticulture Department,Herbarium,
4121,SWBR_NA,SWBR,NA,NA,NA,SWBR,Sweet Briar College,NA,Biology Department,Herbarium,
4122,SWC_NA,SWC,NA,NA,NA,SWC,Swarthmore College,NA,Biology Department,Herbarium,
4123,SWCTU_NA,SWCTU,NA,NA,NA,SWCTU,Southwest Teachers University,NA,Biology Department,Herbarium,
4124,SWE_NA,SWE,NA,NA,NA,SWE,"Chandos House, Stowe School",NA,NA,Herbarium,
4125,SWF_NA,SWF,NA,NA,NA,SWF,Naples Botanical Garden,NA,NA,Herbarium,
4126,SWFC_NA,SWFC,NA,NA,NA,SWFC,Southwest Forestry College,NA,NA,Herbarium,
4127,SWGC_NA,SWGC,NA,NA,NA,SWGC,"Grenfell Campus, Memorial University of Newfoundland",NA,NA,Herbarium,
4128,SWMT_NA,SWMT,NA,NA,NA,SWMT,Rhodes College,NA,Biology Department,Herbarium,
4129,SWN_NA,SWN,NA,NA,NA,SWN,Saffron Walden Museum,NA,NA,Herbarium,
4130,SWNHS_NA,SWNHS,NA,NA,NA,SWNHS,Saffron Walden Horticultural Society,NA,NA,Herbarium,
4131,SWSL_NA,SWSL,NA,NA,NA,SWSL,USDA/ARS,Jamie Whitten Delta States Research Center,Southern Weed Science Research Unit,Herbarium,
4132,SWT_NA,SWT,NA,NA,NA,SWT,Texas State University,NA,Department of Biology,Herbarium,
4133,SWTN_NA,SWTN,NA,NA,NA,SWTN,Swinton and Pendlebury Botanical Society,NA,NA,Herbarium,
4134,SWU_NA,SWU,NA,NA,NA,SWU,Sungshin Women's University,NA,NA,Sungshin Herbarium,
4135,SXAU_NA,SXAU,NA,NA,NA,SXAU,Shanxi Agricultural University,NA,Forestry Department,Herbarium,
4136,SXDC_NA,SXDC,NA,NA,NA,SXDC,Shaanxi Institute for Drug Control,NA,NA,Herbarium,
4137,SXIM_NA,SXIM,NA,NA,NA,SXIM,Shaanxi Institute of Microbiology,NA,NA,Herbarium,
4138,SXMP_NA,SXMP,NA,NA,NA,SXMP,Shaanxi Academy of Traditional Chinese Medicine and Pharmacology,NA,NA,Medicinal Herbarium,
4139,SXU_NA,SXU,NA,NA,NA,SXU,Shanxi University,NA,Biology Department,Herbarium,
4140,SY_NA,SY,NA,NA,NA,SY,Shenyang Municipal Academy of Landscape Gardening,NA,NA,Herbarium,
4141,SYAU_NA,SYAU,NA,NA,NA,SYAU,Shenyang Agricultural University,Biological Science and Technology College,NA,Herbarium,
4142,SYAUF_NA,SYAUF,NA,NA,NA,SYAUF,Shenyang Agricultural University,NA,Forestry Department,Dendrological Herbarium,
4143,SYD_NA,SYD,NA,NA,NA,SYD,University of Sydney,School of Biological Sciences.,NA,John Ray Herbarium,
4144,SYKO_NA,SYKO,NA,NA,NA,SYKO,"Komi Scientific Centre, Russian Academy of Sciences",Institute of Biology,Ural Department,Scientific Herbarium of the Institute of Biology Komi Science Centre,
4145,SYKT_NA,SYKT,NA,NA,NA,SYKT,Syktyvkar State University,NA,Botany Department,Herbarium,
4146,SYPC_NA,SYPC,NA,NA,NA,SYPC,Shenyang College of Pharmacy,NA,Pharmaceutical Botany Department,Herbarium,
4147,SYR_NA,SYR,NA,NA,NA,SYR,Syracuse University,NA,Plant Sciences Department,Herbarium,
4148,SYRF_NA,SYRF,NA,NA,NA,SYRF,State University of New York,College of Environmental Science and Forestry,NA,Herbarium,
4149,SYS_NA,SYS,NA,NA,NA,SYS,Zhongshan (Sun Yatsen) University,Botanical Division,Biology Department,Herbarium,
4150,SYSU_NA,SYSU,NA,NA,NA,SYSU,National Sun Yat-Sen University,NA,Department of Biological Sciences,Herbarium,
4151,SYT_NA,SYT,NA,NA,NA,SYT,Stonyhurst College,NA,NA,Herbarium,
4152,SZ_NA,SZ,NA,NA,NA,SZ,"Sichuan University, Jianghong Ran",College of Life Sciences,NA,Herbarium,
4153,SZB_NA,SZB,NA,NA,NA,SZB,Haus der Natur,NA,NA,Herbarium,
4154,SZCZ_NA,SZCZ,NA,NA,NA,SZCZ,University of Szczecin,NA,Department of Palaeoceanology,Herbarium,
4155,SZE_NA,SZE,NA,NA,NA,SZE,Móra Ferenc Museum,NA,Natural Science Department,Herbarium,
4156,SZG_NA,SZG,NA,NA,NA,SZG,Fairy Lake Botanical Garden,NA,NA,Herbarium,
4157,SZL_NA,SZL,NA,NA,NA,SZL,Landesherbar von Salzburg,NA,NA,Herbarium,
4158,SZU_NA,SZU,NA,NA,NA,SZU,University of Salzburg,Scientific Division of Ecology and Diversity of Plants,Department of Biosiciencs,Herbarium SZU,
4159,SZUB_NA,SZUB,NA,NA,NA,SZUB,University of Szczecin,NA,NA,Herbarium Stetinensis,
4160,T_NA,T,NA,NA,NA,T,Kharazmi University,Faculty of Biological Sciences,Department of Plant Biology,Tehran Herbarium,
4161,TAAM_NA,TAAM,NA,NA,NA,TAAM,Institute of Agricultural and Environmental Sciences of the Estonian University of Life Sciences,NA,NA,Mycological Collection,
4162,TAC_NA,TAC,NA,NA,NA,TAC,Tarleton State University,NA,Biological Sciences Department,Herbarium,
4163,TAD_NA,TAD,NA,NA,NA,TAD,Botanical Institute of the Tajikistan Academy of Sciences,NA,Department of Flora and Systematics of Higher Plants,Herbarium,
4164,TAES_NA,TAES,NA,NA,NA,TAES,Texas A&M University,NA,Department of Ecosystem Science and Management,S. M. Tracy Herbarium,
4165,TAIC_NA,TAIC,NA,NA,NA,TAIC,Texas A&M University-Kingsville,NA,Department of Biology,Herbarium,
4166,TAIE_NA,TAIE,NA,NA,NA,TAIE,Taiwan Endemic Species Research Institute,NA,Department of Botany,Herbarium,
4167,TAIM_NA,TAIM,NA,NA,NA,TAIM,Taiwan Museum,NA,NA,Herbarium,
4168,TAK_NA,TAK,NA,NA,NA,TAK,Lenin State University,Biology-Soils Faculty,NA,Herbarium,
